Name,Pente (%),Charge (%),Vitesse min. (km/h),Vitesse max. (km/h),Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Eta,RF
PL32_DIESEL_EURO1_I-4_C100_NOx,-0.04,1,12,86,-0.000679371,0.036418634,3.491389045,-1.800954131,0.000467456,0.016539853,0.130968038,0
PL32_DIESEL_EURO2_I-4_C100_NOx,-0.04,1,12,86,-0.00077836,0.04259982,4.100344464,-2.260577064,0.000515205,0.017278943,0.140426064,0
PL32_DIESEL_EURO3_I-4_C100_NOx,-0.04,1,12,86,-0.000576802,0.042838747,4.491538591,-3.415044184,0.00088601,0.016308919,0.177014023,0
PL32_DIESEL_EURO4_I-4_C100_NOx,-0.04,1,12,86,-0.000670535,0.024911031,3.260673218,-1.768717275,0.000948893,0.017825811,0.316720804,0
PL32_DIESEL_EURO5_I-4_C100_NOx,-0.04,1,5,85,-0.007136109,0.714660643,-4.135578465,8.310965821,0.004700108,-0.031186138,0.076707059,0
PL32_DIESEL_EURO6_I-4_C100_NOx,-0.04,1,5,85,-0.002417532,0.350788566,-2.792058304,-2.613494827,0.006401438,-0.061024158,-0.072108889,0
