Name,Pente (%),Charge (%),Vitesse min. (km/h),Vitesse max. (km/h),Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Eta,RF
VUL_DIESEL_EURO1_PM,,,10,110,0.000179728,-0.01951049,0.771632904,-1.76515E-12,-5.62677E-16,5.85091E-14,3.993959133,0
VUL_DIESEL_EURO2_PM,,,10,110,0.000179728,-0.01951049,0.771632904,-1.76515E-12,-5.62677E-16,5.85091E-14,3.993959133,0
VUL_DIESEL_EURO3_PM,,,10,110,9.95551E-05,-0.010807259,0.427423205,5.89607E-13,-2.68632E-16,2.1278E-15,3.30199318,0
VUL_DIESEL_EURO4_PM,,,10,110,8.75149E-05,-0.009500225,0.37573048,-1.11102E-13,-1.29378E-15,7.84273E-14,5.556499257,0
VUL_DIESEL_EURO5_PM,,,5,100,0.000909121,0.038353382,-0.014754974,0.053694384,1.535811014,0.552018791,0.339110292,0
VUL_DIESEL_EURO6_PM,,,5,100,0.000909121,0.038353382,-0.014754974,0.053694384,1.535811014,0.552018791,0.339110292,0
