x,y,z,Cmoy
-60.0,-60.0,7.0,30.452381303107128
-56.0,-60.0,7.0,30.12746292207312
-52.0,-60.0,7.0,29.86246011453513
-48.0,-60.0,7.0,29.60914080522294
-44.0,-60.0,7.0,29.369471510900823
-40.0,-60.0,7.0,29.151349562524338
-36.0,-60.0,7.0,28.92020627895612
-32.0,-60.0,7.0,28.73912392125019
-28.0,-60.0,7.0,28.581506739150385
-24.0,-60.0,7.0,28.396327814579514
-20.0,-60.0,7.0,28.25878038983316
-16.0,-60.0,7.0,28.108571412621686
-12.0,-60.0,7.0,27.990398545864565
-8.0,-60.0,7.0,27.998454509568198
-4.0,-60.0,7.0,27.879977576532234
0.0,-60.0,7.0,27.703868912974457
4.0,-60.0,7.0,27.57655015304185
8.0,-60.0,7.0,27.520781130561765
12.0,-60.0,7.0,27.25458835733115
16.0,-60.0,7.0,27.11614790711673
20.0,-60.0,7.0,27.010643149496303
24.0,-60.0,7.0,26.926609986547483
28.0,-60.0,7.0,26.85353877155876
32.0,-60.0,7.0,26.759096482628443
36.0,-60.0,7.0,26.635922013500142
40.0,-60.0,7.0,26.498830446603613
-60.0,-56.0,7.0,30.976783536705568
-56.0,-56.0,7.0,30.617382301790748
-52.0,-56.0,7.0,30.333300512236853
-48.0,-56.0,7.0,30.00398839332387
-44.0,-56.0,7.0,29.75322092372985
-40.0,-56.0,7.0,29.512260604180856
-36.0,-56.0,7.0,29.27194698595269
-32.0,-56.0,7.0,29.071333704532968
-28.0,-56.0,7.0,28.872722440558604
-24.0,-56.0,7.0,28.680358800668305
-20.0,-56.0,7.0,28.50702831955836
-16.0,-56.0,7.0,28.357446234899086
-12.0,-56.0,7.0,28.211776199766028
-8.0,-56.0,7.0,28.20182949413143
-4.0,-56.0,7.0,28.103580600623992
0.0,-56.0,7.0,28.027115434376874
4.0,-56.0,7.0,27.82561463673035
8.0,-56.0,7.0,27.688354894324995
12.0,-56.0,7.0,27.42633756941584
16.0,-56.0,7.0,27.299857508000905
20.0,-56.0,7.0,27.202746523189823
24.0,-56.0,7.0,27.12386835497074
28.0,-56.0,7.0,27.042489019607327
32.0,-56.0,7.0,26.92904971032241
36.0,-56.0,7.0,26.83505214206234
40.0,-56.0,7.0,26.688884811508917
-60.0,-52.0,7.0,31.55176002112025
-56.0,-52.0,7.0,31.18207762011422
-52.0,-52.0,7.0,30.827333481531205
-48.0,-52.0,7.0,30.473459549763312
-44.0,-52.0,7.0,30.21445846085406
-40.0,-52.0,7.0,29.913635093460655
-36.0,-52.0,7.0,29.66672011362249
-32.0,-52.0,7.0,29.439197267842598
-28.0,-52.0,7.0,29.188100208202094
-24.0,-52.0,7.0,29.010906530013568
-20.0,-52.0,7.0,28.798104584488634
-16.0,-52.0,7.0,28.629769646832493
-12.0,-52.0,7.0,28.46889992495786
-8.0,-52.0,7.0,28.304209667492835
-4.0,-52.0,7.0,28.21511477149727
0.0,-52.0,7.0,28.184302551675103
4.0,-52.0,7.0,28.04454699008281
8.0,-52.0,7.0,27.77335934732543
12.0,-52.0,7.0,27.64715671989164
16.0,-52.0,7.0,27.514909330660515
20.0,-52.0,7.0,27.388601491354432
24.0,-52.0,7.0,27.312971030612328
28.0,-52.0,7.0,27.246180629548974
32.0,-52.0,7.0,27.125680110586366
36.0,-52.0,7.0,27.0003421101272
40.0,-52.0,7.0,26.859458159433146
-60.0,-48.0,7.0,32.196172912215616
-56.0,-48.0,7.0,31.80860283068911
-52.0,-48.0,7.0,31.405109458795067
-48.0,-48.0,7.0,30.993043960850812
-44.0,-48.0,7.0,30.69494644131543
-40.0,-48.0,7.0,30.350583815003365
-36.0,-48.0,7.0,30.08326279767209
-32.0,-48.0,7.0,29.83082904856574
-28.0,-48.0,7.0,29.573383102465492
-24.0,-48.0,7.0,29.34966852839654
-20.0,-48.0,7.0,29.122257849352444
-16.0,-48.0,7.0,28.923961656401307
-12.0,-48.0,7.0,28.774925492708974
-8.0,-48.0,7.0,28.576845200363973
-4.0,-48.0,7.0,28.426595820539294
0.0,-48.0,7.0,28.27484052338477
4.0,-48.0,7.0,28.130488357781246
8.0,-48.0,7.0,28.00513818246899
12.0,-48.0,7.0,27.851743716247505
16.0,-48.0,7.0,27.70318889087817
20.0,-48.0,7.0,27.596047365293497
24.0,-48.0,7.0,27.518977273324637
28.0,-48.0,7.0,27.441600801678227
32.0,-48.0,7.0,27.31941187347354
36.0,-48.0,7.0,27.19100153893631
40.0,-48.0,7.0,27.07303785620225
-60.0,-44.0,7.0,32.904230910275565
-56.0,-44.0,7.0,32.50091396403554
-52.0,-44.0,7.0,32.037768053601326
-48.0,-44.0,7.0,31.61760724920779
-44.0,-44.0,7.0,31.25871960917799
-40.0,-44.0,7.0,30.905229638980902
-36.0,-44.0,7.0,30.57802557245946
-32.0,-44.0,7.0,30.25978447371331
-28.0,-44.0,7.0,29.992019906549565
-24.0,-44.0,7.0,29.73007473762193
-20.0,-44.0,7.0,29.48998805003335
-16.0,-44.0,7.0,29.281401718420675
-12.0,-44.0,7.0,29.064062400082918
-8.0,-44.0,7.0,28.87530249476335
-4.0,-44.0,7.0,28.724560331407034
0.0,-44.0,7.0,28.570920935396224
4.0,-44.0,7.0,28.399858002942263
8.0,-44.0,7.0,28.24012070262384
12.0,-44.0,7.0,28.102824160989137
16.0,-44.0,7.0,27.95327696830083
20.0,-44.0,7.0,27.803513047758166
24.0,-44.0,7.0,27.945509974264354
