x,y,z,Cmoy
-60.0,-60.0,12.0,29.099110410842727
-56.0,-60.0,12.0,28.81426447936935
-52.0,-60.0,12.0,28.578998780356358
-48.0,-60.0,12.0,28.356879957567436
-44.0,-60.0,12.0,28.14900204512207
-40.0,-60.0,12.0,27.962384392497032
-36.0,-60.0,12.0,27.76742691853696
-32.0,-60.0,12.0,27.61858177311607
-28.0,-60.0,12.0,27.490178649363635
-24.0,-60.0,12.0,27.344300586613805
-20.0,-60.0,12.0,27.238987838027054
-16.0,-60.0,12.0,27.124199958978576
-12.0,-60.0,12.0,27.201241969710914
-8.0,-60.0,12.0,27.14476666558246
-4.0,-60.0,12.0,26.818351489915035
0.0,-60.0,12.0,26.697548735700256
4.0,-60.0,12.0,26.57693432923778
8.0,-60.0,12.0,26.671960411619843
12.0,-60.0,12.0,26.56854495510251
16.0,-60.0,12.0,26.267728756364527
20.0,-60.0,12.0,26.172276736737356
24.0,-60.0,12.0,26.092276548778912
28.0,-60.0,12.0,26.01789301946254
32.0,-60.0,12.0,25.931694316031997
36.0,-60.0,12.0,25.843531324240914
40.0,-60.0,12.0,25.750901074681213
-60.0,-56.0,12.0,29.555449428619447
-56.0,-56.0,12.0,29.2340510247571
-52.0,-56.0,12.0,28.979988287153528
-48.0,-56.0,12.0,28.691542873703064
-44.0,-56.0,12.0,28.472555077322035
-40.0,-56.0,12.0,28.263628865502444
-36.0,-56.0,12.0,28.059234566774656
-32.0,-56.0,12.0,27.89267265650267
-28.0,-56.0,12.0,27.730614888716822
-24.0,-56.0,12.0,27.57760506667066
-20.0,-56.0,12.0,27.44333007049498
-16.0,-56.0,12.0,27.331109767865513
-12.0,-56.0,12.0,27.230082744032295
-8.0,-56.0,12.0,27.33502642158767
-4.0,-56.0,12.0,27.231743555803718
0.0,-56.0,12.0,27.11428047080682
4.0,-56.0,12.0,26.974098399791906
8.0,-56.0,12.0,26.85655862936251
12.0,-56.0,12.0,26.537109501050303
16.0,-56.0,12.0,26.427946122089846
20.0,-56.0,12.0,26.33727214725325
24.0,-56.0,12.0,26.254671843123468
28.0,-56.0,12.0,26.17195802629086
32.0,-56.0,12.0,26.07261650851836
36.0,-56.0,12.0,26.007054472399723
40.0,-56.0,12.0,25.919062516504702
-60.0,-52.0,12.0,30.057144274057798
-56.0,-52.0,12.0,29.726339307699252
-52.0,-52.0,12.0,29.40931979279118
-48.0,-52.0,12.0,29.09431655851621
-44.0,-52.0,12.0,28.86457215900701
-40.0,-52.0,12.0,28.604606586277445
-36.0,-52.0,12.0,28.391106715887975
-32.0,-52.0,12.0,28.19912306555618
-28.0,-52.0,12.0,27.99022195761146
-24.0,-52.0,12.0,27.843766230919343
-20.0,-52.0,12.0,27.676425814998602
-16.0,-52.0,12.0,27.54836184353126
-12.0,-52.0,12.0,27.429043466792145
-8.0,-52.0,12.0,27.305243581262303
-4.0,-52.0,12.0,27.439564739381115
0.0,-52.0,12.0,27.31621254733
4.0,-52.0,12.0,27.1748535416082
8.0,-52.0,12.0,27.008257317511212
12.0,-52.0,12.0,26.72960941602858
16.0,-52.0,12.0,26.613695177171817
20.0,-52.0,12.0,26.49412798953731
24.0,-52.0,12.0,26.410504030630808
28.0,-52.0,12.0,26.337378462959464
32.0,-52.0,12.0,26.23816828521259
36.0,-52.0,12.0,26.148535152436388
40.0,-52.0,12.0,26.20246252203382
-60.0,-48.0,12.0,30.63341622265152
-56.0,-48.0,12.0,30.280095510682457
-52.0,-48.0,12.0,29.916290597629338
-48.0,-48.0,12.0,29.544467511993524
-44.0,-48.0,12.0,29.276446558652598
-40.0,-48.0,12.0,28.9746422448462
-36.0,-48.0,12.0,28.740072535991654
-32.0,-48.0,12.0,28.522871950169577
-28.0,-48.0,12.0,28.30786937577644
-24.0,-48.0,12.0,28.121610595629075
-20.0,-48.0,12.0,27.93965502867176
-16.0,-48.0,12.0,27.785410406715584
-12.0,-48.0,12.0,27.66776753081828
-8.0,-48.0,12.0,27.51726424691847
-4.0,-48.0,12.0,27.40128812869546
0.0,-48.0,12.0,27.275598742843208
4.0,-48.0,12.0,27.149340065929437
8.0,-48.0,12.0,27.04129046626991
12.0,-48.0,12.0,26.908846662261816
16.0,-48.0,12.0,26.779512662293087
20.0,-48.0,12.0,26.67714063232387
24.0,-48.0,12.0,26.588108016759907
28.0,-48.0,12.0,26.49638758874347
32.0,-48.0,12.0,26.41938904901375
36.0,-48.0,12.0,26.32826622088976
40.0,-48.0,12.0,26.405741618068234
-60.0,-44.0,12.0,31.271628744668085
-56.0,-44.0,12.0,30.898578235065074
-52.0,-44.0,12.0,30.474072625939314
-48.0,-44.0,12.0,30.09324316017363
-44.0,-44.0,12.0,29.768352634818882
-40.0,-44.0,12.0,29.452752110731943
-36.0,-44.0,12.0,29.164005560631015
-32.0,-44.0,12.0,28.885620997186976
-28.0,-44.0,12.0,28.65784730423477
-24.0,-44.0,12.0,28.437341483510963
-20.0,-44.0,12.0,28.234562486894838
-16.0,-44.0,12.0,28.068139751975867
-12.0,-44.0,12.0,27.89751389512599
-8.0,-44.0,12.0,27.748973846116478
-4.0,-44.0,12.0,27.63067249527501
0.0,-44.0,12.0,27.50485662856372
4.0,-44.0,12.0,27.36234987831619
8.0,-44.0,12.0,27.229124388613517
12.0,-44.0,12.0,27.11702690396061
16.0,-44.0,12.0,26.99559675873894
20.0,-44.0,12.0,26.98270312358488
24.0,-44.0,12.0,26.971977462116218
28.0,-44.0,12.0,26.85195651835443
32.0,-44.0,12.0,26.757541446064952
36.0,-44.0,12.0,26.676537624575133
40.0,-44.0,12.0,26.571697303040928
-60.0,-40.0,12.0,32.16035522173228
-56.0,-40.0,12.0,31.636553231905424
-52.0,-40.0,12.0,31.165085655409065
-48.0,-40.0,12.0,30.71632269378199
-44.0,-40.0,12.0,30.319795301495923
-40.0,-40.0,12.0,29.956827257513478
-36.0,-40.0,12.0,29.634500296008582
-32.0,-40.0,12.0,29.301506688625963
-28.0,-40.0,12.0,29.08323221666095
-24.0,-40.0,12.0,28.79790125070174
-20.0,-40.0,12.0,28.58469106467774
-16.0,-40.0,12.0,28.398810636704372
-12.0,-40.0,12.0,28.19916650242785
-8.0,-40.0,12.0,28.04030833702101
-4.0,-40.0,12.0,27.88286343602833
0.0,-40.0,12.0,27.746547158316474
4.0,-40.0,12.0,27.606673888953523
8.0,-40.0,12.0,27.47213220254482
12.0,-40.0,12.0,27.349862221941383
16.0,-40.0,12.0,27.220216594922135
20.0,-40.0,12.0,27.3103345359407
24.0,-40.0,12.0,27.18696336468508
28.0,-40.0,12.0,27.07072433140411
32.0,-40.0,12.0,26.9588124813475
36.0,-40.0,12.0,26.866341513702793
40.0,-40.0,12.0,26.77790375672707
-60.0,-36.0,12.0,33.06156150036602
-56.0,-36.0,12.0,32.41861150797759
-52.0,-36.0,12.0,31.90621913883223
-48.0,-36.0,12.0,31.442281386150448
