x,y,z,Cmax
4,-16,1.5,8.176089187727271e-05
8,-16,1.5,7.924234921818181e-05
12,-16,1.5,7.647117463181818e-05
16,-16,1.5,7.221640217727271e-05
20,-16,1.5,6.96602250909091e-05
24,-16,1.5,6.828557213181817e-05
28,-16,1.5,6.678533772727272e-05
32,-16,1.5,6.824934960454546e-05
-52,-12,1.5,0.00011438436792272726
-48,-12,1.5,0.00011522689570454544
-44,-12,1.5,0.00011544295289999999
-40,-12,1.5,0.00011456523540454544
-36,-12,1.5,0.00011310836498636363
-32,-12,1.5,0.00011118550743181818
-28,-12,1.5,0.00010883049779999998
-24,-12,1.5,0.00010565533588181816
-20,-12,1.5,0.00010299585873181818
-16,-12,1.5,0.00010002799894999999
-12,-12,1.5,9.666293153636363e-05
-8,-12,1.5,9.341703032727272e-05
-4,-12,1.5,9.080901902727272e-05
0,-12,1.5,8.799013405454545e-05
4,-12,1.5,8.507595335454543e-05
8,-12,1.5,8.24611325090909e-05
12,-12,1.5,7.939713481818182e-05
32,-12,1.5,6.905107374090908e-05
-48,-8,1.5,0.00011295406319999999
-44,-8,1.5,0.00011396778318636364
-40,-8,1.5,0.00011446170791363636
-36,-8,1.5,0.00011463540794545455
-32,-8,1.5,0.00011363713289545453
-28,-8,1.5,0.00011213307449999998
-24,-8,1.5,0.00010981308071363634
-20,-8,1.5,0.00010770672574545455
-16,-8,1.5,0.00010474620583636362
-12,-8,1.5,0.00010180182924545454
-8,-8,1.5,9.818797587272726e-05
-4,-8,1.5,9.435268011363636e-05
0,-8,1.5,9.061580333636363e-05
4,-8,1.5,8.741867179090907e-05
8,-8,1.5,8.45608873681818e-05
12,-8,1.5,8.158491063636362e-05
16,-8,1.5,7.886535341818182e-05
20,-8,1.5,7.633809822727271e-05
24,-8,1.5,7.469566900454545e-05
28,-8,1.5,7.33704012e-05
32,-8,1.5,7.111210111818181e-05
36,-8,1.5,6.99526591590909e-05
40,-8,1.5,6.956600821818181e-05
-40,-4,1.5,0.00011230268167727272
-36,-4,1.5,0.00011329485298181816
-32,-4,1.5,0.00011375839703636362
-28,-4,1.5,0.00011359878495
-24,-4,1.5,0.00011270709951363636
-20,-4,1.5,0.00011123561861363638
-16,-4,1.5,0.00010903646278636361
-12,-4,1.5,0.0001065858467
-8,-4,1.5,0.00010373850510454543
-4,-4,1.5,0.00010026510209545453
-32,0,1.5,0.00011180629841363636
-28,0,1.5,0.00011270682039999998
-24,0,1.5,0.00011296200025454544
-20,0,1.5,0.00011265369177272726
-16,0,1.5,0.00011158902733636362
-12,0,1.5,0.00011004381152272726
-8,0,1.5,0.00010798435307727273
-4,0,1.5,0.00010532194127727271
-24,4,1.5,0.00011135212661818181
-20,4,1.5,0.00011192889020454546
-16,4,1.5,0.00011235044594545455
-12,4,1.5,0.00011203898293181817
-8,4,1.5,0.00011087178718181816
-4,4,1.5,0.00010902724771818181
0,4,1.5,0.00010648979050909089
4,4,1.5,0.00010380373474545454
8,4,1.5,0.0001010282854772727
12,4,1.5,9.889516134545451e-05
16,4,1.5,9.632242763181817e-05
20,4,1.5,9.388165993181818e-05
24,4,1.5,9.151684588181817e-05
28,4,1.5,8.942434507272726e-05
32,4,1.5,8.751232665454544e-05
36,4,1.5,8.561540722727272e-05
40,4,1.5,8.407714911818181e-05
-16,8,1.5,0.00011083291374090908
-12,8,1.5,0.00011145483543181816
-8,8,1.5,0.00011184745821818182
-4,8,1.5,0.00011176826054545452
0,8,1.5,0.00011033025324545454
4,8,1.5,0.00010622054334999999
-8,12,1.5,0.00011113030309090909
-4,12,1.5,0.00011208685796363634
0,12,1.5,0.0001127629968272727
4,12,1.5,0.00011187232672727272
0,16,1.5,0.00011185687632727272
4,16,1.5,0.00011292528476363634
8,16,1.5,0.00011405785309999997
12,16,1.5,0.00011446847145454544
16,16,1.5,0.00011381002211818181
20,16,1.5,0.0001120877104818182
24,16,1.5,0.00011065674124999997
28,16,1.5,0.00010812243920454543
