x,y,z,Cmax
-56,-16,7,0.00013328420907272726
-52,-16,7,0.00013539807354545454
-48,-16,7,0.00013402441959999999
-44,-16,7,0.00013062906953636362
-40,-16,7,0.00012524150213636363
-36,-16,7,0.00012063566120454545
-32,-16,7,0.0001151121635272727
-28,-16,7,0.00010962767558181816
-24,-16,7,0.00010516096515454543
-20,-16,7,0.00010002743246818181
-16,-16,7,9.524553558636363e-05
-12,-16,7,9.149476082272725e-05
-8,-16,7,8.782903044545454e-05
-4,-16,7,8.490811273636364e-05
0,-16,7,8.124087246818181e-05
4,-16,7,7.886887969545455e-05
8,-16,7,7.631202096818182e-05
12,-16,7,7.383882295909091e-05
16,-16,7,7.258555693181818e-05
20,-16,7,7.033194051363636e-05
24,-16,7,6.877658168181817e-05
28,-16,7,6.666652454090908e-05
32,-16,7,6.591385985454544e-05
36,-16,7,6.304063788181817e-05
40,-16,7,6.144531036818182e-05
-60,-12,7,0.0002598704824090909
-56,-12,7,0.00011781753301818181
-52,-12,7,0.00012873866568181817
-48,-12,7,0.00013395546556363634
-44,-12,7,0.00013477629134545454
-40,-12,7,0.0001326795845090909
-36,-12,7,0.0001288414896363636
-32,-12,7,0.00012380883024999998
-28,-12,7,0.00011862460134090908
-24,-12,7,0.00011302049980909088
-20,-12,7,0.00010848283152727272
-16,-12,7,0.00010368836355454544
-12,-12,7,9.888444263636362e-05
-8,-12,7,9.463613997272728e-05
-4,-12,7,9.098546901363636e-05
0,-12,7,8.735660835909091e-05
4,-12,7,8.433565689999998e-05
8,-12,7,8.115310463636362e-05
12,-12,7,7.834908622727271e-05
16,-12,7,7.711765998181818e-05
20,-12,7,7.438080757272727e-05
24,-12,7,7.19850406909091e-05
28,-12,7,6.983465598636363e-05
32,-12,7,6.818785348181818e-05
36,-12,7,6.631525195454546e-05
40,-12,7,6.49075963590909e-05
-60,-8,7,0.0003142989853181818
-56,-8,7,0.00027920321149999997
-48,-8,7,0.00012271236237272728
-44,-8,7,0.00013024909404545454
-40,-8,7,0.0001335966914272727
-36,-8,7,0.0001336767775272727
-32,-8,7,0.00013087486484545454
-28,-8,7,0.00012735894576363635
-24,-8,7,0.00012194680609545455
-20,-8,7,0.00011732648640454543
-16,-8,7,0.00011184224095454545
-12,-8,7,0.00010686824195454544
-8,-8,7,0.00010249547228181819
-4,-8,7,9.799510719090909e-05
0,-8,7,9.354686788181817e-05
4,-8,7,9.023525132727273e-05
8,-8,7,8.716845997272727e-05
12,-8,7,8.519361075e-05
16,-8,7,8.208792718636362e-05
20,-8,7,7.906679450909091e-05
24,-8,7,7.618716512272727e-05
28,-8,7,7.396876830454544e-05
32,-8,7,7.189670929090909e-05
36,-8,7,7.00136816181818e-05
40,-8,7,6.838495080454546e-05
-60,-4,7,0.0003964053406181818
-56,-4,7,0.00033705586801818175
-52,-4,7,0.0002991042937
-48,-4,7,0.00026664869727272727
-44,-4,7,0.00011444609144090908
-40,-4,7,0.00012223984519545454
-36,-4,7,0.0001300128190681818
-32,-4,7,0.00013257222324545453
-28,-4,7,0.00013218653798181815
-24,-4,7,0.0001292736596590909
-20,-4,7,0.00012556655711363633
-16,-4,7,0.00012077078417272725
-12,-4,7,0.00011585921715454545
-8,-4,7,0.00011069802523636363
-4,-4,7,0.0001061817320090909
0,-4,7,0.00010196502062272727
4,-4,7,9.761462910454545e-05
8,-4,7,9.365647297272727e-05
12,-4,7,8.931499449545455e-05
16,-4,7,8.636161487272727e-05
20,-4,7,8.319780952727271e-05
24,-4,7,7.992678932727271e-05
28,-4,7,7.716591755909089e-05
32,-4,7,7.46853395409091e-05
36,-4,7,7.297561881818181e-05
40,-4,7,7.171224125454544e-05
-60,0,7,0.0004763368709090908
-56,0,7,0.00043396712656363636
-52,0,7,0.00038741196942727277
-48,0,7,0.0003318035364545455
-44,0,7,0.0002912753836272727
-40,0,7,0.0002615613555636363
-36,0,7,0.00011400790322727271
-32,0,7,0.0001210228369181818
-28,0,7,0.0001295716884
-24,0,7,0.0001316266208363636
-20,0,7,0.00013102794605454544
-16,0,7,0.00012821376205
-12,0,7,0.00012442348964999996
-8,0,7,0.00011957671809999998
-4,0,7,0.00011536378121363636
0,0,7,0.0001093899906909091
4,0,7,0.00010532295192727272
8,0,7,0.00010165749185
12,0,7,9.703177069090908e-05
16,0,7,9.30237784e-05
20,0,7,8.923780593636364e-05
24,0,7,8.605595372727274e-05
28,0,7,8.276283545909091e-05
32,0,7,8.020570302272727e-05
36,0,7,7.794717187727271e-05
40,0,7,7.619756859999999e-05
-60,4,7,0.0005165500749727273
-56,4,7,0.0004955392016181818
-52,4,7,0.00046690887619090903
-48,4,7,0.00042330487899999996
-44,4,7,0.0003805539504545454
-40,4,7,0.00032593874942727264
-36,4,7,0.0002832299333090909
-32,4,7,0.00025707818147272725
-28,4,7,0.0001132501583409091
-24,4,7,0.00012124971338636363
-20,4,7,0.00012816105558636365
-16,4,7,0.00013102013268636364
-12,4,7,0.00013054811149090909
-8,4,7,0.0001277000209590909
-4,4,7,0.00012390553068181815
0,4,7,0.00011932959501363633
4,4,7,0.00011385614375454545
8,4,7,0.0001099745885590909
12,4,7,0.00010553878468636362
16,4,7,0.00010143361315909089
20,4,7,9.73198699681818e-05
24,4,7,9.40056152e-05
28,4,7,9.05068203e-05
32,4,7,8.750151828636362e-05
36,4,7,8.447280169999999e-05
40,4,7,8.160963199090907e-05
-60,8,7,0.0005536261562454545
-56,8,7,0.0005302525890090909
-52,8,7,0.0005116354310727273
-48,8,7,0.0004887046905999999
-44,8,7,0.000460243964890909
-40,8,7,0.0004144557669090909
-36,8,7,0.0003664617717909091
-32,8,7,0.00031990017603636357
-28,8,7,0.0002788987384090909
-24,8,7,0.0002530318509
-20,8,7,0.00011386555069545452
-16,8,7,0.00011853694484999998
-12,8,7,0.00012821943856818183
-8,8,7,0.00013045123323181818
-4,8,7,0.00013006994137272727
0,8,7,0.00012757992323181815
4,8,7,0.00012215390906363636
8,8,7,0.00011845154623636363
12,8,7,0.00011410055405909089
16,8,7,0.00010933277796363639
20,8,7,0.00010494889842272724
24,8,7,0.00010084757776363635
28,8,7,9.627872156363636e-05
32,8,7,9.312193106818181e-05
36,8,7,9.01212850181818e-05
40,8,7,8.675084956818182e-05
-60,12,7,0.0006461376115181818
-56,12,7,0.0005902026064545453
-52,12,7,0.0005457651054545454
-48,12,7,0.0005251263311363637
-44,12,7,0.0005078394535181817
-40,12,7,0.0004874059622636363
-36,12,7,0.00045737324119090906
-32,12,7,0.0004109347181818182
-28,12,7,0.00036476091729999995
-24,12,7,0.0003157754451545454
-20,12,7,0.00027846423549999995
-16,12,7,0.00025064344213636365
-12,12,7,0.00011425085685454543
-8,12,7,0.00012324596553181817
-4,12,7,0.0001282001753772727
0,12,7,0.00013049839282272725
4,12,7,0.00012616253125
8,12,7,0.0001253028568681818
12,12,7,0.00012344238213636362
16,12,7,0.00011874892267727273
20,12,7,0.0001142030169681818
24,12,7,0.00010951952853636363
28,12,7,0.00010517410653636364
32,12,7,0.00010127887611363635
36,12,7,9.72817799e-05
40,12,7,9.387152214999999e-05
-60,16,7,0.0007981688267272727
-56,16,7,0.0007085268180727272
-52,16,7,0.0006299034043181818
-48,16,7,0.0005843252347181818
-44,16,7,0.0005424885253545454
-40,16,7,0.0005192126242818182
-36,16,7,0.0005053205753636363
-32,16,7,0.0004819796622909091
-28,16,7,0.0004487674049363635
-24,16,7,0.0004052375716363637
-20,16,7,0.0003559756527727272
-16,16,7,0.0003131478228
-12,16,7,0.0002730227754090909
-4,16,7,0.00011566969738636362
0,16,7,0.00011821518557727273
4,16,7,0.00012253887114545454
8,16,7,0.0001252236969590909
12,16,7,0.00012945978912727273
16,16,7,0.0001267951299772727
20,16,7,0.00012320959867272724
24,16,7,0.00011897068642272726
28,16,7,0.00011452146369545453
32,16,7,0.0001103766843181818
36,16,7,0.00010561824585454544
40,16,7,0.00010262367684545454
