x,y,z,Cmax
-60,-60,5,7.526184872727273e-05
-56,-60,5,7.252648149727272e-05
-52,-60,5,7.032961552545454e-05
-48,-60,5,6.821665313545453e-05
-44,-60,5,6.615545703727273e-05
-40,-60,5,6.432223973727273e-05
-36,-60,5,6.234327948181818e-05
-32,-60,5,6.0760429471818176e-05
-28,-60,5,5.937370734545453e-05
-24,-60,5,5.770687486545455e-05
-20,-60,5,5.644457310727272e-05
-16,-60,5,5.5048951920000004e-05
-12,-60,5,5.396696425545454e-05
-8,-60,5,5.324466832545454e-05
8,-60,5,5.013892999545454e-05
12,-60,5,4.795089283363637e-05
16,-60,5,4.680581531863636e-05
20,-60,5,4.592508677818181e-05
24,-60,5,4.525473386454545e-05
28,-60,5,4.4741318320909085e-05
32,-60,5,4.4051896381363635e-05
36,-60,5,4.287190228772727e-05
40,-60,5,4.159478800954545e-05
-60,-56,5,7.953403414545454e-05
-56,-56,5,7.652106538181819e-05
-52,-56,5,7.417654233636363e-05
-48,-56,5,7.146225437272727e-05
-44,-56,5,6.938408193636362e-05
-40,-56,5,6.735251975454545e-05
-36,-56,5,6.529930237272728e-05
-32,-56,5,6.357365639545455e-05
-28,-56,5,6.182017591545454e-05
-24,-56,5,6.012038139545454e-05
-20,-56,5,5.858407565636363e-05
-16,-56,5,5.7147287565454535e-05
-12,-56,5,5.5776257339999986e-05
-8,-56,5,5.4403024105454545e-05
-4,-56,5,5.417135115454545e-05
0,-56,5,5.309161139e-05
4,-56,5,5.191163498818182e-05
8,-56,5,5.019909944090909e-05
12,-56,5,4.931379980363635e-05
16,-56,5,4.838777905909091e-05
20,-56,5,4.759976888999999e-05
24,-56,5,4.701706916772727e-05
28,-56,5,4.649663042681818e-05
32,-56,5,4.552948716045455e-05
36,-56,5,4.4447116501363633e-05
40,-56,5,4.315816675590908e-05
-60,-52,5,8.406908616363635e-05
-56,-52,5,8.108623697727273e-05
-52,-52,5,7.823124639090909e-05
-48,-52,5,7.532126928636364e-05
-44,-52,5,7.317392318181818e-05
-40,-52,5,7.066834191818182e-05
-36,-52,5,6.859945527272726e-05
-32,-52,5,6.66686549e-05
-28,-52,5,6.449915577272727e-05
-24,-52,5,6.292848156818181e-05
-20,-52,5,6.105004951181817e-05
-16,-52,5,5.949458739363636e-05
-12,-52,5,5.802915059090908e-05
-8,-52,5,5.649363831545454e-05
-4,-52,5,5.5368496684545444e-05
0,-52,5,5.423202598727272e-05
4,-52,5,5.314993504e-05
8,-52,5,5.2153131325454546e-05
12,-52,5,5.1166380319090895e-05
16,-52,5,5.019141164090909e-05
20,-52,5,4.922319073090908e-05
24,-52,5,4.870454949090908e-05
28,-52,5,4.8389346556363624e-05
32,-52,5,4.731944677681818e-05
36,-52,5,4.578895101363636e-05
40,-52,5,4.438268153363637e-05
-60,-48,5,8.917016549999999e-05
-56,-48,5,8.606761647727271e-05
-52,-48,5,8.286921111818181e-05
-48,-48,5,7.952700281363635e-05
-44,-48,5,7.710108504999998e-05
-40,-48,5,7.425958299090908e-05
-36,-48,5,7.207013008636363e-05
-32,-48,5,6.994436275909091e-05
-28,-48,5,6.771902438181817e-05
-24,-48,5,6.581434062272725e-05
