x,y,z,Cmoy
-60.0,-60.0,12.0,14.606631348599858
-56.0,-60.0,12.0,14.582290767660455
-52.0,-60.0,12.0,14.562186903935
-48.0,-60.0,12.0,14.54320646367983
-44.0,-60.0,12.0,14.525442934015853
-40.0,-60.0,12.0,14.509496130580938
-36.0,-60.0,12.0,14.492836674888096
-32.0,-60.0,12.0,14.480117597979346
-28.0,-60.0,12.0,14.469145327424517
-24.0,-60.0,12.0,14.456679792897557
-20.0,-60.0,12.0,14.447680635115425
-16.0,-60.0,12.0,14.43787181093321
-12.0,-60.0,12.0,14.444455184928636
-8.0,-60.0,12.0,14.439629271832016
-4.0,-60.0,12.0,14.411736526578167
0.0,-60.0,12.0,14.40141372083733
4.0,-60.0,12.0,14.391107009739958
8.0,-60.0,12.0,14.399227153979375
12.0,-60.0,12.0,14.390390123108949
16.0,-60.0,12.0,14.364684855017556
20.0,-60.0,12.0,14.356528313698721
24.0,-60.0,12.0,14.349692158307287
28.0,-60.0,12.0,14.343335956178935
32.0,-60.0,12.0,14.335970126844915
36.0,-60.0,12.0,14.328436445649432
40.0,-60.0,12.0,14.32052102949733
-60.0,-56.0,12.0,14.645626312440653
-56.0,-56.0,12.0,14.618162259074886
-52.0,-56.0,12.0,14.59645215566446
-48.0,-56.0,12.0,14.571803992721165
-44.0,-56.0,12.0,14.553091104125626
-40.0,-56.0,12.0,14.535237995454375
-36.0,-56.0,12.0,14.517772146649715
-32.0,-56.0,12.0,14.503539141328465
-28.0,-56.0,12.0,14.489691022827188
-24.0,-56.0,12.0,14.4766160670475
-20.0,-56.0,12.0,14.4651420347675
-16.0,-56.0,12.0,14.455552614462045
-12.0,-56.0,12.0,14.446919679324234
-8.0,-56.0,12.0,14.45588729934395
-4.0,-56.0,12.0,14.447061598582614
0.0,-56.0,12.0,14.437024173392897
4.0,-56.0,12.0,14.425045371279971
8.0,-56.0,12.0,14.415001393186492
12.0,-56.0,12.0,14.387703908811392
16.0,-56.0,12.0,14.378375707957472
20.0,-56.0,12.0,14.370627458887556
24.0,-56.0,12.0,14.363569119040852
28.0,-56.0,12.0,14.356501079335994
32.0,-56.0,12.0,14.348012173626591
36.0,-56.0,12.0,14.342409783455725
40.0,-56.0,12.0,14.33489071757544
-60.0,-52.0,12.0,14.688497010748012
-56.0,-52.0,12.0,14.660229150234233
-52.0,-52.0,12.0,14.633139280555994
-48.0,-52.0,12.0,14.60622170556946
-44.0,-52.0,12.0,14.586589646502642
-40.0,-52.0,12.0,14.56437513555017
-36.0,-52.0,12.0,14.546131199788523
-32.0,-52.0,12.0,14.529725862504005
-28.0,-52.0,12.0,14.511874899002585
-24.0,-52.0,12.0,14.499360002085682
-20.0,-52.0,12.0,14.48506047210088
-16.0,-52.0,12.0,14.474117182699489
-12.0,-52.0,12.0,14.463921219599175
-8.0,-52.0,12.0,14.453342303767585
-4.0,-52.0,12.0,14.464820280666023
0.0,-52.0,12.0,14.454279621021904
4.0,-52.0,12.0,14.442200247788495
8.0,-52.0,12.0,14.427964310291136
12.0,-52.0,12.0,14.40415336180909
16.0,-52.0,12.0,14.39424828821956
20.0,-52.0,12.0,14.3840310637949
24.0,-52.0,12.0,14.376885250864701
28.0,-52.0,12.0,14.370636543749816
32.0,-52.0,12.0,14.362158861274347
36.0,-52.0,12.0,14.35449955397125
40.0,-52.0,12.0,14.359107741624644
-60.0,-48.0,12.0,14.737740452405397
-56.0,-48.0,12.0,14.7075485822152
-52.0,-48.0,12.0,14.676460818782813
-48.0,-48.0,12.0,14.644687888538579
-44.0,-48.0,12.0,14.621785031283409
-40.0,-48.0,12.0,14.595995327038494
-36.0,-48.0,12.0,14.575950936884233
-32.0,-48.0,12.0,14.557390768543607
-28.0,-48.0,12.0,14.539018424107699
-24.0,-48.0,12.0,14.523102286951023
-20.0,-48.0,12.0,14.507553866856023
-16.0,-48.0,12.0,14.494373395273465
-12.0,-48.0,12.0,14.484320606638182
-8.0,-48.0,12.0,14.471459838908551
-4.0,-48.0,12.0,14.461549477619403
0.0,-48.0,12.0,14.45080910069446
4.0,-48.0,12.0,14.440020076856818
8.0,-48.0,12.0,14.430787050383948
12.0,-48.0,12.0,14.41946949666392
16.0,-48.0,12.0,14.40841768111517
20.0,-48.0,12.0,14.39966981286054
24.0,-48.0,12.0,14.392061820799105
28.0,-48.0,12.0,14.384224150482444
32.0,-48.0,12.0,14.3776444911599
36.0,-48.0,12.0,14.369857886794843
40.0,-48.0,12.0,14.37647829441689
-60.0,-44.0,12.0,14.792276823939062
-56.0,-44.0,12.0,14.76039900817912
-52.0,-44.0,12.0,14.724124264549431
-48.0,-44.0,12.0,14.691581723437357
-44.0,-44.0,12.0,14.663819262208097
-40.0,-44.0,12.0,14.636850647766876
-36.0,-44.0,12.0,14.61217675217233
-32.0,-44.0,12.0,14.588388306384319
-28.0,-44.0,12.0,14.568924647625028
-24.0,-44.0,12.0,14.550082041205568
-20.0,-44.0,12.0,14.532754222779602
-16.0,-44.0,12.0,14.518533110234658
-12.0,-44.0,12.0,14.503952833600454
-8.0,-44.0,12.0,14.49125982771142
-4.0,-44.0,12.0,14.481150771245341
0.0,-44.0,12.0,14.47039958631071
4.0,-44.0,12.0,14.458222136308637
8.0,-44.0,12.0,14.446837786184602
12.0,-44.0,12.0,14.437258860889148
16.0,-44.0,12.0,14.42688244349409
20.0,-44.0,12.0,14.42578065991429
24.0,-44.0,12.0,14.424864133461705
28.0,-44.0,12.0,14.414608134785697
32.0,-44.0,12.0,14.40654020242284
36.0,-44.0,12.0,14.399618284798196
40.0,-44.0,12.0,14.390659496730498
-60.0,-40.0,12.0,14.868220049233097
-56.0,-40.0,12.0,14.82346025693537
-52.0,-40.0,12.0,14.783172531403693
-48.0,-40.0,12.0,14.74482495475554
-44.0,-40.0,12.0,14.710940998482386
-40.0,-40.0,12.0,14.679924746969602
-36.0,-40.0,12.0,14.65238134673608
-32.0,-40.0,12.0,14.623926463035
-28.0,-40.0,12.0,14.605274529253153
-24.0,-40.0,12.0,14.580892501272187
-20.0,-40.0,12.0,14.562673319544091
-16.0,-40.0,12.0,14.54678951323963
-12.0,-40.0,12.0,14.52972957426034
-8.0,-40.0,12.0,14.516154867354858
-4.0,-40.0,12.0,14.502700926354944
0.0,-40.0,12.0,14.491052463012528
4.0,-40.0,12.0,14.47910004853858
8.0,-40.0,12.0,14.467603227113694
12.0,-40.0,12.0,14.457155044322585
16.0,-40.0,12.0,14.44607659969963
20.0,-40.0,12.0,14.453777334711392
24.0,-40.0,12.0,14.443235053261192
28.0,-40.0,12.0,14.433302225422443
32.0,-40.0,12.0,14.423739162926548
36.0,-40.0,12.0,14.415837357691492
40.0,-40.0,12.0,14.408280197332443
-60.0,-36.0,12.0,14.945229695306391
-56.0,-36.0,12.0,14.89028849867855
-52.0,-36.0,12.0,14.846503678339346
-48.0,-36.0,12.0,14.806859389366762
-44.0,-36.0,12.0,14.76466649689304
-40.0,-36.0,12.0,14.73010664325696
-36.0,-36.0,12.0,14.696169987148863
-32.0,-36.0,12.0,14.667543880075426
-28.0,-36.0,12.0,14.644673815620738
-24.0,-36.0,12.0,14.616949507877358
