x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
1582,24,-60,12,6.392054545454545e-05,8.51135909090909e-06,3.479299999999999e-05,6.458681818181818e-05,8.806360909090908e-05,0.00011265022727272726,0.00011724513636363635,7.98740909090909e-05
1583,28,-60,12,6.224286363636364e-05,7.241004545454545e-06,3.374040909090909e-05,6.439554545454545e-05,8.836303636363635e-05,0.00011180831818181817,0.00011444668181818181,7.923818181818181e-05
1584,32,-60,12,5.963068181818182e-05,5.971172727272727e-06,3.33875e-05,6.361404545454545e-05,8.811136363636363e-05,0.00011053009090909091,0.00011038327272727271,8.022595454545453e-05
1585,36,-60,12,5.675168181818181e-05,4.8261818181818185e-06,3.253563636363636e-05,6.371736363636364e-05,8.82798818181818e-05,0.00010938127272727275,0.00010579772727272726,8.128995454545455e-05
1586,40,-60,12,5.350972727272726e-05,3.873327272727272e-06,3.168540909090909e-05,6.397886363636364e-05,8.786105454545453e-05,0.00010706145454545454,0.00010274054545454542,8.166354545454546e-05
1587,-60,-56,12,0.00011192640909090908,7.005149999999999e-05,7.04025e-05,9.941740909090908e-05,0.00012555305454545453,0.00015764045454545454,0.0001914781818181818,0.00017290318181818182
1588,-56,-56,12,0.00010830590909090908,6.28775909090909e-05,6.857590909090909e-05,9.695204545454544e-05,0.00012177455454545454,0.0001522381818181818,0.00018402818181818183,0.00016410590909090905
1589,-52,-56,12,0.00010433254545454544,5.784577272727272e-05,6.580195454545454e-05,9.564790909090909e-05,0.00011996653636363638,0.00014932181818181817,0.000179645,0.0001562409090909091
1590,-48,-56,12,9.970104545454544e-05,5.3490818181818186e-05,6.284877272727272e-05,9.197859090909091e-05,0.00011668963636363637,0.00014493181818181817,0.00017379999999999997,0.00014932045454545454
1591,-44,-56,12,9.55480909090909e-05,4.9183909090909085e-05,6.142177272727272e-05,9.007213636363635e-05,0.00011508774545454545,0.00014279545454545453,0.00016994272727272722,0.0001432922727272727
1592,-40,-56,12,9.262118181818181e-05,4.547231818181819e-05,5.882463636363636e-05,8.831831818181818e-05,0.00011221303636363636,0.00013923999999999997,0.00016616181818181818,0.00013803954545454545
1593,-36,-56,12,9.037090909090908e-05,4.1852409090909096e-05,5.642113636363635e-05,8.540954545454546e-05,0.00011078361818181818,0.00013605395454545453,0.0001606290909090909,0.0001334048181818182
1594,-32,-56,12,8.760213636363634e-05,3.874113636363636e-05,5.529718181818181e-05,8.397077272727272e-05,0.00010825426363636362,0.00013455659090909092,0.00015698863636363637,0.00012922172727272726
1595,-28,-56,12,8.58891818181818e-05,3.589386363636363e-05,5.3152727272727266e-05,8.265731818181819e-05,0.00010698250909090909,0.00013182840909090908,0.00015231954545454545,0.0001253555
1596,-24,-56,12,8.400404545454546e-05,3.3118454545454536e-05,5.115368181818181e-05,8.145663636363636e-05,0.00010480246363636364,0.0001293774090909091,0.0001488840909090909,0.00012172759090909089
1597,-20,-56,12,8.246245454545454e-05,3.071627272727273e-05,4.928768181818181e-05,7.930913636363636e-05,0.00010374698181818182,0.00012832554545454542,0.00014565636363636364,0.00011832031818181815
1598,-16,-56,12,8.20595909090909e-05,2.833722727272727e-05,4.846577272727273e-05,7.840836363636363e-05,0.00010200957272727273,0.00012681722727272727,0.00014162136363636362,0.00011515086363636363
1599,-12,-56,12,8.07530909090909e-05,2.6779272727272724e-05,4.6993954545454536e-05,7.764563636363635e-05,0.00010128689999999999,0.00012529263636363637,0.0001393740909090909,0.00011222249999999998
1600,-8,-56,12,8.339099999999999e-05,2.3842136363636362e-05,4.6286136363636356e-05,7.838368181818181e-05,0.00010429131818181818,0.00013112699999999998,0.00014391772727272725,0.00011488795454545456
1601,-4,-56,12,8.141481818181817e-05,2.1812181818181815e-05,4.569018181818182e-05,7.76735e-05,0.00010361020909090909,0.00012958781818181819,0.00014221727272727272,0.00011203404545454543
1602,0,-56,12,7.975795454545455e-05,1.972631818181818e-05,4.431836363636363e-05,7.735340909090907e-05,0.00010190290909090908,0.00012861736363636362,0.000140285,0.00010781995454545454
1603,4,-56,12,7.783863636363636e-05,1.7616818181818176e-05,4.294318181818182e-05,7.550036363636363e-05,0.0001006336636363636,0.0001259530909090909,0.00013695863636363636,0.00010448263636363635
1604,8,-56,12,7.526686363636363e-05,1.577331818181818e-05,4.2392681818181805e-05,7.456940909090908e-05,9.849695454545453e-05,0.00012382895454545454,0.00013585704545454545,0.0001013295909090909
1605,12,-56,12,6.959572727272726e-05,1.3945772727272725e-05,4.0262272727272727e-05,7.158113636363637e-05,9.387861818181818e-05,0.00011788836363636361,0.00012719663636363637,9.239913636363636e-05
1606,16,-56,12,6.759981818181818e-05,1.2627549999999997e-05,3.899572727272727e-05,7.091513636363636e-05,9.272841818181818e-05,0.00011679845454545454,0.00012579954545454544,8.830027272727272e-05
1607,20,-56,12,6.655122727272727e-05,1.1314986363636365e-05,3.8533863636363635e-05,6.93715909090909e-05,9.259655454545452e-05,0.00011641549999999998,0.00012377354545454545,8.438736363636365e-05
1608,24,-56,12,6.586181818181817e-05,1.0047218181818182e-05,3.748127272727273e-05,6.9105e-05,9.29357727272727e-05,0.00011625622727272727,0.00012001581818181815,8.162786363636363e-05
1609,28,-56,12,6.443404545454544e-05,8.738445454545454e-06,3.6386681818181816e-05,6.901690909090908e-05,9.297029999999999e-05,0.00011494072727272726,0.00011606836363636364,8.104327272727272e-05
1610,32,-56,12,6.204540909090909e-05,7.36695909090909e-06,3.5367499999999996e-05,6.791390909090908e-05,9.231973636363636e-05,0.00011369131818181817,0.000110913,8.220272727272728e-05
1611,36,-56,12,6.01930909090909e-05,6.0412e-06,3.5112045454545454e-05,6.801354545454545e-05,9.20006727272727e-05,0.00011105518181818181,0.00010795122727272726,8.356163636363637e-05
1612,40,-56,12,5.6841909090909085e-05,4.5007090909090905e-06,3.424940909090909e-05,7.036731818181817e-05,9.104386363636363e-05,0.0001082315,0.00010518322727272725,8.418777272727272e-05
1613,-60,-52,12,0.00012034436363636363,7.618554545454544e-05,7.72530909090909e-05,0.00010822822727272726,0.00013543268181818178,0.0001660709090909091,0.0001994045454545454,0.00018229545454545454
1614,-56,-52,12,0.00011445254545454544,7.0581e-05,7.510995454545455e-05,0.0001052315,0.00013076631818181815,0.00016225136363636364,0.00019406681818181818,0.0001725763636363636
1615,-52,-52,12,0.00010891495454545453,6.486990909090908e-05,7.148095454545453e-05,0.00010249440909090908,0.00013003423636363633,0.00015666454545454545,0.00018912,0.00016389999999999997
1616,-48,-52,12,0.00010476777272727271,5.995454545454545e-05,6.816677272727272e-05,9.829618181818183e-05,0.00012582804545454546,0.00015178181818181817,0.0001819709090909091,0.00015628363636363635
1617,-44,-52,12,0.00010140722727272728,5.503836363636364e-05,6.653454545454546e-05,9.60690909090909e-05,0.00012359961818181816,0.00014941136363636362,0.00017761181818181816,0.0001496731818181818
1618,-40,-52,12,9.711163636363635e-05,5.0822727272727266e-05,6.363422727272727e-05,9.40305909090909e-05,0.00011993732727272727,0.0001459422727272727,0.00017171272727272726,0.00014393863636363635
1619,-36,-52,12,9.415704545454546e-05,4.6936681818181815e-05,6.0957363636363635e-05,9.153372727272726e-05,0.00011797287272727272,0.00014227,0.0001676113636363636,0.00013889590909090907
1620,-32,-52,12,9.098786363636362e-05,4.315286363636363e-05,5.967899999999999e-05,8.981995454545454e-05,0.00011479044545454547,0.00014050363636363634,0.00016352363636363635,0.00013434963636363634
1621,-28,-52,12,8.837477272727273e-05,3.871809090909091e-05,5.7304909090909084e-05,8.824686363636363e-05,0.00011307218181818183,0.00013734181818181817,0.00015772454545454545,0.00013013845454545455
1622,-24,-52,12,8.747236363636362e-05,3.569640909090909e-05,5.535795454545454e-05,8.679631818181817e-05,0.00011035191818181818,0.00013585309090909087,0.00015387181818181817,0.00012616072727272728
1623,-20,-52,12,8.559154545454542e-05,3.310918181818182e-05,5.327068181818182e-05,8.429636363636362e-05,0.0001089189,0.00013318104545454547,0.0001493031818181818,0.00012238195454545455
1624,-16,-52,12,8.454518181818182e-05,3.055327272727273e-05,5.2317227272727263e-05,8.315118181818181e-05,0.00010669840909090908,0.00013085354545454547,0.00014613545454545453,0.00011881331818181818
1625,-12,-52,12,8.31065909090909e-05,2.8313409090909092e-05,5.045486363636363e-05,8.213113636363636e-05,0.00010561071818181817,0.00012992218181818183,0.00014345999999999999,0.00011547354545454545
1626,-8,-52,12,8.214686363636363e-05,2.616572727272727e-05,4.874563636363636e-05,8.024122727272726e-05,0.00010396172727272726,0.00012820704545454546,0.00014030181818181818,0.00011234290909090908
1627,-4,-52,12,8.463336363636363e-05,2.449204545454545e-05,4.893540909090909e-05,8.192486363636363e-05,0.00010766309999999998,0.00013339799999999999,0.00014591090909090907,0.00011488295454545452
1628,0,-52,12,8.248881818181818e-05,2.236004545454545e-05,4.748113636363636e-05,8.118504545454544e-05,0.00010611245454545453,0.00013250140909090908,0.00014334863636363636,0.00011165809090909089
1629,4,-52,12,8.001286363636363e-05,2.0101090909090907e-05,4.610895454545453e-05,7.947195454545455e-05,0.0001051412727272727,0.00013045418181818183,0.00014151181818181818,0.00010731722727272725
1630,8,-52,12,7.762486363636362e-05,1.7998181818181817e-05,4.558636363636363e-05,7.871922727272728e-05,0.00010343304545454544,0.00012851381818181816,0.00013986045454545453,9.832777272727271e-05
1631,12,-52,12,7.256731818181819e-05,1.5833863636363635e-05,4.349995454545455e-05,7.611222727272727e-05,9.847306363636363e-05,0.00012184213636363634,0.00013058990909090907,9.448804545454544e-05
1632,16,-52,12,7.037963636363636e-05,1.4303181818181818e-05,4.219181818181818e-05,7.556795454545454e-05,9.735979090909089e-05,0.000120596,0.00012888913636363634,9.045195454545453e-05
1633,20,-52,12,6.861240909090908e-05,1.2493172727272725e-05,4.093645454545454e-05,7.412822727272727e-05,9.714425454545453e-05,0.00012038327272727273,0.00012568140909090906,8.652113636363635e-05
1634,24,-52,12,6.75199090909091e-05,1.116955909090909e-05,4.0577409090909085e-05,7.391177272727272e-05,9.652009090909091e-05,0.00011932913636363636,0.0001230186818181818,8.372286363636362e-05
1635,28,-52,12,6.721768181818182e-05,9.860204545454544e-06,3.942640909090909e-05,7.377772727272727e-05,9.635318181818183e-05,0.00011762549999999998,0.00011871586363636363,8.313786363636364e-05
1636,32,-52,12,6.534240909090908e-05,8.43295909090909e-06,3.832845454545454e-05,7.256522727272727e-05,9.52920818181818e-05,0.00011583272727272726,0.00011337963636363633,8.435249999999999e-05
1637,36,-52,12,6.240368181818182e-05,7.0119909090909086e-06,3.810172727272727e-05,7.24205909090909e-05,9.447583636363637e-05,0.0001123935,0.00011005263636363636,8.595277272727272e-05
1638,40,-52,12,6.13150909090909e-05,5.6566318181818175e-06,3.797790909090909e-05,7.458981818181818e-05,9.34846909090909e-05,0.00011459813636363636,0.00011211377272727271,9.171113636363636e-05
1639,-60,-48,12,0.000126635,8.5854e-05,8.433586363636362e-05,0.00011839872727272727,0.00014841,0.00017608363636363632,0.00021099545454545453,0.00019305045454545456
1640,-56,-48,12,0.0001215546818181818,7.953768181818181e-05,8.185572727272728e-05,0.00011473863636363636,0.00014247954545454545,0.00017198863636363633,0.0002050163636363636,0.00018225772727272727
1641,-52,-48,12,0.00011529272727272728,7.305377272727272e-05,7.773436363636363e-05,0.0001114090909090909,0.00013925509090909088,0.0001657531818181818,0.0002000031818181818,0.00017263045454545453
1642,-48,-48,12,0.00011116449999999999,6.52755e-05,7.399127272727272e-05,0.00010644990909090907,0.00013412907272727272,0.00016027136363636364,0.00019183409090909088,0.00016419727272727272
1643,-44,-48,12,0.00010676454545454545,5.984654545454545e-05,7.212390909090908e-05,0.00010377677272727273,0.00013129382727272726,0.00015756909090909092,0.00018688363636363634,0.00015690454545454544
1644,-40,-48,12,0.00010185122727272726,5.520554545454546e-05,6.887309090909091e-05,0.00010133890909090908,0.00012687381818181814,0.00015292181818181818,0.0001796109090909091,0.00015060545454545452
1645,-36,-48,12,9.846049999999998e-05,5.09195e-05,6.625768181818181e-05,9.750581818181819e-05,0.00012441313636363634,0.00015062772727272725,0.0001749490909090909,0.0001450868181818182
1646,-32,-48,12,9.586386363636362e-05,4.673463636363636e-05,6.345727272727273e-05,9.55125909090909e-05,0.00012062345454545454,0.0001466240909090909,0.0001709372727272727,0.00014012181818181816
1647,-28,-48,12,9.267972727272726e-05,4.318818181818182e-05,6.211236363636363e-05,9.36815e-05,0.0001185088090909091,0.00014297363636363636,0.00016439681818181814,0.00013551804545454545
1648,-24,-48,12,9.073195454545454e-05,3.975431818181818e-05,5.963649999999999e-05,9.064981818181816e-05,0.00011530085454545455,0.00014169772727272727,0.00016006681818181816,0.0001311516818181818
1649,-20,-48,12,8.854545454545455e-05,3.684613636363636e-05,5.7327318181818175e-05,8.983981818181817e-05,0.00011354386363636363,0.00013858545454545454,0.00015435909090909087,0.00012697077272727272
1650,-16,-48,12,8.673277272727271e-05,3.400445454545455e-05,5.6251454545454546e-05,8.84345909090909e-05,0.00011089977272727271,0.00013580477272727272,0.00015083681818181817,0.00012297595454545455
1651,-12,-48,12,8.622272727272727e-05,3.1561636363636365e-05,5.419454545454545e-05,8.715677272727273e-05,0.00010951071818181819,0.00013457140909090907,0.00014818363636363635,0.00011918304545454546
1652,-8,-48,12,8.464313636363636e-05,2.926454545454545e-05,5.229549999999999e-05,8.489836363636361e-05,0.00010744388181818182,0.00013233354545454546,0.00014439545454545454,0.000115585
1653,-4,-48,12,8.299704545454545e-05,2.6892e-05,5.150218181818182e-05,8.393513636363637e-05,0.00010641572727272726,0.0001303645909090909,0.00014238545454545455,0.00011212204545454544
1654,0,-48,12,8.162572727272728e-05,2.386959090909091e-05,5.0055909090909086e-05,8.307949999999999e-05,0.00010477759090909091,0.0001294315909090909,0.000139625,0.0001086897727272727
1655,4,-48,12,8.01136818181818e-05,2.1606136363636362e-05,4.8564454545454544e-05,8.133522727272726e-05,0.00010389763636363634,0.00012756272727272727,0.00013802863636363637,0.00010430954545454546
1656,8,-48,12,7.81160909090909e-05,1.949768181818182e-05,4.801090909090908e-05,8.065740909090908e-05,0.00010241149090909092,0.0001266356818181818,0.00013664227272727273,0.00010070868181818181
1657,12,-48,12,7.527604545454544e-05,1.742222727272727e-05,4.668322727272727e-05,8.007454545454546e-05,0.00010172942727272726,0.000125391,0.00013416245454545453,9.696577272727272e-05
1658,16,-48,12,7.25120909090909e-05,1.567063636363636e-05,4.5424e-05,7.86385909090909e-05,0.00010069857272727272,0.00012422640909090908,0.00013249781818181817,9.301218181818182e-05
1659,20,-48,12,7.1032e-05,1.418181818181818e-05,4.4228000000000004e-05,7.837568181818181e-05,0.00010128864545454547,0.00012406004545454543,0.00012918281818181815,8.906895454545454e-05
1660,24,-48,12,7.019545454545454e-05,1.2799172727272727e-05,4.39325e-05,7.822031818181818e-05,0.00010061847272727271,0.0001227054090909091,0.00012556495454545453,8.623536363636363e-05
1661,28,-48,12,6.908836363636363e-05,1.1529881818181818e-05,4.279918181818182e-05,7.828168181818182e-05,0.00010001489999999999,0.00012018081818181819,0.00012089545454545453,8.559849999999998e-05
1662,32,-48,12,6.793963636363635e-05,1.011845e-05,4.1657545454545454e-05,7.928009090909091e-05,9.815716363636363e-05,0.00011768549999999999,0.00011643568181818181,8.671513636363635e-05
1663,36,-48,12,6.514131818181818e-05,8.638463636363635e-06,4.1371590909090906e-05,7.871150000000001e-05,9.667319999999999e-05,0.00011431895454545455,0.00011330577272727273,8.843259090909091e-05
1664,40,-48,12,6.51945e-05,7.151477272727272e-06,4.129640909090909e-05,7.81840909090909e-05,9.914140909090908e-05,0.00011749254545454547,0.0001155965,9.463222727272727e-05
1665,-60,-44,12,0.00013547995454545454,9.396527272727272e-05,9.235195454545454e-05,0.00012841954545454544,0.000160542,0.00018723136363636364,0.00022519363636363634,0.00020542409090909086
1666,-56,-44,12,0.00013037440909090907,8.702804545454545e-05,8.94641818181818e-05,0.00012577204545454544,0.00015534463636363637,0.00018270181818181818,0.0002183345454545454,0.00019338181818181818
1667,-52,-44,12,0.000124806,7.986677272727272e-05,8.472831818181818e-05,0.00012172486363636364,0.0001511140909090909,0.00017560136363636364,0.00020844272727272726,0.0001826404545454545
1668,-48,-44,12,0.00011799363636363637,7.375268181818182e-05,8.101713636363635e-05,0.00011583845454545455,0.0001447161818181818,0.0001728559090909091,0.000202555,0.00017324681818181817
1669,-44,-44,12,0.00011297545454545453,6.80150909090909e-05,7.707631818181818e-05,0.00011261536363636363,0.0001410504545454545,0.00016687454545454545,0.00019754681818181816,0.00016515090909090908
1670,-40,-44,12,0.00010893727272727274,6.223040909090908e-05,7.511231818181817e-05,0.00010967445454545453,0.0001356229909090909,0.00016144545454545455,0.00018924181818181815,0.0001581872727272727
1671,-36,-44,12,0.00010383236363636365,5.7317499999999995e-05,7.170595454545454e-05,0.00010516936363636364,0.00013251864545454545,0.0001587140909090909,0.00018395272727272723,0.00015211227272727271
1672,-32,-44,12,0.00010040181818181816,5.2471454545454545e-05,6.856722727272727e-05,0.00010277740909090909,0.0001279554818181818,0.00015403590909090906,0.00017632272727272725,0.00014665999999999998
1673,-28,-44,12,9.671154545454544e-05,4.839118181818181e-05,6.704036363636364e-05,0.00010058345454545453,0.0001253536909090909,0.00014981363636363634,0.0001713013636363636,0.000141605
1674,-24,-44,12,9.367349999999999e-05,4.4431181818181816e-05,6.428536363636363e-05,9.705245454545453e-05,0.00012154805454545455,0.000147745,0.0001671231818181818,0.00013680045454545452
1675,-20,-44,12,9.265736363636363e-05,3.985445454545454e-05,6.172536363636362e-05,9.525718181818181e-05,0.00011941429090909089,0.0001441522727272727,0.00016068727272727272,0.00013218022727272727
1676,-16,-44,12,9.045054545454544e-05,3.6973454545454546e-05,6.051868181818182e-05,9.361399999999999e-05,0.00011627710909090909,0.00014244181818181818,0.0001567281818181818,0.000127739
1677,-12,-44,12,8.858213636363635e-05,3.4136999999999995e-05,5.8516e-05,9.21091818181818e-05,0.0001145635909090909,0.00013986181818181816,0.00015177863636363636,0.000123493
1678,-8,-44,12,8.749636363636363e-05,3.1706227272727274e-05,5.638827272727272e-05,8.952186363636362e-05,0.00011203865454545454,0.00013710181818181818,0.00014906454545454546,0.00011944704545454545
1679,-4,-44,12,8.580086363636363e-05,2.9208999999999998e-05,5.5460818181818175e-05,8.892959090909089e-05,0.00011071895454545454,0.00013580822727272726,0.0001470240909090909,0.00011557127272727273
1680,0,-44,12,8.519686363636364e-05,2.6962636363636364e-05,5.362754545454545e-05,8.785322727272726e-05,0.00010872414545454546,0.00013344599999999998,0.0001438572727272727,0.00011181136363636363
1681,4,-44,12,8.311777272727271e-05,2.457740909090909e-05,5.196422727272727e-05,8.583686363636363e-05,0.0001077223909090909,0.00013129622727272726,0.00014220499999999998,0.00010719795454545454
1682,8,-44,12,8.067059090909089e-05,2.2371954545454543e-05,5.0455e-05,8.507204545454544e-05,0.00010617444545454545,0.00013034604545454542,0.0001395513636363636,0.00010356386363636362
1683,12,-44,12,7.847731818181817e-05,2.0204863636363638e-05,4.993654545454545e-05,8.4463e-05,0.00010555595454545452,0.00012872290909090908,0.00013803863636363634,9.988527272727271e-05
1684,16,-44,12,7.641659090909091e-05,1.80505e-05,4.866018181818182e-05,8.303413636363636e-05,0.00010466686363636364,0.0001275498181818182,0.00013648863636363636,9.601449999999997e-05
1685,20,-44,12,7.646527272727271e-05,1.6337318181818183e-05,4.8450636363636365e-05,8.5427e-05,0.00010922397272727272,0.00013389249999999997,0.00013306245454545453,9.207981818181818e-05
1686,24,-44,12,7.531377272727271e-05,1.4655954545454546e-05,4.819722727272727e-05,8.526440909090909e-05,0.00010834532727272726,0.00013215895454545454,0.0001358813636363636,9.389999999999999e-05
1687,28,-44,12,7.406822727272727e-05,1.2847731818181816e-05,4.710331818181818e-05,8.457131818181819e-05,0.00010710422727272726,0.00012959872727272726,0.00012938486363636364,9.324454545454545e-05
1688,32,-44,12,7.313045454545454e-05,1.1514463636363636e-05,4.587836363636363e-05,8.273745454545454e-05,0.00010523713636363635,0.0001256645,0.00012529436363636364,9.441504545454544e-05
1689,36,-44,12,7.130095454545453e-05,1.0001740909090908e-05,4.5419909090909085e-05,8.178309090909091e-05,0.00010263474545454543,0.0001223545,0.00012249559090909092,9.640709090909088e-05
1690,40,-44,12,6.773972727272727e-05,8.372945454545454e-06,4.4312772727272724e-05,8.100322727272727e-05,0.00010115585454545454,0.00012085427272727274,0.00011952413636363636,9.758072727272727e-05
1691,-60,-40,12,0.00014851409090909092,0.00010680918181818181,0.0001025696818181818,0.00014197136363636363,0.00017635199999999998,0.0002052790909090909,0.0002408131818181818,0.00022362636363636363
1692,-56,-40,12,0.00014001454545454545,9.891277272727273e-05,9.651945454545455e-05,0.00013669772727272725,0.00016739863636363637,0.00019608136363636366,0.00023379681818181818,0.00020973636363636364
1693,-52,-40,12,0.00013374763636363635,9.0682e-05,9.34595909090909e-05,0.00013195445454545454,0.00016219390909090906,0.00018784272727272722,0.00022238181818181815,0.00019733545454545456
1694,-48,-40,12,0.00012595440909090908,8.374177272727272e-05,8.843072727272726e-05,0.00012512154545454542,0.00015457090909090908,0.0001836622727272727,0.00021562272727272726,0.00018650227272727272
1695,-44,-40,12,0.00012089081818181818,7.719663636363634e-05,8.389845454545455e-05,0.00012133486363636361,0.00015013118181818178,0.00017670090909090906,0.00020573181818181815,0.00017719772727272723
1696,-40,-40,12,0.00011556104545454544,6.80981818181818e-05,8.163836363636362e-05,0.0001192755,0.0001437561818181818,0.00017038454545454542,0.00019961590909090907,0.00016923681818181816
1697,-36,-40,12,0.00010964322727272727,6.264854545454546e-05,7.776436363636362e-05,0.00011394299999999998,0.00014007027272727274,0.00016784363636363636,0.00019431227272727274,0.00016232454545454542
1698,-32,-40,12,0.0001046205,5.7236272727272724e-05,7.421786363636363e-05,0.00011106454545454544,0.00013478779090909094,0.00016242318181818182,0.00018560681818181817,0.00015614136363636364
1699,-28,-40,12,0.00010259672727272726,5.269440909090909e-05,7.248145454545454e-05,0.00010842904545454544,0.00013175159999999998,0.00015971681818181815,0.000179925,0.000150415
1700,-24,-40,12,9.884586363636362e-05,4.8274909090909084e-05,6.977595454545454e-05,0.00010429322727272725,0.00012738932727272725,0.00015512227272727273,0.00017218454545454544,0.00014496772727272728
1701,-20,-40,12,9.659259090909089e-05,4.460231818181818e-05,6.68885e-05,0.0001021382727272727,0.00012491983636363633,0.00015097545454545455,0.00016730590909090908,0.0001397190909090909
1702,-16,-40,12,9.402690909090909e-05,4.1302454545454544e-05,6.551540909090908e-05,0.00010016154545454546,0.00012132872727272727,0.00014895954545454546,0.00016352954545454545,0.00013466068181818182
1703,-12,-40,12,9.189618181818181e-05,3.810009090909091e-05,6.296781818181818e-05,9.834272727272726e-05,0.00011933659090909089,0.0001453840909090909,0.00015794545454545455,0.00012981427272727272
1704,-8,-40,12,9.136781818181818e-05,3.541272727272727e-05,6.0612499999999996e-05,9.531495454545455e-05,0.00011641619999999999,0.00014213636363636362,0.00015490227272727273,0.00012519768181818182
1705,-4,-40,12,8.959272727272726e-05,3.27135e-05,5.8447e-05,9.387931818181817e-05,0.00011485802727272728,0.00014055863636363637,0.00015087727272727273,0.00012080345454545454
1706,0,-40,12,8.781031818181817e-05,3.0346363636363632e-05,5.7525045454545444e-05,9.259677272727272e-05,0.00011253553636363635,0.0001377590909090909,0.00014885454545454543,0.00011660486363636363
1707,4,-40,12,8.65230909090909e-05,2.784072727272727e-05,5.56650909090909e-05,9.03015e-05,0.00011137565454545454,0.00013564772727272725,0.0001471572727272727,0.00011159390909090909
1708,8,-40,12,8.498677272727271e-05,2.4618681818181816e-05,5.398536363636363e-05,8.990104545454546e-05,0.00010964012727272726,0.00013459113636363635,0.0001441931818181818,0.00010780445454545455
