x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
38,-16,-56,1.5,0.00011210877272727272,2.9052636363636362e-05,5.4258590909090906e-05,9.593045454545455e-05,0.00013274773636363636,0.00017394545454545456,0.00019484,0.00015432545454545452
39,-12,-56,1.5,0.00010687368181818182,2.723622727272727e-05,5.174436363636363e-05,9.367704545454546e-05,0.00013102137272727276,0.00016986409090909092,0.0001889090909090909,0.0001495809090909091
40,-8,-56,1.5,0.00010294672727272724,2.5234181818181817e-05,4.7458999999999994e-05,9.013254545454545e-05,0.0001281960818181818,0.00016646045454545453,0.00018233045454545455,0.00014415363636363635
41,-4,-56,1.5,9.999113636363635e-05,2.390768181818182e-05,4.573059090909091e-05,8.815595454545455e-05,0.00012609793636363638,0.00016199772727272727,0.00017852,0.00014113954545454544
42,0,-56,1.5,9.829745454545454e-05,2.2683136363636365e-05,4.5708363636363646e-05,8.68374090909091e-05,0.0001244631818181818,0.00016000909090909088,0.00017639136363636367,0.00013947636363636365
43,4,-56,1.5,9.662277272727271e-05,2.1757454545454544e-05,4.384677272727272e-05,7.710281818181818e-05,0.00011759345454545454,0.00015680772727272725,0.00017820590909090904,0.00013995090909090906
44,8,-56,1.5,9.549263636363636e-05,2.097136363636363e-05,4.4190409090909086e-05,7.90596818181818e-05,0.0001208141727272727,0.00016054590909090908,0.00017884954545454546,0.00013746863636363634
45,12,-56,1.5,9.366245454545454e-05,1.9886636363636362e-05,4.5153909090909084e-05,8.277218181818182e-05,0.00012437233636363636,0.00016193409090909088,0.00017725818181818178,0.00013454881818181818
46,16,-56,1.5,9.178445454545454e-05,1.8118136363636364e-05,4.579177272727273e-05,8.578418181818181e-05,0.00012545552727272725,0.00016143545454545453,0.00017604045454545453,0.00013131963636363634
47,20,-56,1.5,9.047154545454543e-05,1.3588445454545454e-05,4.59620909090909e-05,8.721095454545455e-05,0.00012586527272727272,0.000161385,0.00017340136363636364,0.00012951504545454545
48,24,-56,1.5,8.857427272727273e-05,1.169435e-05,4.5534499999999996e-05,8.773e-05,0.0001262014909090909,0.0001618772727272727,0.00017148863636363634,0.00012885577272727272
49,28,-56,1.5,8.602227272727272e-05,1.042365e-05,4.5269090909090914e-05,8.886545454545454e-05,0.000125388,0.00016121181818181817,0.00017034954545454547,0.0001303125909090909
50,32,-56,1.5,8.333986363636362e-05,8.884036363636364e-06,4.45045e-05,8.76525909090909e-05,0.0001252606636363636,0.00016236681818181816,0.00016203999999999996,0.0001366631818181818
51,36,-56,1.5,7.766040909090908e-05,9.04295e-06,4.454022727272727e-05,8.776981818181819e-05,0.0001248313090909091,0.00015799681818181818,0.00015371045454545454,0.00013445295454545453
52,40,-56,1.5,6.945181818181818e-05,8.097231818181817e-06,4.396136363636364e-05,8.730440909090907e-05,0.00012460358181818183,0.00014981954545454545,0.00014860818181818182,0.00012885404545454542
53,-60,-52,1.5,0.0001599863636363636,7.369154545454545e-05,8.486772727272727e-05,0.0001266687727272727,0.00015931663636363632,0.00022477954545454547,0.00026011772727272726,0.00022952863636363635
54,-56,-52,1.5,0.00015412954545454544,6.84020909090909e-05,8.265618181818181e-05,0.00012350663636363635,0.00015639245454545457,0.0002207590909090909,0.00025492999999999995,0.00022065681818181815
55,-52,-52,1.5,0.00014997863636363637,6.237895454545454e-05,7.897281818181817e-05,0.0001215565909090909,0.000157197,0.00021512409090909088,0.00024992136363636365,0.00021242045454545453
56,-48,-52,1.5,0.00014563909090909092,5.7775409090909085e-05,7.663240909090908e-05,0.00011842581818181817,0.00015446918181818184,0.00020976318181818178,0.00024322681818181817,0.0002041586363636363
57,-44,-52,1.5,0.0001417809090909091,5.354013636363636e-05,7.479213636363635e-05,0.00011590454545454546,0.00015259063636363635,0.00020593363636363634,0.0002376309090909091,0.00019732
58,-40,-52,1.5,0.00013709681818181818,4.961072727272727e-05,7.166286363636364e-05,0.00011408500000000002,0.00015068209090909087,0.0002022163636363636,0.00023238636363636362,0.0001914963636363636
59,-36,-52,1.5,0.00013435136363636364,4.604168181818181e-05,6.956631818181818e-05,0.00011162409090909091,0.00014967654545454544,0.00019734045454545453,0.00022805000000000001,0.00018489181818181816
60,-32,-52,1.5,0.00013026345454545454,4.2660772727272734e-05,6.753772727272726e-05,0.00010987881818181816,0.00014712109090909091,0.0001936040909090909,0.00022371999999999998,0.00017980181818181814
61,-28,-52,1.5,0.00012626004545454546,3.896686363636363e-05,6.517304545454546e-05,0.00010744309090909089,0.00014493109090909088,0.00018999818181818177,0.00021711954545454546,0.00017421727272727273
62,-24,-52,1.5,0.00012334813636363635,3.603704545454545e-05,6.312977272727272e-05,0.0001057966818181818,0.00014297154545454547,0.00018646227272727274,0.00021136045454545448,0.00016959090909090909
63,-20,-52,1.5,0.00012032877272727273,3.348527272727273e-05,6.057304545454545e-05,0.00010338177272727272,0.00014183427272727273,0.00018320318181818182,0.00020592090909090909,0.00016434954545454546
64,-16,-52,1.5,0.00011662909090909091,3.1267545454545454e-05,5.886281818181818e-05,0.0001009502727272727,0.00013903499999999997,0.00017897045454545453,0.00020134727272727273,0.00015998681818181818
65,-12,-52,1.5,0.00011228704545454545,2.9182590909090908e-05,5.6154772727272724e-05,9.943890909090907e-05,0.00013642881818181818,0.00017558999999999996,0.00019646136363636363,0.0001549809090909091
66,-8,-52,1.5,0.00010867240909090908,2.797113636363636e-05,5.29110909090909e-05,9.604845454545454e-05,0.00013388124545454544,0.00017116363636363632,0.00018973318181818183,0.00015066954545454544
67,-4,-52,1.5,0.00010552072727272726,2.635472727272727e-05,4.9317227272727265e-05,9.425549999999998e-05,0.0001311956727272727,0.00016774909090909088,0.00018595863636363638,0.00014700909090909088
68,0,-52,1.5,0.0001018921818181818,2.4954954545454546e-05,4.6942863636363635e-05,9.135686363636363e-05,0.00012889543636363635,0.000164965,0.00018224227272727273,0.00014443454545454544
69,4,-52,1.5,9.970763636363635e-05,2.3546545454545454e-05,4.653690909090909e-05,8.945240909090908e-05,0.00012770566363636365,0.00016416727272727273,0.00018262454545454545,0.00014260590909090907
70,8,-52,1.5,9.796545454545455e-05,2.1968954545454544e-05,4.681013636363635e-05,8.953086363636364e-05,0.00012786231818181818,0.00016471454545454546,0.00018368272727272726,0.00014037727272727272
71,12,-52,1.5,9.680481818181816e-05,2.0625818181818178e-05,4.679236363636363e-05,8.966404545454543e-05,0.00012921880909090908,0.00016545727272727272,0.0001816940909090909,0.00013762181818181818
72,16,-52,1.5,9.470740909090907e-05,2.0073181818181817e-05,4.746599999999999e-05,9.161386363636363e-05,0.00012924845454545452,0.00016559454545454544,0.0001793522727272727,0.00013489422727272724
73,20,-52,1.5,9.324704545454544e-05,1.656281818181818e-05,4.7909999999999994e-05,9.215072727272729e-05,0.00013024009090909088,0.00016557954545454544,0.00017752272727272728,0.00013292345454545454
74,24,-52,1.5,9.169813636363637e-05,1.3115077272727272e-05,4.8423409090909084e-05,9.26642272727273e-05,0.0001301604818181818,0.0001658481818181818,0.00017687045454545453,0.00013251995454545453
75,28,-52,1.5,8.874404545454544e-05,1.2379849999999998e-05,4.856809090909091e-05,9.337904545454544e-05,0.0001306114909090909,0.00016703863636363634,0.00017495454545454544,0.00013386781818181817
76,32,-52,1.5,8.590236363636362e-05,9.622177272727271e-06,4.7915e-05,9.311631818181817e-05,0.00013085432727272725,0.00016592863636363635,0.0001647072727272727,0.00014030181818181818
77,36,-52,1.5,8.178363636363636e-05,9.518568181818182e-06,4.746009090909091e-05,9.291045454545453e-05,0.00013006115454545453,0.00015716545454545452,0.00015598772727272727,0.00013793863636363634
78,40,-52,1.5,6.936995454545454e-05,7.650468181818182e-06,4.687481818181818e-05,9.230154545454545e-05,0.00012824751818181818,0.00015025,0.00015132227272727272,0.0001306228181818182
79,-60,-48,1.5,0.00016777272727272726,8.023181818181818e-05,9.148681818181817e-05,0.00013519404545454545,0.0001706942727272727,0.0002334981818181818,0.000270905,0.00023738590909090908
80,-56,-48,1.5,0.00016220499999999998,7.4368e-05,8.890936363636363e-05,0.0001323160909090909,0.00016755109090909088,0.0002298231818181818,0.00026487636363636363,0.0002293813636363636
81,-52,-48,1.5,0.0001568540909090909,6.873359090909091e-05,8.549513636363636e-05,0.00012997009090909091,0.00016633254545454543,0.00022405772727272726,0.0002593004545454545,0.00022069954545454545
82,-48,-48,1.5,0.0001520672727272727,6.194468181818182e-05,8.271122727272726e-05,0.00012586359090909088,0.0001631438181818182,0.0002182081818181818,0.00025288454545454545,0.0002126931818181818
83,-44,-48,1.5,0.00014739636363636364,5.7981272727272724e-05,8.026127272727273e-05,0.00012352863636363635,0.00016169154545454543,0.00021482454545454542,0.00024820181818181817,0.00020468318181818179
84,-40,-48,1.5,0.00014344545454545452,5.384059090909091e-05,7.710836363636362e-05,0.00012143404545454544,0.00015934800000000002,0.0002094272727272727,0.00024107772727272723,0.00019803772727272723
85,-36,-48,1.5,0.0001394854545454545,4.9845409090909085e-05,7.500881818181818e-05,0.00011850668181818182,0.0001571997272727273,0.00020545136363636364,0.00023545590909090905,0.00019162181818181822
86,-32,-48,1.5,0.0001357745909090909,4.561318181818182e-05,7.207559090909091e-05,0.0001165495909090909,0.00015416890909090907,0.00020035090909090907,0.00023094681818181816,0.00018588363636363637
87,-28,-48,1.5,0.00013203322727272726,4.274922727272727e-05,6.995595454545454e-05,0.0001138920909090909,0.00015239754545454543,0.00019643590909090906,0.00022484590909090907,0.0001807140909090909
88,-24,-48,1.5,0.00012896172727272728,3.9133590909090904e-05,6.760695454545454e-05,0.00011122727272727274,0.00014965472727272724,0.00019386,0.0002186981818181818,0.00017517227272727267
89,-20,-48,1.5,0.00012524372727272726,3.617818181818181e-05,6.487290909090909e-05,0.00010979990909090907,0.00014798972727272727,0.00018922090909090906,0.00021278863636363632,0.0001704881818181818
90,-16,-48,1.5,0.00012113181818181818,3.364359090909091e-05,6.314845454545452e-05,0.00010720572727272726,0.00014491336363636363,0.00018481772727272725,0.0002069672727272727,0.00016535681818181816
91,-12,-48,1.5,0.00011803745454545453,3.157668181818182e-05,6.049277272727273e-05,0.00010532363636363634,0.00014271,0.00018142227272727272,0.00020266363636363638,0.00016084363636363635
92,-8,-48,1.5,0.00011449877272727271,2.9884681818181816e-05,5.8030181818181826e-05,0.00010262086363636363,0.00014016899999999997,0.00017828454545454543,0.00019769636363636364,0.0001567
93,-4,-48,1.5,0.00011044572727272726,2.851577272727273e-05,5.573204545454545e-05,0.00010004313636363634,0.00013806136363636362,0.00017461772727272724,0.00019349681818181817,0.00015308681818181817
94,0,-48,1.5,0.00010687913636363636,2.6876681818181817e-05,5.2854181818181813e-05,9.83935909090909e-05,0.00013518643636363636,0.00017240045454545451,0.0001906059090909091,0.0001500363636363636
95,4,-48,1.5,0.00010454845454545453,2.5615863636363638e-05,5.108995454545453e-05,9.675613636363636e-05,0.0001342687090909091,0.00017120318181818183,0.00018984636363636364,0.0001470431818181818
96,8,-48,1.5,0.00010164968181818182,2.3780136363636362e-05,5.031731818181818e-05,9.57615e-05,0.0001333075909090909,0.0001707831818181818,0.0001889259090909091,0.00014432090909090908
97,12,-48,1.5,9.912795454545453e-05,2.182872727272727e-05,4.984368181818181e-05,9.586345454545454e-05,0.00013377190909090908,0.00017134500000000002,0.00018616590909090912,0.0001414559090909091
98,16,-48,1.5,9.760472727272725e-05,2.096572727272727e-05,5.023086363636363e-05,9.605372727272727e-05,0.0001336575,0.00017007,0.00018523727272727272,0.0001387613636363636
99,20,-48,1.5,9.67595e-05,2.0216045454545453e-05,5.075145454545455e-05,9.726781818181817e-05,0.00013444322727272726,0.00017040772727272725,0.00018300999999999997,0.000137
100,24,-48,1.5,9.58000909090909e-05,1.5427954545454543e-05,5.1702727272727265e-05,9.807059090909089e-05,0.0001355779090909091,0.00017200227272727274,0.0001822722727272727,0.00013713499999999998
101,28,-48,1.5,9.067513636363636e-05,1.4608318181818181e-05,5.2532e-05,9.976286363636362e-05,0.00013817045454545457,0.00017270318181818178,0.0001806654545454545,0.00013663363636363636
102,32,-48,1.5,8.861177272727272e-05,1.128833636363636e-05,5.209477272727272e-05,9.984059090909088e-05,0.00013640618181818184,0.00016648863636363636,0.00016529954545454545,0.00014366000000000002
103,36,-48,1.5,8.426018181818182e-05,9.600895454545453e-06,5.1974318181818174e-05,9.938959090909091e-05,0.00013399843636363636,0.00015570454545454543,0.0001596190909090909,0.00014177045454545452
104,40,-48,1.5,7.891699999999999e-05,9.95755e-06,4.998622727272726e-05,9.678872727272727e-05,0.00012959503636363634,0.00015431181818181816,0.00015504318181818182,0.000137615
105,-60,-44,1.5,0.00017586363636363635,8.714063636363636e-05,9.871749999999999e-05,0.00014418636363636362,0.00018123190909090906,0.0002436163636363636,0.00028187363636363635,0.00024836090909090904
106,-56,-44,1.5,0.0001703709090909091,8.077140909090909e-05,9.568690909090908e-05,0.0001410740909090909,0.00017934518181818176,0.00023894454545454543,0.0002763554545454545,0.0002386963636363636
107,-52,-44,1.5,0.00016455681818181817,7.475772727272726e-05,9.183590909090908e-05,0.00013844136363636364,0.00017762699999999994,0.00023252999999999997,0.00026806045454545453,0.00022961590909090907
108,-48,-44,1.5,0.0001600604545454545,6.919881818181818e-05,8.925477272727274e-05,0.0001348605,0.00017407009090909088,0.00022946045454545454,0.0002630913636363636,0.00022018500000000002
109,-44,-44,1.5,0.00015490045454545455,6.322840909090908e-05,8.571768181818181e-05,0.00013145672727272727,0.0001721683636363636,0.00022336227272727268,0.0002586990909090909,0.00021258681818181815
110,-40,-44,1.5,0.00015134136363636363,5.839122727272727e-05,8.313390909090908e-05,0.00012910118181818183,0.00016851572727272723,0.0002176513636363636,0.0002511381818181818,0.00020624727272727274
111,-36,-44,1.5,0.00014576,5.403109090909091e-05,8.061595454545455e-05,0.00012593822727272725,0.00016668709090909088,0.00021313772727272725,0.0002450236363636363,0.00019890454545454543
112,-32,-44,1.5,0.00014261590909090907,5.000595454545455e-05,7.765472727272727e-05,0.00012423254545454546,0.0001631260909090909,0.00020887772727272726,0.00023821363636363638,0.00019300954545454544
113,-28,-44,1.5,0.00013820409090909092,4.629890909090909e-05,7.534240909090907e-05,0.00012125136363636362,0.000161172,0.00020360045454545451,0.00023207909090909088,0.00018707863636363635
114,-24,-44,1.5,0.00013369736363636362,4.291972727272727e-05,7.3061e-05,0.00011835136363636362,0.00015749263636363636,0.00019963363636363632,0.0002271145454545454,0.00018189772727272727
115,-20,-44,1.5,0.0001307466818181818,3.91445e-05,7.01450909090909e-05,0.00011584536363636364,0.0001547901818181818,0.00019566954545454545,0.00022076454545454544,0.00017645227272727272
116,-16,-44,1.5,0.00012699559090909092,3.6321181818181814e-05,6.795786363636364e-05,0.00011387531818181818,0.00015205309090909086,0.0001922345454545454,0.00021448681818181817,0.00017183636363636361
117,-12,-44,1.5,0.00012344186363636364,3.3772272727272726e-05,6.5321e-05,0.00011165477272727271,0.0001503654545454545,0.0001891390909090909,0.0002090113636363636,0.00016688863636363634
118,-8,-44,1.5,0.0001195572727272727,3.138095454545455e-05,6.295468181818181e-05,0.00010897627272727273,0.0001468014545454545,0.00018516,0.00020421499999999994,0.00016298636363636362
119,-4,-44,1.5,0.00011565436363636363,2.9751090909090904e-05,6.123977272727271e-05,0.00010687131818181816,0.00014433027272727273,0.00018333954545454544,0.00020121954545454542,0.00015884409090909088
120,0,-44,1.5,0.00011236304545454544,2.8685454545454546e-05,5.875659090909091e-05,0.00010607668181818181,0.00014222372727272725,0.00018026999999999998,0.0001979609090909091,0.00015532363636363634
121,4,-44,1.5,0.00010808431818181818,2.7231863636363634e-05,5.6971181818181815e-05,0.00010343631818181816,0.00014145599999999998,0.0001776240909090909,0.00019645590909090908,0.0001517522727272727
122,8,-44,1.5,0.00010495381818181819,2.5740545454545454e-05,5.554013636363635e-05,0.00010267490909090908,0.00013984963636363637,0.00017686363636363632,0.00019321181818181816,0.00014862681818181818
123,12,-44,1.5,0.00010239749999999998,2.36165e-05,5.496131818181818e-05,0.00010255481818181816,0.00013957309090909095,0.00017594681818181815,0.00019191727272727273,0.000145625
124,16,-44,1.5,0.00010073799999999998,2.225731818181818e-05,5.492595454545454e-05,0.00010160577272727271,0.00013833272727272727,0.0001748922727272727,0.0001892981818181818,0.00014290590909090908
125,20,-44,1.5,9.912286363636363e-05,2.146940909090909e-05,5.5109000000000004e-05,0.00010286495454545454,0.00013931454545454544,0.00017536090909090905,0.00018759045454545454,0.00014123136363636363
126,24,-44,1.5,9.934477272727272e-05,2.1048454545454545e-05,5.7532545454545454e-05,0.00010569359090909091,0.00014119309090909087,0.0001776422727272727,0.00018857636363636362,0.00014202045454545452
127,28,-44,1.5,9.655281818181817e-05,1.6632e-05,5.758699999999999e-05,0.00010603313636363636,0.0001390592727272727,0.00017019772727272725,0.0001824822727272727,0.00013969045454545454
128,32,-44,1.5,9.064022727272726e-05,1.4234227272727273e-05,5.686063636363636e-05,0.00010508995454545454,0.00013552813636363636,0.00016135090909090907,0.00016599181818181818,0.00014408
129,36,-44,1.5,8.610236363636363e-05,1.1256690909090909e-05,5.5982045454545456e-05,0.00010353204545454547,0.00013185553636363637,0.00015931409090909088,0.00016436772727272726,0.00014685181818181817
130,40,-44,1.5,8.194245454545453e-05,9.819836363636363e-06,5.426940909090909e-05,0.00010100659090909089,0.0001283198727272727,0.00016144454545454544,0.00015929,0.0001420759090909091
131,-60,-40,1.5,0.00018464,9.457645454545455e-05,0.00010635168181818183,0.00015420590909090908,0.0001928773636363636,0.00025598727272727273,0.00029363227272727273,0.00025971545454545454
132,-56,-40,1.5,0.00017957454545454543,8.7712e-05,0.00010141613636363637,0.00015032681818181816,0.00019095463636363633,0.00024841545454545454,0.0002886322727272727,0.00024976090909090907
133,-52,-40,1.5,0.00017336999999999997,8.110363636363636e-05,9.929749999999999e-05,0.00014740181818181816,0.00018783709090909094,0.00024240272727272724,0.00028063999999999997,0.00024030272727272725
134,-48,-40,1.5,0.0001669886363636364,7.539381818181818e-05,9.596677272727272e-05,0.00014260363636363634,0.0001834360909090909,0.0002378931818181818,0.0002739409090909091,0.00023144454545454544
135,-44,-40,1.5,0.00016275863636363634,6.966663636363637e-05,9.163927272727271e-05,0.0001399640909090909,0.00018137563636363635,0.00023262818181818176,0.0002670740909090909,0.00022322181818181815
136,-40,-40,1.5,0.00015727636363636362,6.246377272727273e-05,8.957940909090909e-05,0.0001386031818181818,0.00017722472727272725,0.00022567363636363637,0.00026171454545454543,0.00021566045454545453
137,-36,-40,1.5,0.00015326227272727272,5.7854681818181814e-05,8.622895454545455e-05,0.00013443831818181818,0.0001749133636363636,0.0002215268181818182,0.00025629136363636366,0.0002078
138,-32,-40,1.5,0.00014801772727272725,5.345586363636363e-05,8.341395454545456e-05,0.00013200263636363633,0.00017168781818181818,0.0002168059090909091,0.0002480222727272727,0.00020141363636363635
139,-28,-40,1.5,0.00014445681818181817,4.954031818181817e-05,8.091063636363636e-05,0.00012872463636363636,0.0001687592727272727,0.00021235227272727272,0.00024235499999999998,0.0001952909090909091
140,-24,-40,1.5,0.00014029590909090908,4.64355909090909e-05,7.839499999999998e-05,0.00012555999999999998,0.0001648562727272727,0.00020699863636363633,0.00023419772727272724,0.000189545
141,-20,-40,1.5,0.00013632859090909088,4.2996363636363635e-05,7.557131818181817e-05,0.00012327931818181817,0.0001626501818181818,0.000203025,0.0002290213636363636,0.00018404090909090906
142,-16,-40,1.5,0.00013297681818181818,3.921404545454545e-05,7.32834090909091e-05,0.00012088240909090908,0.0001592997272727273,0.00020036590909090906,0.00022294227272727269,0.00017890136363636362
143,-12,-40,1.5,0.00012859495454545453,3.6275227272727264e-05,7.082872727272726e-05,0.00011880345454545452,0.00015640363636363635,0.0001959422727272727,0.0002170677272727273,0.0001740404545454545
144,-8,-40,1.5,0.00012555690909090908,3.3660863636363636e-05,6.804440909090907e-05,0.00011606759090909089,0.00015362127272727268,0.00019203,0.0002131363636363636,0.00016954454545454545
145,-4,-40,1.5,0.0001210174090909091,3.1472e-05,6.542845454545454e-05,0.000113478,0.00015104045454545454,0.00018924818181818178,0.00020788545454545452,0.00016643181818181817
146,0,-40,1.5,0.00011746436363636361,2.9746181818181817e-05,6.406249999999999e-05,0.00011192563636363634,0.00014873127272727271,0.00018687818181818182,0.00020545499999999995,0.0001614422727272727
147,4,-40,1.5,0.0001129521818181818,2.8391227272727273e-05,6.253522727272727e-05,0.00010986713636363635,0.00014678509090909088,0.00018471409090909088,0.00020344409090909088,0.00015790863636363635
148,8,-40,1.5,0.00010939722727272726,2.6957545454545453e-05,6.065654545454545e-05,0.00010919668181818179,0.00014519481818181816,0.00018388363636363637,0.00019954954545454542,0.00015444454545454544
149,12,-40,1.5,0.000105361,2.5344454545454546e-05,5.97395909090909e-05,0.00010789099999999999,0.00014434772727272728,0.00018141272727272727,0.0001966431818181818,0.00015113636363636363
150,16,-40,1.5,0.00010279790909090908,2.307363636363636e-05,5.9085318181818174e-05,0.0001070955,0.00014354590909090907,0.00018038590909090908,0.00019382636363636364,0.00014742590909090907
151,20,-40,1.5,0.00010140559090909089,2.1884954545454546e-05,5.8982363636363634e-05,0.00010791554545454544,0.00014330072727272727,0.00017987590909090905,0.00019225318181818177,0.00014527863636363636
