x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
1074,-32,-56,7,0.00010880040909090909,4.060286363636363e-05,6.028240909090909e-05,9.617063636363636e-05,0.0001282251,0.0001677890909090909,0.00019347818181818181,0.000156995
1075,-28,-56,7,0.00010637331818181817,3.771918181818182e-05,5.7884999999999985e-05,9.45625e-05,0.00012684709090909088,0.0001637781818181818,0.0001877859090909091,0.00015215909090909087
1076,-24,-56,7,0.00010345849999999999,3.493804545454545e-05,5.562254545454544e-05,9.304499999999997e-05,0.0001242904636363636,0.00016006590909090908,0.00018360499999999996,0.0001476104545454545
1077,-20,-56,7,0.00010083454545454544,3.2559227272727274e-05,5.347795454545454e-05,9.037104545454543e-05,0.00012301390909090907,0.0001581340909090909,0.00017950999999999994,0.00014334636363636362
1078,-16,-56,7,9.981240909090908e-05,3.024454545454545e-05,5.243136363636363e-05,8.906559090909089e-05,0.00012074468181818181,0.0001553468181818182,0.00017410090909090908,0.00013941545454545455
1079,-12,-56,7,9.741127272727272e-05,2.8224772727272725e-05,5.066281818181818e-05,8.785195454545452e-05,0.00011967447272727272,0.00015266,0.0001708409090909091,0.00013587336363636362
1080,-8,-56,7,9.792236363636362e-05,2.5607954545454548e-05,4.915072727272727e-05,8.725072727272725e-05,0.00012065694545454543,0.00015542090909090908,0.00017129863636363633,0.00013615777272727272
1081,-4,-56,7,9.56281818181818e-05,2.354640909090909e-05,4.8367727272727263e-05,8.717113636363636e-05,0.00012047710909090908,0.00015387999999999996,0.00016977954545454547,0.00013378181818181817
1082,0,-56,7,9.420795454545453e-05,2.14045e-05,4.7099000000000004e-05,8.659795454545453e-05,0.00012085843636363636,0.0001532331818181818,0.00016907863636363632,0.0001318815909090909
1083,4,-56,7,9.079027272727273e-05,1.948481818181818e-05,4.509168181818182e-05,8.245386363636363e-05,0.00011758868181818182,0.00015025227272727273,0.0001649631818181818,0.00012756899999999998
1084,8,-56,7,8.808136363636363e-05,1.7398954545454545e-05,4.4406227272727264e-05,8.089418181818181e-05,0.0001160394818181818,0.00014818999999999998,0.00016316863636363637,0.00012344154545454545
1085,12,-56,7,8.245686363636363e-05,1.547290909090909e-05,4.377904545454545e-05,8.139190909090909e-05,0.00011201841818181816,0.00014333045454545455,0.0001557490909090909,0.00011555749999999999
1086,16,-56,7,7.955240909090908e-05,1.4157999999999999e-05,4.2446681818181815e-05,8.082818181818181e-05,0.00011084018181818181,0.0001420590909090909,0.00015408681818181817,0.00011124936363636362
1087,20,-56,7,7.844304545454545e-05,1.2738368181818181e-05,4.198831818181817e-05,7.91541818181818e-05,0.00011071644545454546,0.00014161454545454547,0.00015196363636363634,0.00010700336363636363
1088,24,-56,7,7.822463636363636e-05,1.123999090909091e-05,4.098036363636363e-05,7.917845454545453e-05,0.00011100436363636362,0.00014162318181818178,0.00014810863636363633,0.00010394372727272726
1089,28,-56,7,7.629254545454544e-05,9.156031818181817e-06,4.0004681818181814e-05,7.928845454545453e-05,0.00011099375454545452,0.0001404331818181818,0.00014406590909090908,0.00010505995454545455
1090,32,-56,7,7.26964090909091e-05,7.288686363636362e-06,3.913154545454545e-05,7.808827272727272e-05,0.00011021577272727273,0.00013942454545454546,0.00013755454545454543,0.0001082315
1091,36,-56,7,6.967377272727272e-05,5.829840909090909e-06,3.901513636363636e-05,7.826072727272727e-05,0.0001099060909090909,0.00013640499999999998,0.00013345731818181818,0.00010938072727272727
1092,40,-56,7,6.497399999999999e-05,4.165486363636364e-06,3.839413636363636e-05,7.855549999999999e-05,0.00010891562727272726,0.00013269927272727272,0.0001298865909090909,0.00010795140909090908
1093,-60,-52,7,0.00014867727272727273,7.88255909090909e-05,8.420054545454545e-05,0.00012350404545454543,0.0001572902727272727,0.00020857409090909088,0.00024319909090909092,0.00021810772727272725
1094,-56,-52,7,0.00014158363636363635,7.297295454545454e-05,8.192431818181817e-05,0.00012029649999999998,0.00015255299999999996,0.00020409999999999997,0.00023692499999999997,0.00020757590909090907
1095,-52,-52,7,0.00013499118181818182,6.710154545454544e-05,7.802068181818182e-05,0.00011731786363636361,0.00015216872727272723,0.0001972,0.00023123999999999996,0.00019801863636363632
1096,-48,-52,7,0.00013021513636363635,6.203627272727273e-05,7.442527272727271e-05,0.0001126369090909091,0.0001478427272727273,0.00019092318181818178,0.00022298227272727272,0.0001894536363636363
1097,-44,-52,7,0.00012627295454545453,5.704195454545454e-05,7.26445e-05,0.000110145,0.00014565490909090908,0.00018758545454545449,0.00021800818181818177,0.00018183090909090906
1098,-40,-52,7,0.00012112640909090908,5.275340909090909e-05,6.946422727272726e-05,0.0001078216818181818,0.00014179663636363634,0.0001826404545454545,0.00021110954545454545,0.0001750354545454545
1099,-36,-52,7,0.00011758636363636362,4.882045454545454e-05,6.6505e-05,0.00010494881818181818,0.00013980299999999998,0.0001775613636363636,0.00020642227272727273,0.0001689140909090909
1100,-32,-52,7,0.00011349599999999999,4.500645454545454e-05,6.506718181818181e-05,0.00010294286363636363,0.00013632504545454545,0.00017483772727272724,0.00020171590909090907,0.0001633081818181818
1101,-28,-52,7,0.00010989368181818179,4.053440909090909e-05,6.241763636363636e-05,0.00010105322727272727,0.00013448830909090908,0.00017033590909090905,0.00019478681818181813,0.00015808545454545453
1102,-24,-52,7,0.0001085080909090909,3.750077272727272e-05,6.0230227272727274e-05,9.926222727272725e-05,0.0001313390727272727,0.000167935,0.0001901559090909091,0.00015316090909090908
1103,-20,-52,7,0.00010548281818181816,3.492795454545454e-05,5.784727272727273e-05,9.619972727272726e-05,0.00012965203636363637,0.00016398181818181817,0.00018434272727272728,0.0001485081818181818
1104,-16,-52,7,0.00010344568181818183,3.2433863636363636e-05,5.6674681818181815e-05,9.4637e-05,0.00012683061818181818,0.00016038545454545453,0.00018016818181818182,0.00014415090909090909
1105,-12,-52,7,0.00010074095454545455,3.0305272727272723e-05,5.445481818181818e-05,9.316163636363634e-05,0.00012534954545454546,0.0001585959090909091,0.00017642636363636362,0.0001401340909090909
1106,-8,-52,7,9.889859090909089e-05,2.829359090909091e-05,5.240204545454545e-05,9.067204545454546e-05,0.00012302989090909092,0.0001557181818181818,0.0001718131818181818,0.00013649454545454546
1107,-4,-52,7,9.911827272727273e-05,2.6129136363636362e-05,5.164072727272728e-05,8.970804545454546e-05,0.00012198638181818177,0.00015370136363636363,0.0001694363636363636,0.00013322804545454545
1108,0,-52,7,9.618904545454544e-05,2.4264363636363632e-05,5.0512727272727264e-05,9.03895e-05,0.00012302945454545453,0.0001563740909090909,0.0001708977272727273,0.00013373904545454544
1109,4,-52,7,9.322281818181816e-05,2.1671954545454547e-05,4.928772727272727e-05,8.914122727272727e-05,0.0001224345,0.00015457045454545453,0.00016935545454545452,0.00012974331818181817
1110,8,-52,7,8.839704545454543e-05,1.8772454545454545e-05,4.858931818181818e-05,8.704027272727272e-05,0.0001180459909090909,0.00014869636363636362,0.00016295454545454545,0.00012231149999999998
1111,12,-52,7,8.588927272727274e-05,1.6742863636363636e-05,4.744754545454545e-05,8.679722727272725e-05,0.00011728647272727273,0.000148045,0.00016004727272727273,0.00011838427272727273
1112,16,-52,7,8.260645454545454e-05,1.552509090909091e-05,4.610690909090909e-05,8.627413636363635e-05,0.00011604259090909089,0.00014665090909090906,0.00015818045454545453,0.00011417386363636364
1113,20,-52,7,8.050036363636363e-05,1.4081090909090908e-05,4.4772863636363634e-05,8.484086363636362e-05,0.00011579247272727275,0.00014656272727272724,0.0001548,0.000109742
1114,24,-52,7,8.015250000000001e-05,1.2820049999999998e-05,4.456790909090909e-05,8.470472727272726e-05,0.00011514316363636362,0.0001456681818181818,0.00015225,0.00010620540909090909
1115,28,-52,7,7.995086363636363e-05,1.0673636363636364e-05,4.3393e-05,8.464818181818181e-05,0.00011508542727272725,0.00014419954545454543,0.0001475031818181818,0.00010737195454545453
1116,32,-52,7,7.676413636363635e-05,8.50595909090909e-06,4.230427272727272e-05,8.336168181818182e-05,0.00011401298181818181,0.0001424790909090909,0.00014024318181818179,0.00011086299999999999
1117,36,-52,7,7.22430909090909e-05,6.793895454545453e-06,4.226859090909091e-05,8.319590909090908e-05,0.00011320194545454544,0.0001379890909090909,0.00013572586363636363,0.00011271790909090908
1118,40,-52,7,6.798968181818182e-05,5.1922272727272725e-06,4.144036363636364e-05,8.307640909090909e-05,0.00011210288181818183,0.0001338130909090909,0.00013206940909090908,0.00011198386363636364
1119,-60,-48,7,0.00015643454545454544,8.848222727272727e-05,9.177618181818182e-05,0.00013468318181818182,0.00017157,0.00022060772727272728,0.0002563163636363636,0.0002302104545454545
1120,-56,-48,7,0.00015040090909090907,8.190831818181818e-05,8.916690909090907e-05,0.0001308413181818182,0.00016571836363636362,0.0002156390909090909,0.0002495209090909091,0.00021867409090909088
1121,-52,-48,7,0.00014298863636363635,7.524981818181816e-05,8.477559090909088e-05,0.00012727677272727272,0.0001626589090909091,0.0002078981818181818,0.00024388181818181813,0.0002081981818181818
1122,-48,-48,7,0.00013818772727272727,6.729359090909091e-05,8.074459090909092e-05,0.00012182836363636363,0.00015748527272727272,0.0002008463636363636,0.000234625,0.0001988163636363636
1123,-44,-48,7,0.00013318054545454543,6.178881818181818e-05,7.871772727272727e-05,0.00011888872727272727,0.00015474545454545455,0.00019706499999999998,0.00022908181818181818,0.00019048181818181816
1124,-40,-48,7,0.0001273676818181818,5.707477272727272e-05,7.517436363636362e-05,0.00011615495454545453,0.00015015081818181816,0.00019088954545454543,0.00022077272727272728,0.00018307227272727273
1125,-36,-48,7,0.0001233761818181818,5.275163636363636e-05,7.230318181818182e-05,0.00011179109090909091,0.00014767690909090904,0.00018756045454545455,0.0002155381818181818,0.0001764181818181818
1126,-32,-48,7,0.00012013486363636365,4.8554636363636356e-05,6.920431818181818e-05,0.0001094780909090909,0.00014357372727272723,0.0001821222727272727,0.00021094681818181816,0.00017034090909090908
1127,-28,-48,7,0.00011593436363636363,4.498881818181817e-05,6.768036363636363e-05,0.00010730059090909088,0.00014132972727272727,0.00017710545454545452,0.00020326,0.0001646913636363636
1128,-24,-48,7,0.00011317354545454544,4.1543e-05,6.490331818181819e-05,0.00010370086363636362,0.0001376533636363636,0.0001748831818181818,0.00019816545454545456,0.00015936772727272725
1129,-20,-48,7,0.00010980436363636364,3.8635545454545455e-05,6.228268181818181e-05,0.00010265122727272727,0.00013562337272727274,0.00017048636363636364,0.00019106499999999997,0.00015432590909090908
1130,-16,-48,7,0.00010673304545454545,3.5832363636363634e-05,6.099127272727272e-05,0.00010082927272727271,0.00013234592727272727,0.00016646227272727268,0.00018652681818181818,0.00014957090909090907
1131,-12,-48,7,0.00010555513636363635,3.3493363636363635e-05,5.8590272727272725e-05,9.911372727272728e-05,0.0001305558272727273,0.00016443,0.00018295863636363634,0.00014513181818181814
1132,-8,-48,7,0.0001026311818181818,3.136554545454545e-05,5.635413636363636e-05,9.621599999999999e-05,0.00012775551818181816,0.00016107045454545453,0.00017767,0.00014102863636363634
1133,-4,-48,7,9.971809090909088e-05,2.9167136363636356e-05,5.54055909090909e-05,9.487995454545454e-05,0.00012634134545454542,0.00015816363636363636,0.0001748681818181818,0.00013724045454545453
1134,0,-48,7,9.744227272727272e-05,2.6227318181818178e-05,5.381045454545455e-05,9.378263636363636e-05,0.0001242068181818182,0.0001569222727272727,0.00017119545454545452,0.00013366645454545453
1135,4,-48,7,9.527654545454544e-05,2.367922727272727e-05,5.22715909090909e-05,9.183277272727271e-05,0.00012323948181818182,0.000154695,0.00016933772727272727,0.00012922581818181818
1136,8,-48,7,9.267809090909089e-05,2.0822136363636364e-05,5.178104545454544e-05,9.121636363636363e-05,0.00012163677272727271,0.00015382181818181817,0.000167695,0.00012559813636363635
1137,12,-48,7,8.907981818181819e-05,1.803281818181818e-05,5.057872727272727e-05,9.071777272727272e-05,0.0001209382909090909,0.00015256318181818183,0.00016468499999999997,0.00012178227272727273
1138,16,-48,7,8.5028e-05,1.6372772727272724e-05,4.9498999999999995e-05,8.935195454545455e-05,0.0001198030909090909,0.0001512822727272727,0.00016287136363636365,0.0001176202727272727
1139,20,-48,7,8.288890909090909e-05,1.5606590909090904e-05,4.848486363636364e-05,8.92364090909091e-05,0.00012064437272727272,0.00015139,0.00015940772727272726,0.00011294681818181818
1140,24,-48,7,8.286945454545455e-05,1.4784499999999999e-05,4.837004545454545e-05,8.932068181818181e-05,0.00012018946363636362,0.00015038363636363635,0.00015586636363636364,0.0001088130909090909
1141,28,-48,7,8.245136363636364e-05,1.3491149999999997e-05,4.740195454545454e-05,8.957177272727273e-05,0.0001198744090909091,0.00014796045454545454,0.00014925136363636363,0.0001100620909090909
1142,32,-48,7,7.99005e-05,1.055114090909091e-05,4.632227272727273e-05,8.814604545454545e-05,0.0001179039,0.00014464363636363634,0.00014334681818181817,0.00011341940909090908
1143,36,-48,7,7.531268181818182e-05,8.558236363636364e-06,4.612736363636363e-05,8.761309090909091e-05,0.00011597929090909092,0.0001398322727272727,0.00013951454545454544,0.00011586122727272726
1144,40,-48,7,7.227881818181817e-05,6.979645454545454e-06,4.509495454545454e-05,8.706059090909091e-05,0.0001139128909090909,0.0001367972727272727,0.0001363663636363636,0.00011564299999999999
1145,-60,-44,7,0.00016721772727272725,9.643227272727272e-05,0.00010019190909090907,0.00014556272727272724,0.00018478799999999994,0.0002335618181818182,0.00027213909090909093,0.00024385409090909094
1146,-56,-44,7,0.0001611263636363636,8.925695454545453e-05,9.719777272727271e-05,0.00014286772727272728,0.00018020890909090906,0.00022801636363636366,0.00026454681818181814,0.00023120045454545453
1147,-52,-44,7,0.00015464272727272729,8.194195454545454e-05,9.222681818181816e-05,0.0001386190909090909,0.00017629090909090909,0.00021924454545454544,0.0002535945454545454,0.00021968409090909088
1148,-48,-44,7,0.00014672090909090908,7.566172727272726e-05,8.828118181818181e-05,0.00013226781818181815,0.00016994754545454545,0.00021526818181818178,0.0002471527272727272,0.00020936681818181817
1149,-44,-44,7,0.00014106772727272727,6.980422727272726e-05,8.405722727272726e-05,0.0001287755,0.00016644245454545452,0.00020763863636363635,0.00024161318181818183,0.0002002127272727273
1150,-40,-44,7,0.00013641045454545456,6.39900909090909e-05,8.192199999999999e-05,0.0001255267727272727,0.00016084772727272724,0.0002006195454545454,0.00023229045454545454,0.00019209318181818183
1151,-36,-44,7,0.0001303600909090909,5.90405909090909e-05,7.82115909090909e-05,0.0001204752727272727,0.000157728,0.00019681954545454542,0.00022645818181818179,0.0001848231818181818
1152,-32,-44,7,0.00012627331818181818,5.4211409090909084e-05,7.476499999999999e-05,0.00011774695454545455,0.00015279845454545452,0.00019069681818181813,0.00021774181818181817,0.0001782059090909091
1153,-28,-44,7,0.00012152145454545453,5.013213636363636e-05,7.304313636363635e-05,0.0001151905909090909,0.00015002890909090907,0.00018508954545454543,0.00021204999999999995,0.0001720709090909091
1154,-24,-44,7,0.00011735513636363636,4.618777272727272e-05,6.997222727272726e-05,0.00011107072727272728,0.00014568109090909087,0.0001821213636363636,0.00020717545454545453,0.00016630181818181816
1155,-20,-44,7,0.00011580695454545453,4.16170909090909e-05,6.709318181818181e-05,0.00010888290909090908,0.00014322981818181815,0.00017726772727272725,0.0001993304545454545,0.00016084
1156,-16,-44,7,0.00011231772727272725,3.8754090909090906e-05,6.56765e-05,0.00010682322727272727,0.00013940563636363637,0.0001747659090909091,0.0001943663636363636,0.00015567681818181816
1157,-12,-44,7,0.00010910440909090909,3.599445454545454e-05,6.339322727272727e-05,0.00010489636363636362,0.00013727481818181817,0.0001710940909090909,0.00018784272727272722,0.00015082772727272725
1158,-8,-44,7,0.00010687772727272726,3.371113636363636e-05,6.0937181818181824e-05,0.00010167549999999999,0.00013399050000000002,0.0001673181818181818,0.00018415363636363634,0.00014630181818181816
1159,-4,-44,7,0.00010380704545454546,3.143104545454545e-05,5.98305909090909e-05,0.00010084745454545454,0.00013225230000000001,0.00016556545454545453,0.00018136136363636362,0.00014207590909090908
1160,0,-44,7,0.0001024955909090909,2.9395727272727273e-05,5.7748318181818183e-05,9.944931818181816e-05,0.00012962089090909088,0.0001625140909090909,0.0001771,0.0001380872727272727
1161,4,-44,7,9.921745454545453e-05,2.705168181818181e-05,5.591859090909091e-05,9.700650000000001e-05,0.00012836443636363634,0.00015988318181818178,0.00017500499999999997,0.00013327322727272727
1162,8,-44,7,9.581095454545453e-05,2.448672727272727e-05,5.433304545454545e-05,9.612954545454544e-05,0.0001264254,0.00015887818181818179,0.00017162227272727272,0.0001295308636363636
1163,12,-44,7,9.287231818181817e-05,2.135790909090909e-05,5.3858909090909076e-05,9.549140909090907e-05,0.00012567136363636364,0.0001569431818181818,0.00016979045454545454,0.0001257319090909091
1164,16,-44,7,8.98585909090909e-05,1.8271681818181817e-05,5.265799999999999e-05,9.40022727272727e-05,0.00012459016363636363,0.00015558499999999997,0.00016799318181818178,0.00012158677272727274
1165,20,-44,7,8.575268181818182e-05,1.6475863636363634e-05,5.168786363636364e-05,9.407049999999999e-05,0.00012471954545454546,0.00015571954545454543,0.00016432045454545455,0.00011666709090909088
1166,24,-44,7,8.959172727272726e-05,1.698231818181818e-05,5.2456409090909084e-05,9.63145909090909e-05,0.00012774286363636362,0.00015943999999999998,0.00016666090909090909,0.00011857463636363637
1167,28,-44,7,8.890113636363635e-05,1.6317272727272728e-05,5.1596272727272723e-05,9.64701818181818e-05,0.00012771013636363635,0.0001583081818181818,0.00015874863636363635,0.00012201931818181816
1168,32,-44,7,8.557877272727273e-05,1.1971322727272724e-05,5.0607863636363635e-05,9.456136363636362e-05,0.0001254048,0.00015211181818181816,0.00015363499999999997,0.00012467872727272726
1169,36,-44,7,7.986840909090909e-05,9.858613636363637e-06,4.928677272727272e-05,9.114418181818181e-05,0.00011771825454545453,0.00014244545454545455,0.0001441390909090909,0.00011900899999999998
1170,40,-44,7,7.502263636363635e-05,8.192936363636363e-06,4.928968181818182e-05,9.024536363636364e-05,0.00011563415454545454,0.00014478227272727272,0.00014135,0.0001188100909090909
1171,-60,-40,7,0.00018269863636363634,0.00010887249999999999,0.00011058627272727272,0.00015984,0.00020196927272727274,0.00025359272727272725,0.0002890963636363636,0.00026330181818181816
1172,-56,-40,7,0.0001727218181818182,0.00010081672727272728,0.0001044805,0.00015455499999999999,0.00019364427272727268,0.00024278863636363637,0.0002815990909090909,0.0002491527272727272
1173,-52,-40,7,0.0001654859090909091,9.251786363636362e-05,0.00010132631818181816,0.0001496640909090909,0.0001889266363636364,0.00023281,0.0002692981818181818,0.00023618090909090908
1174,-48,-40,7,0.00015652636363636363,8.542040909090908e-05,9.608568181818183e-05,0.00014242136363636364,0.0001814770909090909,0.00022737863636363635,0.0002620809090909091,0.00022452227272727273
1175,-44,-40,7,0.00015076363636363634,7.876872727272726e-05,9.13025e-05,0.0001383740909090909,0.00017725881818181813,0.00021873454545454546,0.00025124090909090906,0.00021417363636363636
1176,-40,-40,7,0.00014483,6.969390909090909e-05,8.887077272727272e-05,0.00013614163636363637,0.00017072018181818184,0.00021081863636363636,0.0002446313636363636,0.00020501090909090904
1177,-36,-40,7,0.00013792727272727271,6.422422727272728e-05,8.470163636363635e-05,0.00013027222727272727,0.00016700890909090912,0.00020714454545454542,0.00023883545454545454,0.00019683045454545452
1178,-32,-40,7,0.00013187286363636362,5.8858181818181805e-05,8.085118181818181e-05,0.00012705349999999997,0.00016130754545454543,0.00020027454545454545,0.00022906590909090908,0.0001894131818181818
1179,-28,-40,7,0.00012947945454545455,5.434154545454545e-05,7.891372727272727e-05,0.00012405045454545456,0.00015806345454545453,0.00019663590909090907,0.00022274636363636363,0.00018256272727272728
1180,-24,-40,7,0.00012456245454545454,4.996918181818181e-05,7.593731818181816e-05,0.00011931804545454547,0.00015309299999999998,0.0001907522727272727,0.00021369227272727273,0.00017614090909090906
1181,-20,-40,7,0.00012139163636363636,4.6312863636363636e-05,7.27325e-05,0.00011677281818181815,0.00015026645454545453,0.00018538818181818183,0.00020789409090909088,0.00017006954545454545
1182,-16,-40,7,0.0001174906818181818,4.30225e-05,7.115286363636364e-05,0.00011438936363636362,0.00014594072727272726,0.00018265681818181815,0.00020319727272727272,0.00016432636363636363
1183,-12,-40,7,0.00011395754545454544,3.984231818181818e-05,6.827927272727273e-05,0.00011216645454545454,0.00014350936363636364,0.00017803590909090905,0.00019599318181818179,0.000158915
1184,-8,-40,7,0.00011266740909090908,3.7217e-05,6.560740909090908e-05,0.0001085134090909091,0.00013980299999999998,0.00017383409090909087,0.00019192954545454546,0.00015383590909090909
1185,-4,-40,7,0.00010937809090909089,3.467972727272727e-05,6.314245454545454e-05,0.0001067005,0.0001377979090909091,0.00017184590909090906,0.00018653363636363636,0.00014906727272727272
1186,0,-40,7,0.00010611686363636362,3.255709090909091e-05,6.2074e-05,0.00010508945454545452,0.000134763,0.00016834681818181816,0.00018381727272727272,0.0001445631818181818
1187,4,-40,7,0.00010359349999999999,3.0301090909090904e-05,5.999504545454545e-05,0.00010230131818181818,0.00013324925454545454,0.00016585090909090907,0.00018158363636363635,0.00013921090909090907
1188,8,-40,7,0.00010115022727272725,2.7060590909090903e-05,5.8156e-05,0.00010179686363636361,0.00013095321818181818,0.00016463454545454545,0.00017771318181818182,0.00013520240909090908
1189,12,-40,7,9.749177272727273e-05,2.4170045454545453e-05,5.7548772727272724e-05,0.00010090036363636363,0.0001300189909090909,0.00016240136363636362,0.0001756022727272727,0.0001313289090909091
