x,y,z,Cmoy
-60.0,-60.0,1.5,42.52779812411249
-56.0,-60.0,1.5,42.14031493151249
-52.0,-60.0,1.5,41.79137904087614
-48.0,-60.0,1.5,41.48553501267614
-44.0,-60.0,1.5,41.169752062755684
-40.0,-60.0,1.5,40.88807406429886
-36.0,-60.0,1.5,40.592102091122044
-32.0,-60.0,1.5,40.32528826945841
-28.0,-60.0,1.5,40.07957951770432
-24.0,-60.0,1.5,39.81501322066432
-20.0,-60.0,1.5,39.575641765026134
-16.0,-60.0,1.5,39.29026140065932
-12.0,-60.0,1.5,38.99013945305795
-8.0,-60.0,1.5,38.59831742712545
8.0,-60.0,1.5,38.37989022622705
12.0,-60.0,1.5,38.27544004872
16.0,-60.0,1.5,38.14047204937432
20.0,-60.0,1.5,37.96989479819386
24.0,-60.0,1.5,37.86451920350591
28.0,-60.0,1.5,37.778667657861135
32.0,-60.0,1.5,37.721446141381364
36.0,-60.0,1.5,37.50198368060182
40.0,-60.0,1.5,37.22228637217295
-60.0,-56.0,1.5,43.15252849999432
-56.0,-56.0,1.5,42.726707461489774
-52.0,-56.0,1.5,42.367881332652274
-48.0,-56.0,1.5,41.98926695139205
-44.0,-56.0,1.5,41.69424938055341
-40.0,-56.0,1.5,41.37786130925114
-36.0,-56.0,1.5,41.06775375598636
-32.0,-56.0,1.5,40.79240969841136
-28.0,-56.0,1.5,40.50529711218068
-24.0,-56.0,1.5,40.227525359368634
-20.0,-56.0,1.5,39.93680136622227
-16.0,-56.0,1.5,39.674752895272505
-12.0,-56.0,1.5,39.349852902152044
-8.0,-56.0,1.5,39.002458776597955
-4.0,-56.0,1.5,38.7763067932425
0.0,-56.0,1.5,38.65152657451023
4.0,-56.0,1.5,38.47166437540909
8.0,-56.0,1.5,38.480366860109314
12.0,-56.0,1.5,38.449698134971364
16.0,-56.0,1.5,38.37327182654659
20.0,-56.0,1.5,38.25318900644659
24.0,-56.0,1.5,38.1681133284825
28.0,-56.0,1.5,38.103829964681594
32.0,-56.0,1.5,38.00609324469613
36.0,-56.0,1.5,37.75447170061227
40.0,-56.0,1.5,37.398365738985
-60.0,-52.0,1.5,43.82427859177159
-56.0,-52.0,1.5,43.389631806136364
-52.0,-52.0,1.5,42.992502360705686
-48.0,-52.0,1.5,42.57865293742841
-44.0,-52.0,1.5,42.23244799330227
-40.0,-52.0,1.5,41.88294452217954
-36.0,-52.0,1.5,41.57909772648409
-32.0,-52.0,1.5,41.27479139500909
-28.0,-52.0,1.5,40.93204179340227
-24.0,-52.0,1.5,40.652258194043185
-20.0,-52.0,1.5,40.366784619992046
-16.0,-52.0,1.5,40.08451556162727
-12.0,-52.0,1.5,39.7849926165
-8.0,-52.0,1.5,39.47236778761773
-4.0,-52.0,1.5,39.21739499020705
0.0,-52.0,1.5,38.97926938746068
4.0,-52.0,1.5,38.86893131645046
8.0,-52.0,1.5,38.80731198490909
12.0,-52.0,1.5,38.72747232263659
16.0,-52.0,1.5,38.64714423999136
20.0,-52.0,1.5,38.54376351935659
24.0,-52.0,1.5,38.46638071070727
28.0,-52.0,1.5,38.412618420921135
32.0,-52.0,1.5,38.27160319987091
36.0,-52.0,1.5,38.00137991470295
40.0,-52.0,1.5,37.53444508801636
-60.0,-48.0,1.5,44.52974263209886
-56.0,-48.0,1.5,44.09367614625682
-52.0,-48.0,1.5,43.65455971723296
-48.0,-48.0,1.5,43.18987868106818
-44.0,-48.0,1.5,42.82844020471363
-40.0,-48.0,1.5,42.444604803971586
-36.0,-48.0,1.5,42.09578682245795
-32.0,-48.0,1.5,41.75490528317045
-28.0,-48.0,1.5,41.43957002121136
-24.0,-48.0,1.5,41.12320994215909
-20.0,-48.0,1.5,40.81420262312386
-16.0,-48.0,1.5,40.493397011645456
-12.0,-48.0,1.5,40.229785399575
-8.0,-48.0,1.5,39.95501221652386
-4.0,-48.0,1.5,39.69056247037841
0.0,-48.0,1.5,39.45915853040045
4.0,-48.0,1.5,39.30954926670954
8.0,-48.0,1.5,39.16304165255455
12.0,-48.0,1.5,39.02797795030227
16.0,-48.0,1.5,38.94218655964091
20.0,-48.0,1.5,38.89385167275341
24.0,-48.0,1.5,38.8377532519875
28.0,-48.0,1.5,38.74678242448296
32.0,-48.0,1.5,38.52517397067
36.0,-48.0,1.5,38.24516317168091
40.0,-48.0,1.5,37.974076884041594
-60.0,-44.0,1.5,45.29877821454545
