Name,Pente (%),Charge (%),Vitesse min. (km/h),Vitesse max. (km/h),Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Eta,RF
VL_DIESEL_EURO1_PM,,,10,130,8.37187E-05,-0.008631174,0.421546835,1.09876E-12,-1.93517E-16,-5.9879E-15,3.704366464,0
VL_DIESEL_EURO2_PM,,,10,130,7.35501E-05,-0.009852937,0.600890388,-9.25002E-10,-8.71252E-13,8.03558E-11,6.938688083,0
VL_DIESEL_EURO3_PM,,,10,130,5.03411E-05,-0.005455682,0.319281393,-1.29996E-13,-3.07318E-16,2.97083E-14,6.199638692,0
VL_DIESEL_EURO4_PM,,,10,130,1.17231E-05,-0.001815729,0.151591448,2.44305E-14,-4.45456E-18,-3.27965E-15,3.368698837,0
VL_DIESEL_EURO5_PM,,,10,130,-2.68933E-07,7.56612E-05,0.023884064,0.082659395,-0.000607959,0.211453856,4.455581988,0
VL_DIESEL_EURO6_PM,,,10,130,0.000467299,0.066409498,-0.325010593,0.960762635,1.137238656,0.546179555,0.289633152,0
