x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
8,-40,5,5.9244289772727275e-05,1.3796477272727271e-05,3.700480113636363e-05,6.560715909090908e-05,5.98835284090909e-05,6.914054545454544e-05,7.599238636363636e-05,5.729781818181818e-05
12,-40,5,5.7137982954545455e-05,1.22695e-05,3.6642045454545454e-05,6.50615625e-05,5.94757346590909e-05,6.824163636363636e-05,7.51198721590909e-05,5.5829454545454536e-05
16,-40,5,5.548356818181817e-05,1.0215113636363636e-05,3.5831874999999996e-05,6.396389204545454e-05,5.933665738636363e-05,6.80829090909091e-05,7.361157670454544e-05,5.4385581818181824e-05
20,-40,5,5.3103170454545453e-05,9.503727272727271e-06,3.522036931818182e-05,6.412488636363636e-05,5.944425852272728e-05,6.776145454545454e-05,7.278670454545453e-05,5.2904345454545456e-05
24,-40,5,5.633220170454545e-05,1.0180204545454544e-05,3.6047755681818176e-05,6.587170454545455e-05,6.074858522727271e-05,6.9708e-05,7.434781249999999e-05,5.524672727272727e-05
32,-40,5,5.343169602272727e-05,9.37465909090909e-06,3.500985795454545e-05,6.341585227272727e-05,5.573399999999999e-05,6.471218181818181e-05,6.757525568181818e-05,5.5599818181818175e-05
36,-40,5,4.7956423295454535e-05,5.12225e-06,3.440957386363637e-05,6.212164772727272e-05,5.432316988636363e-05,6.287272727272727e-05,6.477102272727272e-05,5.368374545454546e-05
40,-40,5,4.477298011363636e-05,4.399545454545454e-06,3.304525568181818e-05,6.088403409090909e-05,5.313488011363636e-05,6.16729090909091e-05,6.360748579545454e-05,5.375296363636364e-05
-60,-36,5,0.00011190221590909091,5.732018181818182e-05,7.514156249999999e-05,0.00010831732954545452,9.520206818181818e-05,0.00010881781818181818,0.0001266063352272727,0.00011191
-56,-36,5,0.00010648764204545453,5.324972727272727e-05,7.13091193181818e-05,0.00010530426136363635,9.193084090909092e-05,0.0001051081818181818,0.00012156901988636363,0.00010662909090909091
-52,-36,5,0.00010282346590909089,4.9019295454545445e-05,6.929775568181818e-05,0.00010054573863636364,8.999776704545455e-05,0.00010118018181818182,0.00011855833806818182,0.000101614
-48,-36,5,9.88813636363636e-05,4.533113636363636e-05,6.585048295454544e-05,9.778948863636361e-05,8.678786931818183e-05,9.894218181818182e-05,0.00011592306818181816,9.698090909090909e-05
-44,-36,5,9.39740625e-05,4.185252272727273e-05,6.265454545454545e-05,9.517499999999998e-05,8.492877272727271e-05,9.533727272727273e-05,0.00011139541193181819,9.277236363636364e-05
-40,-36,5,8.94612784090909e-05,3.8358090909090905e-05,6.1018522727272726e-05,9.270369318181818e-05,8.196669886363633e-05,9.333600000000002e-05,0.00010860558238636363,8.897381818181818e-05
-36,-36,5,8.632943181818182e-05,3.5358704545454546e-05,5.8555454545454543e-05,8.886221590909092e-05,8.026223863636361e-05,9.015381818181818e-05,0.00010432149147727272,8.55349090909091e-05
-32,-36,5,8.37140625e-05,3.2407386363636366e-05,5.589678977272726e-05,8.672670454545453e-05,7.759726704545454e-05,8.722363636363636e-05,0.00010156767045454545,8.238981818181818e-05
-28,-36,5,8.110457386363635e-05,2.989788636363636e-05,5.455088068181818e-05,8.471247159090909e-05,7.606510227272729e-05,8.565381818181818e-05,9.915860795454546e-05,7.947709090909091e-05
-24,-36,5,7.794434659090909e-05,2.7460477272727268e-05,5.2174062499999986e-05,8.229019886363636e-05,7.36884034090909e-05,8.311472727272729e-05,9.517144886363636e-05,7.674600000000001e-05
-20,-36,5,7.51090653409091e-05,2.539734090909091e-05,4.99625e-05,8.050806818181818e-05,7.232423863636363e-05,8.104090909090909e-05,9.260653409090909e-05,7.416654545454544e-05
-16,-36,5,7.403622443181818e-05,2.3517931818181818e-05,4.789147727272727e-05,7.882656249999998e-05,7.021827272727272e-05,7.985563636363636e-05,8.911259943181818e-05,7.172672727272728e-05
-12,-36,5,7.157229545454544e-05,2.1049e-05,4.6876761363636365e-05,7.609900568181818e-05,6.902330113636364e-05,7.78289090909091e-05,8.704275568181818e-05,6.9426e-05
-8,-36,5,6.925505113636364e-05,1.9548249999999997e-05,4.502338068181818e-05,7.4665625e-05,6.71875909090909e-05,7.683690909090907e-05,8.543769886363636e-05,6.726490909090908e-05
-4,-36,5,6.760109659090908e-05,1.8140659090909087e-05,4.330289772727272e-05,7.334465909090908e-05,6.617839772727271e-05,7.509054545454545e-05,8.297563920454544e-05,6.523527272727273e-05
0,-36,5,6.533601136363636e-05,1.7002090909090908e-05,4.253357954545454e-05,7.214477272727272e-05,6.463573295454544e-05,7.351454545454545e-05,8.172660511363635e-05,6.331745454545456e-05
4,-36,5,6.371156249999999e-05,1.6006227272727272e-05,4.121005681818182e-05,7.009678977272727e-05,6.383844886363636e-05,7.282054545454546e-05,7.980707386363635e-05,6.104454545454546e-05
8,-36,5,6.178891193181817e-05,1.5149659090909088e-05,3.984744318181818e-05,6.920786931818181e-05,6.261317045454545e-05,7.152763636363637e-05,7.876448863636362e-05,5.9362545454545455e-05
12,-36,5,5.945172443181817e-05,1.4157136363636361e-05,3.9334943181818176e-05,6.847593749999999e-05,6.205046590909092e-05,7.043145454545454e-05,7.776068181818182e-05,5.7806727272727266e-05
16,-36,5,5.7818224431818176e-05,1.2435363636363637e-05,3.824977272727272e-05,6.714849431818182e-05,6.124948295454544e-05,7.012e-05,7.595914772727271e-05,5.633618181818182e-05
20,-36,5,5.607943465909091e-05,1.039665909090909e-05,3.741948863636363e-05,6.7050625e-05,6.112038068181818e-05,6.989363636363635e-05,7.491988636363636e-05,5.494145454545454e-05
24,-36,5,5.6641602272727264e-05,1.0564749999999999e-05,3.7307585227272717e-05,6.769420454545453e-05,6.19565625e-05,7.129472727272728e-05,7.589599431818182e-05,5.671836363636362e-05
36,-36,5,4.913023295454545e-05,5.161170454545454e-06,3.520960227272728e-05,6.327076704545455e-05,5.3973961363636376e-05,6.767963636363636e-05,6.932748579545455e-05,5.6660545454545446e-05
40,-36,5,4.657898863636363e-05,4.560299999999999e-06,3.4636221590909086e-05,6.21784659090909e-05,5.3934598295454536e-05,6.627509090909091e-05,6.728238636363635e-05,5.754418181818181e-05
-60,-32,5,0.00011933232954545455,6.383527272727272e-05,8.190255681818182e-05,0.0001170463068181818,0.00010119267613636363,0.00011485345454545455,0.00013398198863636364,0.00011778745454545453
-56,-32,5,0.00011528999999999999,5.958781818181818e-05,7.779383522727271e-05,0.00011415795454545455,9.7925625e-05,0.00011080436363636363,0.00012888207386363638,0.00011255218181818181
-52,-32,5,0.0001097675284090909,5.540104545454545e-05,7.559522727272727e-05,0.00010920994318181817,9.585485795454544e-05,0.00010835763636363637,0.0001257319744318182,0.0001073801818181818
-48,-32,5,0.0001042721590909091,5.1004227272727264e-05,7.225499999999999e-05,0.00010619829545454546,9.235322727272728e-05,0.00010426381818181817,0.00012260625,0.00010248618181818182
-44,-32,5,0.0001002334090909091,4.7153090909090904e-05,6.862292613636363e-05,0.00010327528409090908,9.025955113636366e-05,0.00010063036363636363,0.00011766144886363636,9.797745454545454e-05
-40,-32,5,9.674207386363636e-05,4.322593181818182e-05,6.676113636363637e-05,0.000100475,8.694095454545452e-05,9.843490909090909e-05,0.00011491741477272728,9.38729090909091e-05
-36,-32,5,9.31528125e-05,3.983831818181818e-05,6.353798295454545e-05,9.613920454545453e-05,8.499905113636363e-05,9.495163636363637e-05,0.00011018404829545452,9.014036363636364e-05
-32,-32,5,8.881261363636362e-05,3.525636363636364e-05,6.055292613636363e-05,9.368352272727273e-05,8.199652840909089e-05,9.175581818181817e-05,0.00010715102272727272,8.672236363636364e-05
-28,-32,5,8.491678977272726e-05,3.248865909090909e-05,5.904551136363636e-05,9.136249999999999e-05,8.025317045454544e-05,9.006599999999999e-05,0.00010411264204545453,8.355872727272727e-05
-24,-32,5,8.339599431818181e-05,2.996275e-05,5.6392897727272726e-05,8.773664772727271e-05,7.758294886363635e-05,8.729981818181819e-05,9.971498579545455e-05,8.059563636363637e-05
-20,-32,5,8.008874999999998e-05,2.7508522727272727e-05,5.3935142045454545e-05,8.572982954545455e-05,7.604076136363636e-05,8.588127272727272e-05,9.727194602272726e-05,7.779654545454545e-05
-16,-32,5,7.711670454545454e-05,2.5436727272727272e-05,5.164920454545455e-05,8.384133522727272e-05,7.368864204545452e-05,8.34730909090909e-05,9.342734375e-05,7.5144e-05
-12,-32,5,7.515117613636363e-05,2.341565909090909e-05,5.053196022727272e-05,8.082909090909092e-05,7.234607386363635e-05,8.125199999999999e-05,9.116453124999999e-05,7.263599999999999e-05
-8,-32,5,7.260614488636364e-05,2.1679045454545452e-05,4.874767045454546e-05,7.991210227272728e-05,7.03033465909091e-05,8.015672727272727e-05,8.922284090909089e-05,7.027309090909092e-05
-4,-32,5,7.093881818181816e-05,1.9973363636363635e-05,4.684028409090909e-05,7.838241477272725e-05,6.916540909090909e-05,7.849963636363637e-05,8.657058238636363e-05,6.805363636363635e-05
0,-32,5,6.917274715909091e-05,1.851688636363636e-05,4.596207386363635e-05,7.697204545454545e-05,6.74349375e-05,7.672218181818181e-05,8.529089488636364e-05,6.595527272727272e-05
4,-32,5,6.668041193181818e-05,1.725825e-05,4.429042613636363e-05,7.463292613636362e-05,6.650950568181818e-05,7.590363636363637e-05,8.311598011363636e-05,6.346472727272727e-05
8,-32,5,6.460959374999999e-05,1.6220999999999996e-05,4.275624999999999e-05,7.35044318181818e-05,6.508592045454545e-05,7.440527272727272e-05,8.187784090909091e-05,6.162163636363636e-05
12,-32,5,6.271286931818182e-05,1.534956818181818e-05,4.210338068181818e-05,7.248801136363635e-05,6.436786363636363e-05,7.377454545454545e-05,8.054164772727274e-05,5.9936727272727274e-05
16,-32,5,6.027184943181818e-05,1.3845568181818181e-05,4.0763721590909085e-05,7.07269034090909e-05,6.369741477272727e-05,7.261872727272726e-05,7.836285511363636e-05,5.8382727272727275e-05
20,-32,5,5.8464946022727265e-05,1.1355772727272726e-05,3.949519886363636e-05,6.999048295454544e-05,6.323386363636363e-05,7.180818181818184e-05,7.719063920454544e-05,5.699963636363636e-05
36,-32,5,5.1090238636363634e-05,6.5363909090909076e-06,3.564539772727272e-05,6.399451704545454e-05,5.525658409090908e-05,7.041181818181818e-05,7.232007102272726e-05,5.768490909090909e-05
40,-32,5,4.985151136363635e-05,5.769895454545453e-06,3.4905369318181816e-05,6.293076704545453e-05,5.738788124999999e-05,7.020381818181819e-05,6.935167613636361e-05,5.9058909090909094e-05
-60,-28,5,0.0001256371875,6.990068181818182e-05,8.92934659090909e-05,0.00012348011363636361,0.00010726799999999996,0.00012028654545454546,0.0001406483664772727,0.00012288563636363636
-56,-28,5,0.00012093238636363636,6.598968181818182e-05,8.539857954545454e-05,0.0001213869318181818,0.00010472353977272728,0.00011674290909090908,0.0001363439630681818,0.00011828254545454545
-52,-28,5,0.00011696803977272728,6.004729545454544e-05,8.315335227272727e-05,0.00011685909090909087,0.00010278008522727272,0.00011436854545454545,0.00013328730113636362,0.0001133009090909091
-48,-28,5,0.0001131453409090909,5.5475454545454546e-05,7.894636363636363e-05,0.00011384261363636363,9.919576704545455e-05,0.00011019290909090908,0.00012811795454545453,0.00010833654545454545
-44,-28,5,0.00010888338068181819,5.139463636363636e-05,7.490258522727271e-05,0.00011202301136363634,9.691917613636363e-05,0.00010606145454545457,0.00012485428977272725,0.0001036209090909091
-40,-28,5,0.00010336704545454543,4.716736363636363e-05,7.281980113636364e-05,0.00010709289772727271,9.324835227272728e-05,0.00010372654545454544,0.00012152987215909089,9.924727272727273e-05
-36,-28,5,9.818667613636362e-05,4.3497750000000005e-05,6.917644886363637e-05,0.00010418039772727272,9.10429943181818e-05,9.996563636363637e-05,0.00011632913352272726,9.522509090909091e-05
-32,-28,5,9.460176136363635e-05,3.979331818181818e-05,6.580275568181818e-05,0.00010138948863636363,8.763860795454543e-05,9.795054545454546e-05,0.00011338215909090909,9.152163636363637e-05
-28,-28,5,9.154789772727272e-05,3.6630999999999995e-05,6.268147727272727e-05,9.873210227272728e-05,8.563406249999998e-05,9.50149090909091e-05,0.00010839654829545453,8.808709090909091e-05
-24,-28,5,8.746926136363637e-05,3.372625e-05,6.112156249999999e-05,9.463096590909089e-05,8.258989772727273e-05,9.1998e-05,0.00010517941761363634,8.486872727272727e-05
-20,-28,5,8.475161931818181e-05,3.088443181818181e-05,5.8713721590909074e-05,9.23153409090909e-05,8.081742613636363e-05,9.046254545454547e-05,0.00010210428977272727,8.182581818181818e-05
-16,-28,5,8.137508522727272e-05,2.8501000000000004e-05,5.61325284090909e-05,9.013181818181819e-05,7.814338636363637e-05,8.780672727272728e-05,9.791529829545454e-05,7.893381818181819e-05
-12,-28,5,8.011176136363637e-05,2.6181795454545452e-05,5.487284090909091e-05,8.672869318181815e-05,7.660752272727273e-05,8.534290909090909e-05,9.574758522727272e-05,7.618854545454546e-05
-8,-28,5,7.719622159090909e-05,2.4221704545454547e-05,5.258747159090908e-05,8.486394886363636e-05,7.429370454545454e-05,8.411618181818181e-05,9.242353693181817e-05,7.359599999999999e-05
-4,-28,5,7.448755397727273e-05,2.1571772727272723e-05,5.047190340909091e-05,8.312284090909092e-05,7.299277840909091e-05,8.193763636363636e-05,9.067001420454544e-05,7.11621818181818e-05
0,-28,5,7.260075e-05,1.9911363636363635e-05,4.948477272727273e-05,8.034698863636363e-05,7.10231931818182e-05,8.088199999999999e-05,8.913882102272726e-05,6.831272727272726e-05
4,-28,5,6.995485227272727e-05,1.837290909090909e-05,4.761886363636363e-05,7.889681818181818e-05,6.994372159090907e-05,7.899436363636364e-05,8.670132102272726e-05,6.615e-05
8,-28,5,6.805554545454545e-05,1.7007022727272726e-05,4.5888778409090906e-05,7.813965909090909e-05,6.828388636363635e-05,7.728818181818182e-05,8.539227272727272e-05,6.413036363636364e-05
12,-28,5,6.577335511363637e-05,1.5948954545454544e-05,4.50975284090909e-05,7.684522727272726e-05,6.739496590909091e-05,7.681618181818181e-05,8.292264204545454e-05,6.228254545454545e-05
16,-28,5,6.279721874999998e-05,1.4996454545454544e-05,4.3703892045454544e-05,7.468465909090908e-05,6.600980113636363e-05,7.541127272727273e-05,8.119700284090908e-05,6.061654545454545e-05
20,-28,5,6.006738068181818e-05,1.3858863636363635e-05,4.212184659090908e-05,7.355889204545454e-05,6.533803977272728e-05,7.430018181818182e-05,7.939436079545454e-05,5.90489090909091e-05
24,-28,5,5.764116477272727e-05,1.1995818181818182e-05,4.0083749999999994e-05,7.308522727272726e-05,6.592985795454545e-05,7.548709090909091e-05,7.827181818181818e-05,5.817745454545455e-05
28,-28,5,5.526805397727273e-05,1.0172681818181817e-05,4.010721590909091e-05,7.223019886363636e-05,6.571424999999999e-05,7.495254545454545e-05,7.662447443181818e-05,5.644072727272727e-05
32,-28,5,5.345976988636362e-05,8.495045454545454e-06,4.021210227272726e-05,7.275434659090909e-05,6.575672727272726e-05,7.46290909090909e-05,7.551430397727271e-05,5.726327272727273e-05
36,-28,5,5.3096420454545456e-05,8.526136363636362e-06,4.022252840909091e-05,7.265664772727274e-05,6.324293181818181e-05,7.448399999999999e-05,7.532521306818179e-05,5.932309090909092e-05
40,-28,5,5.219670170454545e-05,8.053022727272727e-06,3.6254374999999995e-05,6.789187499999999e-05,6.379895454545455e-05,7.316672727272728e-05,7.289122159090908e-05,6.050127272727273e-05
-60,-24,5,0.0001294044034090909,7.251227272727272e-05,9.445397727272725e-05,0.00012689460227272725,0.0001100590909090909,0.000123762,0.00014463183238636363,0.00012567327272727273
-56,-24,5,0.00012773965909090908,6.978204545454545e-05,9.219119318181818e-05,0.0001273642045454545,0.00010934855113636362,0.00012275181818181819,0.00014279225852272724,0.0001228001818181818
-52,-24,5,0.0001249816193181818,6.617154545454545e-05,9.039460227272727e-05,0.00012487869318181816,0.00010808174999999997,0.00012001272727272727,0.00014031930397727274,0.00011875181818181817
-48,-24,5,0.00012026454545454544,6.181852272727273e-05,8.62772727272727e-05,0.0001225122159090909,0.00010497864204545455,0.00011621054545454544,0.0001357508380681818,0.00011417163636363638
-44,-24,5,0.0001148187784090909,5.763618181818181e-05,8.196514204545455e-05,0.00011968210227272726,0.00010276612499999997,0.00011383018181818181,0.00013247480113636362,0.00010950945454545454
-40,-24,5,0.00011057215909090906,5.314656818181818e-05,7.776204545454545e-05,0.000114709375,9.89809943181818e-05,0.00010975872727272726,0.00012701480113636363,0.00010500345454545454
-36,-24,5,0.00010674076704545456,4.915190909090909e-05,7.560917613636363e-05,0.00011161079545454545,9.661324431818182e-05,0.00010582381818181819,0.00012346232954545453,0.0001007550909090909
-32,-24,5,0.00010141696022727274,4.5346954545454536e-05,7.228187500000001e-05,0.00010856874999999999,9.290316477272727e-05,0.00010371436363636365,0.00011983710227272726,9.678927272727272e-05
-28,-24,5,9.774230113636362e-05,4.146813636363636e-05,6.870079545454546e-05,0.00010679886363636364,9.067883522727271e-05,0.00010017,0.00011436842329545451,9.308563636363635e-05
-24,-24,5,9.31569034090909e-05,3.6852863636363635e-05,6.691769886363636e-05,0.00010221278409090909,8.729855113636363e-05,9.687436363636364e-05,0.00011128092329545456,8.960399999999999e-05
-20,-24,5,9.008258522727271e-05,3.368834090909091e-05,6.37553409090909e-05,9.954687499999999e-05,8.531285795454547e-05,9.520036363636363e-05,0.00010628848011363636,8.630236363636363e-05
-16,-24,5,8.74125e-05,3.104145454545454e-05,6.0837585227272717e-05,9.701818181818182e-05,8.233133522727271e-05,9.22701818181818e-05,0.00010326117897727271,8.315236363636365e-05
-12,-24,5,8.382426136363636e-05,2.8460977272727273e-05,5.941914772727271e-05,9.317045454545454e-05,8.060945454545455e-05,9.114818181818181e-05,0.00010059230113636362,8.01441818181818e-05
-8,-24,5,8.146559659090909e-05,2.6312068181818178e-05,5.685372159090908e-05,9.09940340909091e-05,7.802896022727271e-05,8.849727272727272e-05,9.698738636363635e-05,7.729018181818182e-05
-4,-24,5,7.844420454545455e-05,2.435556818181818e-05,5.448440340909091e-05,8.895255681818181e-05,7.656731249999999e-05,8.604109090909091e-05,9.523700284090909e-05,7.460999999999999e-05
0,-24,5,7.652715340909091e-05,2.2383727272727273e-05,5.336767045454545e-05,8.580681818181818e-05,7.43642215909091e-05,8.483181818181818e-05,9.238291193181817e-05,7.149381818181818e-05
4,-24,5,7.449187499999999e-05,2.0657636363636362e-05,5.1520511363636366e-05,8.408048295454544e-05,7.314132954545453e-05,8.270327272727273e-05,9.08437784090909e-05,6.915163636363635e-05
8,-24,5,7.164163636363636e-05,1.8857227272727272e-05,4.9550454545454544e-05,8.2461875e-05,7.126600568181818e-05,8.077963636363637e-05,8.919698863636364e-05,6.695618181818182e-05
12,-24,5,6.870730397727272e-05,1.7313e-05,4.7708039772727264e-05,8.094522727272727e-05,7.078276704545454e-05,7.991236363636365e-05,8.62875e-05,6.492109090909091e-05
16,-24,5,6.629241477272725e-05,1.589440909090909e-05,4.682869318181818e-05,7.851795454545455e-05,6.915980113636364e-05,7.82790909090909e-05,8.44798721590909e-05,6.316363636363635e-05
20,-24,5,6.385364488636362e-05,1.4571886363636362e-05,4.508465909090908e-05,7.779852272727272e-05,6.834008522727272e-05,7.758818181818181e-05,8.145017045454544e-05,6.163145454545455e-05
24,-24,5,6.050610511363636e-05,1.254397727272727e-05,4.3498494318181815e-05,7.681982954545453e-05,6.775996022727271e-05,7.676509090909091e-05,7.962536931818181e-05,6.0178909090909084e-05
28,-24,5,5.6675301136363636e-05,1.1607749999999999e-05,4.312119318181817e-05,7.560747159090907e-05,6.716289204545454e-05,7.61209090909091e-05,7.838612215909091e-05,5.904727272727273e-05
32,-24,5,5.520707386363636e-05,1.0762704545454544e-05,4.225204545454544e-05,7.627338068181817e-05,6.817900568181817e-05,7.778345454545455e-05,7.916815340909092e-05,6.084181818181818e-05
36,-24,5,5.53141534090909e-05,1.0081704545454545e-05,4.177494318181818e-05,7.631573863636362e-05,6.778597159090909e-05,7.690745454545455e-05,7.908764204545455e-05,6.264472727272726e-05
40,-24,5,5.540525284090908e-05,9.683522727272727e-06,4.2032670454545445e-05,7.538767045454545e-05,6.759792613636365e-05,7.592836363636362e-05,7.643630681818181e-05,6.249545454545454e-05
-60,-20,5,0.00012752846590909092,6.941954545454546e-05,9.412670454545454e-05,0.00012281363636363636,0.00010888905681818181,0.00012435072727272727,0.00014645257102272724,0.00012413745454545452
-56,-20,5,0.0001292300284090909,7.115863636363636e-05,9.628977272727273e-05,0.00012734857954545454,0.00011161547727272726,0.0001250212727272727,0.0001467703693181818,0.00012429636363636362
-52,-20,5,0.00012828937499999998,6.992681818181819e-05,9.497301136363636e-05,0.00012948181818181817,0.00011211852272727274,0.00012408436363636364,0.00014475887784090908,0.000122436
-48,-20,5,0.00012609894886363634,6.717640909090908e-05,9.348750000000002e-05,0.00012921420454545452,0.00011076068181818182,0.00012144218181818181,0.00014248664772727271,0.0001191490909090909
-44,-20,5,0.00012328414772727272,6.201245454545455e-05,9.00963068181818e-05,0.00012763465909090908,0.00010915609090909088,0.000119466,0.00013957605113636362,0.00011512581818181817
-40,-20,5,0.00011825258522727271,5.763315909090909e-05,8.577357954545455e-05,0.00012346619318181817,0.00010575063068181818,0.00011566436363636362,0.0001346558096590909,0.00011083963636363635
-36,-20,5,0.00011415144886363638,5.3548318181818176e-05,8.346267045454546e-05,0.00012047244318181818,0.00010339063636363634,0.00011389454545454547,0.00013103335227272728,0.00010656381818181817
-32,-20,5,0.00010861670454545453,4.956788636363635e-05,7.918207386363636e-05,0.00011731278409090908,9.948809659090909e-05,0.0001100321818181818,0.00012524078125,0.00010244181818181817
-28,-20,5,0.00010468508522727271,4.541893181818182e-05,7.512849431818181e-05,0.00011412073863636363,9.705997159090909e-05,0.00010629145454545454,0.00012139082386363633,9.8526e-05
-24,-20,5,0.0001011978409090909,4.1834272727272724e-05,7.310775568181818e-05,0.00010918863636363632,9.331958522727271e-05,0.00010434800000000001,0.00011756782670454546,9.480981818181817e-05
-20,-20,5,9.639741477272726e-05,3.820661363636363e-05,6.950701704545454e-05,0.00010620994318181818,9.108928977272725e-05,0.00010088563636363635,0.00011213774147727273,9.126163636363635e-05
-16,-20,5,9.31709659090909e-05,3.515561363636364e-05,6.618619318181816e-05,0.00010336051136363634,8.773561363636365e-05,9.76210909090909e-05,0.00010923859375,8.785145454545455e-05
-12,-20,5,8.905755681818182e-05,3.213845454545454e-05,6.457392045454545e-05,0.00010015,8.5785e-05,9.594927272727272e-05,0.00010474066761363635,8.456781818181819e-05
-8,-20,5,8.649383522727273e-05,2.965040909090909e-05,6.20153125e-05,9.761278409090908e-05,8.286599999999999e-05,9.298309090909092e-05,0.00010230021306818182,8.1426e-05
-4,-20,5,8.399531250000001e-05,2.7417363636363634e-05,5.929965909090908e-05,9.522556818181819e-05,8.120365909090908e-05,9.022745454545454e-05,0.00010025031249999998,7.846309090909091e-05
0,-20,5,8.08128409090909e-05,2.5223590909090904e-05,5.679821022727273e-05,9.167556818181817e-05,7.870251136363635e-05,8.885618181818181e-05,9.710556818181818e-05,7.504418181818183e-05
4,-20,5,7.86528409090909e-05,2.2643386363636363e-05,5.5621278409090895e-05,8.964715909090908e-05,7.72990909090909e-05,8.681563636363638e-05,9.547410511363636e-05,7.251872727272727e-05
8,-20,5,7.564696875e-05,2.0785022727272726e-05,5.339346590909091e-05,8.774318181818182e-05,7.515148295454544e-05,8.570618181818183e-05,9.241005681818182e-05,7.01590909090909e-05
12,-20,5,7.363442045454544e-05,1.916031818181818e-05,5.131170454545454e-05,8.59619318181818e-05,7.395722727272727e-05,8.368636363636364e-05,9.032821022727272e-05,6.793036363636364e-05
16,-20,5,7.155115056818182e-05,1.7318499999999997e-05,5.032230113636363e-05,8.324590909090908e-05,7.282084090909088e-05,8.177672727272727e-05,8.789569602272727e-05,6.603054545454545e-05
20,-20,5,6.852359659090907e-05,1.5605659090909088e-05,4.8422272727272716e-05,8.17753125e-05,7.106710227272728e-05,8.086581818181819e-05,8.442613636363636e-05,6.454054545454544e-05
24,-20,5,6.448129261363636e-05,1.3680340909090909e-05,4.669815340909091e-05,8.059019886363637e-05,7.018999431818182e-05,7.941981818181819e-05,8.267113636363636e-05,6.333727272727273e-05
28,-20,5,5.934536079545454e-05,1.006806818181818e-05,4.629318181818182e-05,8.004056818181819e-05,7.016875568181818e-05,7.990581818181818e-05,8.27149005681818e-05,6.256872727272726e-05
-60,-16,5,0.0001226500568181818,5.9704659090909084e-05,8.601477272727272e-05,0.00011563948863636361,0.00010481911363636361,0.0001217261818181818,0.00014375636363636363,0.00011842818181818183
-56,-16,5,0.0001255144602272727,6.590238636363636e-05,9.247329545454544e-05,0.00012191647727272728,0.00010949006249999999,0.00012368945454545454,0.00014597633522727273,0.00012108
-52,-16,5,0.00012818710227272724,6.81416590909091e-05,9.705170454545453e-05,0.00012853835227272727,0.00011200445454545455,0.0001256210909090909,0.00014745970170454545,0.00012237127272727273
-48,-16,5,0.00012861281250000001,6.844159090909091e-05,9.814772727272726e-05,0.00013076079545454544,0.00011342517613636364,0.0001258732727272727,0.00014705160511363638,0.00012166072727272727
-44,-16,5,0.00012767011363636364,6.635652272727272e-05,9.676022727272726e-05,0.0001321653409090909,0.00011314764204545454,0.00012447545454545453,0.00014543140625,0.0001193409090909091
-40,-16,5,0.00012458224431818182,6.327684090909092e-05,9.340738636363635e-05,0.00013064659090909091,0.00011096829545454547,0.00012170709090909092,0.00014134637784090907,0.00011601999999999999
-36,-16,5,0.00012125173295454545,5.9435431818181814e-05,9.128778409090907e-05,0.00012858835227272727,0.00010900527272727272,0.00011987690909090908,0.00013801605113636362,0.00011219290909090909
-32,-16,5,0.00011778519886363634,5.554754545454546e-05,8.684488636363636e-05,0.00012584772727272726,0.00010530497727272727,0.00011621254545454544,0.0001328149431818182,0.00010820454545454545
-28,-16,5,0.00011242892045454546,5.1302113636363636e-05,8.241133522727273e-05,0.00012092613636363633,0.00010284475568181818,0.00011242509090909089,0.00012887339488636362,0.00010425109090909091
-24,-16,5,0.00010854485795454546,4.747661363636362e-05,8.016184659090908e-05,0.00011764488636363635,9.891167045454544e-05,0.00011041054545454547,0.00012486592329545451,0.00010041054545454546
-20,-16,5,0.00010335119318181819,4.348088636363636e-05,7.659883522727272e-05,0.00011436278409090909,9.651074999999998e-05,0.00010718145454545453,0.00011903642045454545,9.668618181818182e-05
-16,-16,5,9.843928977272727e-05,3.8652522727272724e-05,7.276903409090907e-05,0.00011115397727272726,9.28501875e-05,0.00010356745454545455,0.00011550019886363636,9.305945454545454e-05
-12,-16,5,9.659914772727272e-05,3.558324999999999e-05,6.923482954545454e-05,0.00010645539772727272,9.069756818181818e-05,0.00010167818181818182,0.0001106586221590909,8.952036363636365e-05
-8,-16,5,9.220730113636364e-05,3.251181818181818e-05,6.752764204545454e-05,0.00010358892045454544,8.745867613636363e-05,9.833509090909092e-05,0.00010827928977272725,8.608745454545454e-05
-4,-16,5,8.937664772727273e-05,3.001295454545454e-05,6.44271875e-05,0.00010088551136363635,8.559922159090909e-05,9.661709090909091e-05,0.00010602681818181817,8.281200000000002e-05
0,-16,5,8.575798295454545e-05,2.755329545454545e-05,6.157775568181817e-05,9.699630681818181e-05,8.280025568181817e-05,9.366763636363634e-05,0.00010250684659090907,7.904181818181817e-05
4,-16,5,8.347985795454545e-05,2.5549113636363637e-05,6.023227272727272e-05,9.557897727272726e-05,8.12103409090909e-05,9.100563636363637e-05,0.0001005084659090909,7.630309090909092e-05
8,-16,5,8.116874999999999e-05,2.3533181818181814e-05,5.769735795454545e-05,9.336051136363636e-05,7.943667613636364e-05,8.97610909090909e-05,9.697039772727272e-05,7.377745454545455e-05
12,-16,5,7.794051136363636e-05,2.1846340909090905e-05,5.532264204545455e-05,9.01090909090909e-05,7.79972215909091e-05,8.750563636363636e-05,9.485808238636362e-05,7.136727272727274e-05
