x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
32,-56,12,3.490054261363636e-05,3.683479545454545e-06,2.2104687499999998e-05,4.244619318181817e-05,4.0389884659090906e-05,4.5476527272727266e-05,4.505840625e-05,3.2881090909090916e-05
36,-56,12,3.385861363636363e-05,3.0206e-06,2.194502840909091e-05,4.250846590909091e-05,4.025029431818181e-05,4.442207272727273e-05,4.385518607954545e-05,3.342465454545455e-05
40,-56,12,3.197357386363636e-05,2.2503545454545452e-06,2.1405880681818178e-05,4.397957386363636e-05,3.9831690340909083e-05,4.32926e-05,4.273068607954544e-05,3.367510909090909e-05
-60,-52,12,6.769370454545455e-05,3.809277272727272e-05,4.828318181818181e-05,6.764264204545454e-05,5.9251798295454527e-05,6.642836363636364e-05,8.100809659090908e-05,7.291818181818182e-05
-56,-52,12,6.437955681818181e-05,3.52905e-05,4.6943721590909096e-05,6.57696875e-05,5.721026420454544e-05,6.490054545454546e-05,7.883964488636364e-05,6.903054545454544e-05
-52,-52,12,6.126466193181817e-05,3.243495454545454e-05,4.467559659090908e-05,6.405900568181818e-05,5.688997840909089e-05,6.266581818181818e-05,7.683000000000001e-05,6.555999999999999e-05
-48,-52,12,5.89318721590909e-05,2.9977272727272726e-05,4.260423295454545e-05,6.143511363636365e-05,5.504976988636364e-05,6.071272727272727e-05,7.392568181818182e-05,6.251345454545454e-05
-44,-52,12,5.7041565340909095e-05,2.751918181818182e-05,4.158409090909091e-05,6.0043181818181815e-05,5.4074832954545444e-05,5.9764545454545455e-05,7.215480113636363e-05,5.9869272727272724e-05
-40,-52,12,5.4625295454545445e-05,2.5411363636363633e-05,3.977139204545454e-05,5.876911931818181e-05,5.247258068181818e-05,5.837690909090909e-05,6.975829545454545e-05,5.757545454545454e-05
-36,-52,12,5.296333806818182e-05,2.3468340909090907e-05,3.809835227272727e-05,5.720857954545454e-05,5.161313181818181e-05,5.6908000000000005e-05,6.809211647727272e-05,5.555836363636363e-05
-32,-52,12,5.118067329545454e-05,2.1576431818181816e-05,3.7299374999999996e-05,5.6137471590909086e-05,5.0220819886363645e-05,5.620145454545454e-05,6.643147727272727e-05,5.373985454545454e-05
-28,-52,12,4.971080965909091e-05,1.9359045454545454e-05,3.581556818181818e-05,5.515428977272727e-05,4.946907954545455e-05,5.493672727272727e-05,6.407559659090909e-05,5.2055381818181824e-05
-24,-52,12,4.920320454545454e-05,1.7848204545454544e-05,3.4598721590909085e-05,5.424769886363636e-05,4.827896420454545e-05,5.434123636363635e-05,6.251042613636363e-05,5.0464290909090914e-05
-20,-52,12,4.81452443181818e-05,1.655459090909091e-05,3.3294176136363636e-05,5.2685227272727264e-05,4.765201875e-05,5.327241818181819e-05,6.065441761363636e-05,4.8952781818181824e-05
-16,-52,12,4.755666477272727e-05,1.5276636363636364e-05,3.269826704545454e-05,5.1969488636363634e-05,4.6680553977272726e-05,5.2341418181818186e-05,5.9367528409090907e-05,4.752532727272727e-05
-12,-52,12,4.674745738636363e-05,1.4156704545454546e-05,3.153428977272727e-05,5.133196022727272e-05,4.620468920454545e-05,5.1968872727272734e-05,5.8280624999999994e-05,4.618941818181818e-05
-8,-52,12,4.6207610795454545e-05,1.3082863636363636e-05,3.0466022727272727e-05,5.0150767045454536e-05,4.548325568181818e-05,5.128281818181818e-05,5.6997613636363636e-05,4.4937163636363635e-05
-4,-52,12,4.760626704545454e-05,1.2246022727272725e-05,3.058463068181818e-05,5.120303977272727e-05,4.7102606249999994e-05,5.3359199999999996e-05,5.927630681818181e-05,4.595318181818181e-05
0,-52,12,4.639996022727273e-05,1.1180022727272726e-05,2.9675710227272725e-05,5.0740653409090905e-05,4.6424198863636355e-05,5.3000563636363637e-05,5.823538352272727e-05,4.466323636363636e-05
4,-52,12,4.5007235795454544e-05,1.0050545454545453e-05,2.8818096590909083e-05,4.966997159090909e-05,4.599930681818181e-05,5.218167272727273e-05,5.748917613636364e-05,4.29268909090909e-05
8,-52,12,4.3663985795454536e-05,8.999090909090909e-06,2.849147727272727e-05,4.919951704545455e-05,4.525195738636363e-05,5.140552727272727e-05,5.68183096590909e-05,3.933110909090908e-05
12,-52,12,4.081911647727273e-05,7.916931818181818e-06,2.7187471590909094e-05,4.757014204545454e-05,4.308196534090909e-05,4.873685454545454e-05,5.305215056818181e-05,3.779521818181818e-05
16,-52,12,3.958854545454545e-05,7.151590909090909e-06,2.6369886363636362e-05,4.7229971590909084e-05,4.2594908522727264e-05,4.82384e-05,5.2361211647727267e-05,3.618078181818181e-05
20,-52,12,3.859448011363636e-05,6.2465863636363625e-06,2.558528409090909e-05,4.633014204545454e-05,4.2500611363636355e-05,4.8153309090909095e-05,5.105807244318181e-05,3.460845454545454e-05
24,-52,12,3.797994886363637e-05,5.584779545454545e-06,2.5360880681818176e-05,4.6194857954545446e-05,4.2227539772727275e-05,4.773165454545455e-05,4.997633948863635e-05,3.3489145454545446e-05
28,-52,12,3.7809946022727274e-05,4.930102272727272e-06,2.464150568181818e-05,4.611107954545454e-05,4.215451704545455e-05,4.705019999999999e-05,4.822831960227272e-05,3.3255145454545455e-05
32,-52,12,3.675510511363636e-05,4.216479545454545e-06,2.395528409090909e-05,4.535326704545454e-05,4.169028579545454e-05,4.63330909090909e-05,4.606047727272726e-05,3.3740999999999994e-05
36,-52,12,3.5102071022727274e-05,3.5059954545454543e-06,2.3813579545454545e-05,4.526286931818181e-05,4.133317840909091e-05,4.4957400000000004e-05,4.470888352272727e-05,3.438110909090909e-05
40,-52,12,3.4489738636363636e-05,2.8283159090909088e-06,2.3736193181818183e-05,4.661863636363637e-05,4.089955227272727e-05,4.5839254545454545e-05,4.554622017045454e-05,3.668445454545454e-05
-60,-48,12,7.12321875e-05,4.2927e-05,5.2709914772727266e-05,7.399920454545454e-05,6.4929375e-05,7.043345454545453e-05,8.571690340909091e-05,7.722018181818183e-05
-56,-48,12,6.837450852272726e-05,3.9768840909090905e-05,5.115982954545455e-05,7.171164772727273e-05,6.233480113636363e-05,6.879545454545453e-05,8.32878977272727e-05,7.290309090909091e-05
-52,-48,12,6.485215909090909e-05,3.652688636363636e-05,4.858397727272727e-05,6.963068181818181e-05,6.092410227272726e-05,6.630127272727272e-05,8.125129261363635e-05,6.905218181818181e-05
-48,-48,12,6.253003125e-05,3.263775e-05,4.624454545454545e-05,6.653119318181818e-05,5.8681469318181813e-05,6.410854545454545e-05,7.793259943181817e-05,6.56789090909091e-05
-44,-48,12,6.005505681818181e-05,2.9923272727272726e-05,4.507744318181818e-05,6.486048295454545e-05,5.744104943181817e-05,6.302763636363636e-05,7.592147727272726e-05,6.276181818181817e-05
-40,-48,12,5.729131534090908e-05,2.760277272727273e-05,4.304568181818182e-05,6.333681818181817e-05,5.550729545454544e-05,6.116872727272728e-05,7.296693181818183e-05,6.024218181818181e-05
-36,-48,12,5.5384031249999994e-05,2.545975e-05,4.141105113636363e-05,6.094113636363637e-05,5.4430747159090896e-05,6.02510909090909e-05,7.107306818181817e-05,5.803472727272728e-05
-32,-48,12,5.392342329545454e-05,2.336731818181818e-05,3.966079545454546e-05,5.969536931818181e-05,5.2772761363636364e-05,5.864963636363636e-05,6.944326704545454e-05,5.604872727272727e-05
-28,-48,12,5.2132346590909084e-05,2.159409090909091e-05,3.8820227272727274e-05,5.8550937499999995e-05,5.184760397727273e-05,5.718945454545455e-05,6.678620738636362e-05,5.4207218181818184e-05
-24,-48,12,5.103672443181818e-05,1.987715909090909e-05,3.72728125e-05,5.6656136363636346e-05,5.044412386363637e-05,5.667909090909091e-05,6.502714488636363e-05,5.246067272727273e-05
-20,-48,12,4.9806818181818185e-05,1.842306818181818e-05,3.582957386363636e-05,5.614988636363636e-05,4.967544034090909e-05,5.543418181818182e-05,6.270838068181816e-05,5.078830909090909e-05
-16,-48,12,4.87871846590909e-05,1.7002227272727274e-05,3.515715909090909e-05,5.5271619318181814e-05,4.851865056818181e-05,5.432190909090909e-05,6.127745738636364e-05,4.919038181818182e-05
-12,-48,12,4.850028409090909e-05,1.5780818181818183e-05,3.3871590909090906e-05,5.447298295454545e-05,4.7910939204545455e-05,5.382856363636363e-05,6.0199602272727266e-05,4.767321818181818e-05
-8,-48,12,4.761176420454545e-05,1.4632272727272725e-05,3.268468749999999e-05,5.306147727272726e-05,4.7006698295454544e-05,5.293341818181818e-05,5.866065340909091e-05,4.6234000000000005e-05
-4,-48,12,4.668583806818181e-05,1.3446e-05,3.2188863636363634e-05,5.245946022727273e-05,4.6556880681818175e-05,5.214583636363636e-05,5.7844090909090914e-05,4.4848818181818176e-05
0,-48,12,4.591447159090909e-05,1.1934795454545455e-05,3.128494318181818e-05,5.192468749999999e-05,4.5840196022727274e-05,5.177263636363636e-05,5.672265625e-05,4.3475909090909085e-05
4,-48,12,4.506394602272726e-05,1.0803068181818181e-05,3.035278409090909e-05,5.0834517045454535e-05,4.54552159090909e-05,5.102509090909091e-05,5.607413352272728e-05,4.172381818181819e-05
8,-48,12,4.394030113636364e-05,9.74884090909091e-06,3.0006818181818175e-05,5.0410880681818176e-05,4.480502727272728e-05,5.0654272727272725e-05,5.5510923295454545e-05,4.0283472727272726e-05
12,-48,12,4.2342775568181816e-05,8.711113636363635e-06,2.9177017045454544e-05,5.0046590909090906e-05,4.450662443181818e-05,5.0156400000000007e-05,5.45034971590909e-05,3.878630909090909e-05
16,-48,12,4.078805113636363e-05,7.83531818181818e-06,2.8389999999999998e-05,4.914911931818181e-05,4.4055625568181814e-05,4.9690563636363636e-05,5.382723863636363e-05,3.720487272727273e-05
20,-48,12,3.9955499999999994e-05,7.09090909090909e-06,2.7642500000000002e-05,4.898480113636363e-05,4.431378238636364e-05,4.962401818181818e-05,5.2480519886363627e-05,3.562758181818182e-05
24,-48,12,3.948494318181818e-05,6.3995863636363634e-06,2.74578125e-05,4.888769886363636e-05,4.402058181818181e-05,4.9082163636363644e-05,5.1010762784090904e-05,3.4494145454545454e-05
28,-48,12,3.8862204545454544e-05,5.764940909090909e-06,2.6749488636363638e-05,4.8926051136363636e-05,4.375651874999999e-05,4.807232727272728e-05,4.91137784090909e-05,3.4239399999999996e-05
32,-48,12,3.821604545454544e-05,5.059225e-06,2.6035965909090908e-05,4.955005681818182e-05,4.2943759090909087e-05,4.70742e-05,4.730199573863636e-05,3.4686054545454545e-05
36,-48,12,3.664199147727272e-05,4.319231818181817e-06,2.5857244318181815e-05,4.919468750000001e-05,4.2294524999999995e-05,4.572758181818182e-05,4.603047017045454e-05,3.537303636363637e-05
40,-48,12,3.667190625e-05,3.575738636363636e-06,2.581025568181818e-05,4.886505681818182e-05,4.337436647727272e-05,4.699701818181819e-05,4.6961078125e-05,3.7852890909090915e-05
-60,-44,12,7.620747443181818e-05,4.698263636363636e-05,5.7719971590909093e-05,8.02622159090909e-05,7.0237125e-05,7.489254545454546e-05,9.148491477272726e-05,8.216963636363635e-05
-56,-44,12,7.333560511363635e-05,4.3514022727272725e-05,5.591511363636363e-05,7.86075284090909e-05,6.79632784090909e-05,7.308072727272727e-05,8.869840909090907e-05,7.735272727272727e-05
-52,-44,12,7.020337500000001e-05,3.993338636363636e-05,5.2955198863636364e-05,7.607803977272728e-05,6.611241477272727e-05,7.024054545454545e-05,8.467985795454545e-05,7.305618181818181e-05
-48,-44,12,6.637142045454545e-05,3.687634090909091e-05,5.0635710227272724e-05,7.239903409090909e-05,6.331332954545453e-05,6.914236363636364e-05,8.228796875e-05,6.929872727272727e-05
-44,-44,12,6.354869318181817e-05,3.400754545454545e-05,4.817269886363636e-05,7.038460227272726e-05,6.170957386363635e-05,6.674981818181819e-05,8.025339488636363e-05,6.606036363636363e-05
-40,-44,12,6.127721590909092e-05,3.111520454545454e-05,4.694519886363635e-05,6.854653409090909e-05,5.933505852272727e-05,6.457818181818183e-05,7.687948863636362e-05,6.327490909090908e-05
-36,-44,12,5.840570454545455e-05,2.8658749999999997e-05,4.481622159090909e-05,6.573085227272727e-05,5.797690738636363e-05,6.348563636363637e-05,7.473079545454544e-05,6.084490909090909e-05
-32,-44,12,5.6476022727272713e-05,2.6235727272727273e-05,4.285451704545455e-05,6.423588068181819e-05,5.598052329545454e-05,6.161436363636363e-05,7.163110795454544e-05,5.866399999999999e-05
-28,-44,12,5.440024431818181e-05,2.4195590909090906e-05,4.190022727272727e-05,6.286465909090909e-05,5.484223977272727e-05,5.992545454545454e-05,6.95911789772727e-05,5.6642000000000004e-05
-24,-44,12,5.2691343749999996e-05,2.2215590909090908e-05,4.0178352272727265e-05,6.065778409090908e-05,5.317727386363637e-05,5.9097999999999996e-05,6.789379261363635e-05,5.472018181818181e-05
-20,-44,12,5.2119767045454544e-05,1.992722727272727e-05,3.857835227272727e-05,5.9535738636363626e-05,5.224375227272727e-05,5.766090909090908e-05,6.527920454545454e-05,5.2872090909090915e-05
-16,-44,12,5.087843181818181e-05,1.8486727272727273e-05,3.782417613636364e-05,5.8508749999999994e-05,5.087123522727273e-05,5.6976727272727275e-05,6.367082386363635e-05,5.1095600000000006e-05
-12,-44,12,4.982745170454545e-05,1.7068499999999998e-05,3.65725e-05,5.756823863636363e-05,5.012157102272727e-05,5.594472727272727e-05,6.166007102272727e-05,4.93972e-05
-8,-44,12,4.921670454545454e-05,1.5853113636363637e-05,3.524267045454545e-05,5.595116477272726e-05,4.901691136363636e-05,5.4840727272727274e-05,6.0557471590909095e-05,4.7778818181818183e-05
-4,-44,12,4.8262985795454544e-05,1.4604499999999999e-05,3.466301136363636e-05,5.5580994318181807e-05,4.8439542613636364e-05,5.4323290909090906e-05,5.972853693181818e-05,4.6228509090909096e-05
0,-44,12,4.792323579545455e-05,1.3481318181818182e-05,3.3517215909090903e-05,5.490826704545454e-05,4.756681363636364e-05,5.33784e-05,5.844201704545454e-05,4.472454545454546e-05
4,-44,12,4.67537471590909e-05,1.2288704545454545e-05,3.247764204545454e-05,5.364803977272727e-05,4.712854602272727e-05,5.2518490909090906e-05,5.777078124999999e-05,4.287918181818182e-05
8,-44,12,4.5377207386363625e-05,1.1185977272727272e-05,3.1534375e-05,5.3170028409090904e-05,4.6451319886363634e-05,5.213841818181817e-05,5.6692741477272714e-05,4.1425545454545454e-05
12,-44,12,4.4143491477272726e-05,1.0102431818181819e-05,3.12103409090909e-05,5.2789375e-05,4.618073011363635e-05,5.1489163636363636e-05,5.6078196022727266e-05,3.995410909090909e-05
16,-44,12,4.298433238636364e-05,9.02525e-06,3.041261363636364e-05,5.1896335227272725e-05,4.5791752840909095e-05,5.101992727272728e-05,5.544850852272727e-05,3.840579999999999e-05
20,-44,12,4.30117159090909e-05,8.168659090909092e-06,3.0281647727272728e-05,5.3391875e-05,4.7785488068181814e-05,5.355699999999999e-05,5.40566221590909e-05,3.683192727272727e-05
24,-44,12,4.23639971590909e-05,7.327977272727273e-06,3.0123267045454542e-05,5.329025568181818e-05,4.7401080681818176e-05,5.286358181818182e-05,5.520180397727272e-05,3.756e-05
28,-44,12,4.166337784090909e-05,6.423865909090908e-06,2.9439573863636363e-05,5.285707386363637e-05,4.685809943181818e-05,5.183949090909091e-05,5.256260085227273e-05,3.729781818181819e-05
32,-44,12,4.113588068181818e-05,5.757231818181818e-06,2.867397727272727e-05,5.171090909090909e-05,4.6041247159090905e-05,5.02658e-05,5.090083522727273e-05,3.7766018181818177e-05
36,-44,12,4.0106786931818176e-05,5.000870454545454e-06,2.838744318181818e-05,5.111443181818182e-05,4.4902701136363626e-05,4.8941800000000006e-05,4.9763833806818184e-05,3.8562836363636355e-05
40,-44,12,3.810359659090909e-05,4.186472727272727e-06,2.7695482954545454e-05,5.062701704545455e-05,4.4255686363636366e-05,4.8341709090909095e-05,4.855668039772727e-05,3.903229090909091e-05
-60,-40,12,8.353917613636365e-05,5.3404590909090904e-05,6.410605113636363e-05,8.873210227272726e-05,7.715399999999999e-05,8.211163636363637e-05,9.783035511363636e-05,8.945054545454546e-05
-56,-40,12,7.875818181818181e-05,4.9456386363636365e-05,6.0324659090909095e-05,8.543607954545453e-05,7.323690340909092e-05,7.843254545454547e-05,9.497995738636363e-05,8.389454545454546e-05
-52,-40,12,7.523304545454544e-05,4.5341e-05,5.841224431818182e-05,8.247153409090909e-05,7.095983522727272e-05,7.513709090909089e-05,9.034261363636363e-05,7.893418181818183e-05
-48,-40,12,7.084935511363636e-05,4.187088636363636e-05,5.526920454545454e-05,7.820096590909089e-05,6.762477272727273e-05,7.346490909090908e-05,8.759673295454545e-05,7.460090909090909e-05
-44,-40,12,6.800108522727272e-05,3.859831818181817e-05,5.24365340909091e-05,7.583428977272726e-05,6.568239204545453e-05,7.068036363636362e-05,8.357855113636363e-05,7.08790909090909e-05
-40,-40,12,6.500308806818182e-05,3.40490909090909e-05,5.1023977272727264e-05,7.45471875e-05,6.289332954545455e-05,6.815381818181818e-05,8.109396306818181e-05,6.769472727272726e-05
-36,-40,12,6.167431534090909e-05,3.132427272727273e-05,4.8602727272727264e-05,7.121437499999999e-05,6.128074431818182e-05,6.713745454545454e-05,7.893936079545455e-05,6.492981818181817e-05
-32,-40,12,5.884903125e-05,2.8618136363636362e-05,4.638616477272727e-05,6.94153409090909e-05,5.8969658522727285e-05,6.496927272727273e-05,7.540276988636363e-05,6.245654545454546e-05
-28,-40,12,5.771065909090908e-05,2.6347204545454546e-05,4.530090909090909e-05,6.77681534090909e-05,5.764132499999999e-05,6.388672727272726e-05,7.309453125e-05,6.0166e-05
-24,-40,12,5.560079829545453e-05,2.4137454545454542e-05,4.360997159090908e-05,6.518326704545453e-05,5.573283068181817e-05,6.204890909090909e-05,6.994997159090909e-05,5.7987090909090916e-05
-20,-40,12,5.433333238636363e-05,2.230115909090909e-05,4.1805312499999995e-05,6.383642045454544e-05,5.4652428409090895e-05,6.0390181818181824e-05,6.79680255681818e-05,5.588763636363636e-05
-16,-40,12,5.289013636363636e-05,2.0651227272727272e-05,4.0947130681818177e-05,6.260096590909091e-05,5.308131818181818e-05,5.958381818181818e-05,6.643387784090909e-05,5.386427272727273e-05
