x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
-28,-56,1.5,6.888730397727272e-05,1.8006568181818177e-05,3.776690340909091e-05,6.363801136363635e-05,6.029338636363637e-05,7.359290909090909e-05,8.543917613636363e-05,6.742127272727272e-05
-24,-56,1.5,6.673226420454545e-05,1.6696977272727272e-05,3.665846590909091e-05,6.251085227272727e-05,5.9599563068181825e-05,7.197218181818182e-05,8.355990056818183e-05,6.568945454545454e-05
-20,-56,1.5,6.443726420454546e-05,1.5591545454545453e-05,3.495335227272727e-05,6.116943181818182e-05,5.886537443181818e-05,7.071054545454544e-05,8.181007102272725e-05,6.361436363636363e-05
-16,-56,1.5,6.30611846590909e-05,1.4526318181818181e-05,3.3911619318181815e-05,5.995653409090909e-05,5.8077134659090905e-05,6.957818181818182e-05,7.915375e-05,6.173018181818181e-05
-12,-56,1.5,6.0116446022727275e-05,1.3618113636363636e-05,3.234022727272727e-05,5.8548153409090914e-05,5.7321850568181835e-05,6.794563636363637e-05,7.674431818181818e-05,5.983236363636364e-05
-8,-56,1.5,5.790753409090907e-05,1.2617090909090908e-05,2.9661874999999996e-05,5.6332840909090904e-05,5.608578579545454e-05,6.658418181818182e-05,7.40717471590909e-05,5.766145454545454e-05
-4,-56,1.5,5.6245014204545446e-05,1.195384090909091e-05,2.8581619318181817e-05,5.509747159090909e-05,5.516784715909091e-05,6.479909090909091e-05,7.252375e-05,5.645581818181818e-05
0,-56,1.5,5.529231818181818e-05,1.1341568181818183e-05,2.8567727272727277e-05,5.4273380681818195e-05,5.4452642045454535e-05,6.400363636363635e-05,7.165899147727274e-05,5.579054545454546e-05
4,-56,1.5,5.43503096590909e-05,1.0878727272727272e-05,2.740423295454545e-05,4.818926136363636e-05,5.144713636363636e-05,6.27230909090909e-05,7.23961505681818e-05,5.598036363636363e-05
8,-56,1.5,5.371460795454545e-05,1.0485681818181816e-05,2.761900568181818e-05,4.941230113636363e-05,5.2856200568181804e-05,6.421836363636363e-05,7.26576278409091e-05,5.498745454545454e-05
12,-56,1.5,5.268513068181818e-05,9.943318181818181e-06,2.8221193181818178e-05,5.173261363636364e-05,5.441289715909091e-05,6.477363636363636e-05,7.201113636363635e-05,5.381952727272728e-05
16,-56,1.5,5.162875568181818e-05,9.059068181818182e-06,2.8619857954545456e-05,5.361511363636363e-05,5.4886793181818175e-05,6.457418181818182e-05,7.15164346590909e-05,5.252785454545454e-05
20,-56,1.5,5.0890244318181804e-05,6.794222727272727e-06,2.8726306818181812e-05,5.4506846590909094e-05,5.506605681818182e-05,6.4554e-05,7.044430397727273e-05,5.1806018181818184e-05
24,-56,1.5,4.982302840909091e-05,5.847175e-06,2.8459062499999997e-05,5.483125e-05,5.521315227272727e-05,6.475090909090908e-05,6.966725852272727e-05,5.154230909090909e-05
28,-56,1.5,4.83875284090909e-05,5.211825e-06,2.8293181818181823e-05,5.5540909090909085e-05,5.4857250000000004e-05,6.448472727272727e-05,6.92045028409091e-05,5.2125036363636365e-05
32,-56,1.5,4.687867329545453e-05,4.442018181818182e-06,2.7815312500000002e-05,5.478286931818181e-05,5.480154034090908e-05,6.494672727272727e-05,6.582874999999998e-05,5.4665272727272724e-05
36,-56,1.5,4.368398011363636e-05,4.521475e-06,2.7837642045454547e-05,5.485613636363637e-05,5.461369772727273e-05,6.319872727272727e-05,6.24448721590909e-05,5.378118181818181e-05
40,-56,1.5,3.9066647727272726e-05,4.048615909090908e-06,2.7475852272727273e-05,5.456525568181817e-05,5.4514067045454556e-05,5.992781818181818e-05,6.037207386363636e-05,5.1541618181818174e-05
-60,-52,1.5,8.999232954545453e-05,3.684577272727272e-05,5.304232954545454e-05,7.916798295454545e-05,6.970102840909089e-05,8.99118181818182e-05,0.00010567282670454545,9.181145454545454e-05
-56,-52,1.5,8.669786931818181e-05,3.420104545454545e-05,5.166011363636363e-05,7.719164772727272e-05,6.842169886363637e-05,8.830363636363636e-05,0.00010356531249999997,8.826272727272726e-05
-52,-52,1.5,8.436298295454545e-05,3.118947727272727e-05,4.9358011363636354e-05,7.597286931818181e-05,6.87736875e-05,8.604963636363636e-05,0.00010153055397727273,8.496818181818181e-05
-48,-52,1.5,8.192198863636364e-05,2.8887704545454543e-05,4.7895255681818174e-05,7.401613636363636e-05,6.758026704545456e-05,8.390527272727272e-05,9.881089488636363e-05,8.166345454545453e-05
-44,-52,1.5,7.975176136363636e-05,2.677006818181818e-05,4.674508522727272e-05,7.24403409090909e-05,6.67584034090909e-05,8.237345454545454e-05,9.653755681818181e-05,7.8928e-05
-40,-52,1.5,7.711696022727273e-05,2.4805363636363636e-05,4.478928977272728e-05,7.130312500000001e-05,6.592341477272726e-05,8.088654545454545e-05,9.440696022727273e-05,7.659854545454545e-05
-36,-52,1.5,7.557264204545455e-05,2.3020840909090905e-05,4.3478948863636364e-05,6.976505681818181e-05,6.548348863636363e-05,7.893618181818181e-05,9.26453125e-05,7.395672727272727e-05
-32,-52,1.5,7.327319318181817e-05,2.1330386363636367e-05,4.221107954545454e-05,6.867426136363635e-05,6.436547727272728e-05,7.744163636363637e-05,9.088624999999999e-05,7.192072727272726e-05
-28,-52,1.5,7.102127556818182e-05,1.9483431818181814e-05,4.0733153409090916e-05,6.71519318181818e-05,6.340735227272726e-05,7.599927272727272e-05,8.820481534090908e-05,6.96869090909091e-05
-24,-52,1.5,6.938332670454545e-05,1.8018522727272725e-05,3.945610795454545e-05,6.612292613636363e-05,6.255005113636365e-05,7.45849090909091e-05,8.586518465909088e-05,6.783636363636363e-05
-20,-52,1.5,6.768493465909091e-05,1.6742636363636363e-05,3.785815340909091e-05,6.461360795454544e-05,6.205249431818181e-05,7.328127272727274e-05,8.365536931818182e-05,6.573981818181818e-05
-16,-52,1.5,6.560386363636364e-05,1.5633772727272727e-05,3.6789261363636364e-05,6.309392045454544e-05,6.0827812499999985e-05,7.158818181818181e-05,8.179732954545454e-05,6.399472727272727e-05
-12,-52,1.5,6.316146306818181e-05,1.4591295454545454e-05,3.509673295454545e-05,6.214931818181816e-05,5.968760795454546e-05,7.023599999999998e-05,7.981242897727272e-05,6.199236363636364e-05
-8,-52,1.5,6.112823011363636e-05,1.398556818181818e-05,3.306943181818181e-05,6.003028409090909e-05,5.857304488636363e-05,6.846545454545453e-05,7.707910511363637e-05,6.026781818181818e-05
-4,-52,1.5,5.935540909090909e-05,1.3177363636363635e-05,3.082326704545454e-05,5.8909687499999985e-05,5.7398106818181804e-05,6.709963636363635e-05,7.554569602272728e-05,5.880363636363636e-05
0,-52,1.5,5.7314352272727265e-05,1.2477477272727273e-05,2.9339289772727272e-05,5.709803977272727e-05,5.63917534090909e-05,6.5986e-05,7.403592329545454e-05,5.777381818181818e-05
4,-52,1.5,5.6085545454545445e-05,1.1773272727272727e-05,2.908556818181818e-05,5.590775568181818e-05,5.58712278409091e-05,6.56669090909091e-05,7.41912215909091e-05,5.704236363636363e-05
8,-52,1.5,5.5105568181818186e-05,1.0984477272727272e-05,2.925633522727272e-05,5.5956789772727276e-05,5.593976420454545e-05,6.588581818181819e-05,7.462110795454545e-05,5.615090909090909e-05
12,-52,1.5,5.445271022727271e-05,1.0312909090909089e-05,2.9245227272727268e-05,5.6040028409090895e-05,5.6533228977272726e-05,6.618290909090909e-05,7.381322443181817e-05,5.5048727272727276e-05
16,-52,1.5,5.327291761363635e-05,1.0036590909090908e-05,2.9666249999999994e-05,5.725866477272727e-05,5.654619886363635e-05,6.623781818181818e-05,7.286186079545453e-05,5.39576909090909e-05
20,-52,1.5,5.245146306818181e-05,8.28140909090909e-06,2.9943749999999996e-05,5.759420454545455e-05,5.698003977272726e-05,6.623181818181818e-05,7.211860795454546e-05,5.316938181818182e-05
24,-52,1.5,5.158020170454546e-05,6.557538636363636e-06,3.026463068181818e-05,5.791514204545456e-05,5.694521079545454e-05,6.633927272727272e-05,7.18536221590909e-05,5.300798181818181e-05
28,-52,1.5,4.9918525568181815e-05,6.189924999999999e-06,3.035505681818182e-05,5.83619034090909e-05,5.7142527272727266e-05,6.681545454545454e-05,7.107528409090909e-05,5.354712727272727e-05
32,-52,1.5,4.832007954545454e-05,4.811088636363636e-06,2.9946874999999998e-05,5.819769886363635e-05,5.724876818181817e-05,6.637145454545454e-05,6.691232954545454e-05,5.6120727272727275e-05
36,-52,1.5,4.600329545454545e-05,4.759284090909091e-06,2.9662556818181815e-05,5.806903409090908e-05,5.6901755113636356e-05,6.286618181818181e-05,6.337001420454546e-05,5.517545454545454e-05
40,-52,1.5,3.902059943181818e-05,3.825234090909091e-06,2.929676136363636e-05,5.7688465909090903e-05,5.6108289204545456e-05,6.01e-05,6.147467329545455e-05,5.224912727272728e-05
-60,-48,1.5,9.437215909090909e-05,4.011590909090909e-05,5.717926136363636e-05,8.44962784090909e-05,7.46787443181818e-05,9.339927272727272e-05,0.00011005515625,9.495436363636364e-05
-56,-48,1.5,9.124031249999999e-05,3.7184e-05,5.5568352272727265e-05,8.269755681818182e-05,7.330360227272725e-05,9.192927272727273e-05,0.00010760602272727273,9.175254545454545e-05
-52,-48,1.5,8.823042613636364e-05,3.4366795454545456e-05,5.3434460227272725e-05,8.123130681818182e-05,7.277048863636363e-05,8.96230909090909e-05,0.0001053408096590909,8.827981818181818e-05
-48,-48,1.5,8.55378409090909e-05,3.097234090909091e-05,5.1694517045454543e-05,7.86647443181818e-05,7.137542045454546e-05,8.728327272727273e-05,0.00010273434659090909,8.507727272727273e-05
-44,-48,1.5,8.291045454545454e-05,2.8990636363636362e-05,5.016329545454545e-05,7.720539772727272e-05,7.074005113636362e-05,8.592981818181818e-05,0.00010083198863636364,8.187327272727273e-05
-40,-48,1.5,8.068806818181817e-05,2.6920295454545456e-05,4.8192727272727266e-05,7.58962784090909e-05,6.971475e-05,8.377090909090908e-05,9.793782670454543e-05,7.92150909090909e-05
-36,-48,1.5,7.846056818181817e-05,2.4922704545454543e-05,4.688051136363636e-05,7.406667613636363e-05,6.877488068181819e-05,8.218054545454547e-05,9.56539630681818e-05,7.66487272727273e-05
-32,-48,1.5,7.637320738636364e-05,2.280659090909091e-05,4.504724431818182e-05,7.284349431818181e-05,6.744889772727272e-05,8.014036363636363e-05,9.382214488636363e-05,7.435345454545455e-05
-28,-48,1.5,7.426869034090909e-05,2.1374613636363635e-05,4.3722471590909084e-05,7.118255681818181e-05,6.667392613636362e-05,7.857436363636363e-05,9.134365056818181e-05,7.228563636363636e-05
-24,-48,1.5,7.254097159090909e-05,1.9566795454545452e-05,4.225434659090908e-05,6.951704545454546e-05,6.547394318181817e-05,7.7544e-05,8.884613636363635e-05,7.006890909090907e-05
-20,-48,1.5,7.044959659090908e-05,1.8089090909090906e-05,4.054556818181818e-05,6.862494318181817e-05,6.474550568181817e-05,7.568836363636363e-05,8.644538352272725e-05,6.819527272727272e-05
-16,-48,1.5,6.813664772727272e-05,1.6821795454545454e-05,3.9467784090909076e-05,6.700357954545454e-05,6.339959659090909e-05,7.392709090909091e-05,8.408045454545453e-05,6.614272727272726e-05
-12,-48,1.5,6.639606818181818e-05,1.578834090909091e-05,3.7807982954545455e-05,6.582727272727271e-05,6.2435625e-05,7.256890909090909e-05,8.233210227272728e-05,6.433745454545454e-05
-8,-48,1.5,6.44055596590909e-05,1.4942340909090908e-05,3.626886363636364e-05,6.413803977272727e-05,6.132393749999999e-05,7.131381818181817e-05,8.031414772727273e-05,6.268e-05
-4,-48,1.5,6.212572159090909e-05,1.4257886363636365e-05,3.4832528409090905e-05,6.252696022727271e-05,6.0401846590909084e-05,6.98470909090909e-05,7.860808238636363e-05,6.123472727272727e-05
0,-48,1.5,6.011951420454545e-05,1.3438340909090908e-05,3.303386363636363e-05,6.14959943181818e-05,5.914406590909091e-05,6.896018181818181e-05,7.743365056818182e-05,6.001454545454544e-05
4,-48,1.5,5.880850568181817e-05,1.2807931818181819e-05,3.1931221590909084e-05,6.047258522727272e-05,5.874256022727272e-05,6.848127272727273e-05,7.712508522727273e-05,5.881727272727272e-05
8,-48,1.5,5.7177946022727276e-05,1.1890068181818181e-05,3.144832386363636e-05,5.98509375e-05,5.832207102272727e-05,6.831327272727273e-05,7.675115056818182e-05,5.7728363636363636e-05
12,-48,1.5,5.575947443181818e-05,1.0914363636363634e-05,3.115230113636363e-05,5.9914659090909084e-05,5.852521022727272e-05,6.853800000000001e-05,7.562990056818183e-05,5.6582363636363643e-05
16,-48,1.5,5.490265909090908e-05,1.0482863636363635e-05,3.139428977272727e-05,6.003357954545454e-05,5.8475156250000004e-05,6.8028e-05,7.525264204545454e-05,5.5504545454545445e-05
20,-48,1.5,5.442721875e-05,1.0108022727272726e-05,3.1719659090909094e-05,6.079238636363635e-05,5.881891193181818e-05,6.81630909090909e-05,7.434781249999999e-05,5.4800000000000004e-05
24,-48,1.5,5.3887551136363626e-05,7.713977272727272e-06,3.231420454545454e-05,6.129411931818181e-05,5.9315335227272736e-05,6.88009090909091e-05,7.404811079545454e-05,5.4853999999999994e-05
28,-48,1.5,5.100476420454545e-05,7.304159090909091e-06,3.28325e-05,6.235178977272726e-05,6.044957386363637e-05,6.908127272727272e-05,7.339534090909089e-05,5.4653454545454546e-05
32,-48,1.5,4.984412215909091e-05,5.64416818181818e-06,3.255923295454545e-05,6.24003693181818e-05,5.9677704545454555e-05,6.659545454545455e-05,6.715294034090909e-05,5.746400000000001e-05
36,-48,1.5,4.739635227272727e-05,4.800447727272727e-06,3.248394886363636e-05,6.211849431818182e-05,5.8624315909090906e-05,6.228181818181818e-05,6.484525568181817e-05,5.670818181818181e-05
40,-48,1.5,4.439081249999999e-05,4.978775e-06,3.124139204545454e-05,6.049295454545454e-05,5.66978284090909e-05,6.172472727272726e-05,6.298629261363636e-05,5.5046e-05
-60,-44,1.5,9.892329545454545e-05,4.357031818181818e-05,6.169843749999999e-05,9.011647727272726e-05,7.928896022727271e-05,9.744654545454545e-05,0.00011451116477272727,9.934436363636362e-05
-56,-44,1.5,9.583363636363636e-05,4.0385704545454543e-05,5.980431818181818e-05,8.817130681818182e-05,7.846351704545452e-05,9.557781818181818e-05,0.00011226940340909089,9.547854545454545e-05
-52,-44,1.5,9.256321022727273e-05,3.737886363636363e-05,5.7397443181818175e-05,8.652585227272728e-05,7.771181249999998e-05,9.3012e-05,0.00010889955965909091,9.184636363636363e-05
-48,-44,1.5,9.003400568181816e-05,3.459940909090909e-05,5.578423295454546e-05,8.428781250000001e-05,7.615566477272725e-05,9.178418181818182e-05,0.00010688086647727271,8.807400000000001e-05
-44,-44,1.5,8.713150568181819e-05,3.161420454545454e-05,5.357355113636363e-05,8.216045454545454e-05,7.532365909090908e-05,8.934490909090908e-05,0.00010509650568181818,8.503472727272727e-05
-40,-44,1.5,8.512951704545454e-05,2.9195613636363633e-05,5.195869318181818e-05,8.068823863636364e-05,7.372563068181816e-05,8.706054545454545e-05,0.00010202488636363636,8.24989090909091e-05
-36,-44,1.5,8.198999999999999e-05,2.7015545454545454e-05,5.038497159090909e-05,7.871139204545453e-05,7.292560227272727e-05,8.52550909090909e-05,9.954085227272724e-05,7.956181818181817e-05
-32,-44,1.5,8.022144886363635e-05,2.5002977272727273e-05,4.853420454545454e-05,7.764534090909091e-05,7.136766477272726e-05,8.355109090909091e-05,9.677428977272728e-05,7.720381818181818e-05
-28,-44,1.5,7.773980113636364e-05,2.3149454545454544e-05,4.708900568181817e-05,7.578210227272726e-05,7.051275e-05,8.144018181818181e-05,9.428213068181817e-05,7.483145454545454e-05
-24,-44,1.5,7.520476704545453e-05,2.1459863636363635e-05,4.5663125e-05,7.396960227272726e-05,6.89030284090909e-05,7.985345454545453e-05,9.226528409090907e-05,7.275909090909091e-05
-20,-44,1.5,7.354500852272726e-05,1.957225e-05,4.384068181818181e-05,7.240335227272728e-05,6.772070454545454e-05,7.826781818181818e-05,8.968559659090909e-05,7.058090909090908e-05
-16,-44,1.5,7.143501988636364e-05,1.8160590909090907e-05,4.2473664772727274e-05,7.117207386363636e-05,6.652322727272725e-05,7.689381818181816e-05,8.713526988636364e-05,6.873454545454545e-05
-12,-44,1.5,6.943604829545454e-05,1.6886136363636363e-05,4.0825625e-05,6.978423295454545e-05,6.578488636363634e-05,7.565563636363637e-05,8.491086647727272e-05,6.675545454545453e-05
-8,-44,1.5,6.725096590909089e-05,1.5690477272727274e-05,3.934667613636363e-05,6.811017045454545e-05,6.422563636363635e-05,7.4064e-05,8.296234374999998e-05,6.519454545454545e-05
-4,-44,1.5,6.505557954545455e-05,1.4875545454545452e-05,3.827485795454545e-05,6.679457386363635e-05,6.314449431818182e-05,7.333581818181818e-05,8.174544034090908e-05,6.353763636363636e-05
0,-44,1.5,6.32042130681818e-05,1.4342727272727273e-05,3.672286931818182e-05,6.629792613636364e-05,6.222288068181818e-05,7.2108e-05,8.042161931818182e-05,6.212945454545454e-05
4,-44,1.5,6.0797428977272725e-05,1.3615931818181817e-05,3.5606988636363636e-05,6.464769886363635e-05,6.1887e-05,7.104963636363636e-05,7.981021306818181e-05,6.070090909090909e-05
8,-44,1.5,5.903652272727273e-05,1.2870272727272727e-05,3.471258522727272e-05,6.417181818181817e-05,6.118421590909091e-05,7.074545454545453e-05,7.849230113636363e-05,5.945072727272727e-05
12,-44,1.5,5.759859374999999e-05,1.180825e-05,3.4350823863636365e-05,6.409676136363635e-05,6.106322727272728e-05,7.037872727272727e-05,7.796639204545455e-05,5.8250000000000006e-05
16,-44,1.5,5.666512499999999e-05,1.112865909090909e-05,3.432872159090909e-05,6.350360795454545e-05,6.052056818181818e-05,6.995690909090908e-05,7.690238636363636e-05,5.7162363636363635e-05
20,-44,1.5,5.575661079545454e-05,1.0734704545454546e-05,3.4443125000000004e-05,6.429059659090909e-05,6.095011363636363e-05,7.014436363636363e-05,7.62086221590909e-05,5.649254545454546e-05
24,-44,1.5,5.58814346590909e-05,1.0524227272727272e-05,3.595784090909091e-05,6.605849431818182e-05,6.177197727272725e-05,7.105690909090908e-05,7.660914772727271e-05,5.680818181818181e-05
28,-44,1.5,5.431096022727272e-05,8.316e-06,3.5991874999999995e-05,6.627071022727272e-05,6.083843181818181e-05,6.807909090909091e-05,7.413342329545453e-05,5.587618181818182e-05
32,-44,1.5,5.098512784090908e-05,7.117113636363636e-06,3.553789772727272e-05,6.568122159090908e-05,5.929355965909091e-05,6.454036363636363e-05,6.743417613636364e-05,5.7632e-05
36,-44,1.5,4.843257954545454e-05,5.628345454545454e-06,3.498877840909091e-05,6.470752840909091e-05,5.768679715909091e-05,6.372563636363635e-05,6.677438920454545e-05,5.8740727272727274e-05
40,-44,1.5,4.609263068181818e-05,4.909918181818181e-06,3.391838068181818e-05,6.312911931818181e-05,5.61399443181818e-05,6.457781818181818e-05,6.47115625e-05,5.6830363636363645e-05
-60,-40,1.5,0.00010386,4.7288227272727275e-05,6.646980113636365e-05,9.637869318181817e-05,8.438384659090908e-05,0.0001023949090909091,0.00011928811079545454,0.00010388618181818182
-56,-40,1.5,0.00010101068181818181,4.3856e-05,6.338508522727273e-05,9.395426136363636e-05,8.354265340909089e-05,9.936618181818182e-05,0.00011725686079545455,9.990436363636364e-05
-52,-40,1.5,9.752062499999998e-05,4.055181818181818e-05,6.206093749999999e-05,9.212613636363636e-05,8.217872727272728e-05,9.69610909090909e-05,0.00011400999999999999,9.612109090909091e-05
-48,-40,1.5,9.393110795454547e-05,3.769690909090909e-05,5.9979232954545454e-05,8.912727272727271e-05,8.025328977272726e-05,9.515727272727273e-05,0.00011128849431818181,9.257781818181819e-05
-44,-40,1.5,9.155173295454544e-05,3.4833318181818183e-05,5.7274545454545444e-05,8.747755681818182e-05,7.93518409090909e-05,9.30512727272727e-05,0.00010849884943181818,8.928872727272726e-05
-40,-40,1.5,8.846795454545454e-05,3.1231886363636364e-05,5.598713068181818e-05,8.662698863636362e-05,7.753581818181818e-05,9.026945454545455e-05,0.00010632153409090909,8.626418181818182e-05
-36,-40,1.5,8.62100284090909e-05,2.8927340909090907e-05,5.389309659090909e-05,8.402394886363636e-05,7.652459659090907e-05,8.861072727272728e-05,0.00010411836647727273,8.312e-05
-32,-40,1.5,8.325997159090907e-05,2.6727931818181816e-05,5.21337215909091e-05,8.250164772727271e-05,7.511342045454546e-05,8.672236363636364e-05,0.00010075904829545454,8.056545454545455e-05
-28,-40,1.5,8.125696022727272e-05,2.4770159090909085e-05,5.0569147727272726e-05,8.045289772727272e-05,7.38321818181818e-05,8.494090909090909e-05,9.845671875e-05,7.811636363636364e-05
-24,-40,1.5,7.891644886363635e-05,2.321779545454545e-05,4.899687499999999e-05,7.8475e-05,7.212461931818181e-05,8.279945454545454e-05,9.514282670454544e-05,7.581800000000001e-05
-20,-40,1.5,7.668483238636363e-05,2.1498181818181817e-05,4.7232073863636356e-05,7.704957386363635e-05,7.115945454545453e-05,8.121e-05,9.303992897727271e-05,7.361636363636362e-05
-16,-40,1.5,7.479946022727273e-05,1.9607022727272725e-05,4.5802130681818183e-05,7.555150568181818e-05,6.96936306818182e-05,8.014636363636363e-05,9.057029829545452e-05,7.156054545454545e-05
-12,-40,1.5,7.233466193181817e-05,1.8137613636363632e-05,4.426795454545454e-05,7.425215909090907e-05,6.84265909090909e-05,7.837690909090909e-05,8.818376420454546e-05,6.96161818181818e-05
-8,-40,1.5,7.062576136363636e-05,1.6830431818181818e-05,4.252775568181817e-05,7.25422443181818e-05,6.72093068181818e-05,7.6812e-05,8.658664772727271e-05,6.781781818181819e-05
-4,-40,1.5,6.807229261363636e-05,1.5736e-05,4.0892784090909084e-05,7.092375e-05,6.608019886363636e-05,7.569927272727271e-05,8.44534659090909e-05,6.657272727272727e-05
0,-40,1.5,6.607370454545453e-05,1.4873090909090909e-05,4.0039062499999995e-05,6.995352272727272e-05,6.506993181818182e-05,7.475127272727273e-05,8.346609374999998e-05,6.457690909090909e-05
4,-40,1.5,6.353560227272726e-05,1.4195613636363636e-05,3.908451704545455e-05,6.866696022727272e-05,6.421847727272725e-05,7.388563636363636e-05,8.264916193181818e-05,6.316345454545454e-05
8,-40,1.5,6.153594034090909e-05,1.3478772727272726e-05,3.791034090909091e-05,6.824792613636362e-05,6.352273295454544e-05,7.355345454545456e-05,8.106700284090908e-05,6.177781818181818e-05
12,-40,1.5,5.92655625e-05,1.2672227272727273e-05,3.7337244318181814e-05,6.743187499999999e-05,6.315213068181819e-05,7.256509090909092e-05,7.988629261363635e-05,6.045454545454545e-05
