Type [-],Emissions [µg/s]
LV_D,3.4006989449131226
LV_P,0.2166078981493217
LCV_D,1.6527546367417032
LCV_P,0.027931446463120454
B_D,0.1140006273001732
HDT_1420_D,0.5085805506344115
HDT_32_D,1.896455883190836
L_P,0.054274466349493435
All,7.871304453742183
