x,y,z,Cmoy
-60,-60,12,2.821541156278409e-05
-56,-60,12,2.7083291519090905e-05
-52,-60,12,2.614822809e-05
-48,-60,12,2.5265416915340907e-05
-44,-60,12,2.4439206233295457e-05
-40,-60,12,2.3697494445624997e-05
-36,-60,12,2.2922636041306813e-05
-32,-60,12,2.2331051068806814e-05
-28,-60,12,2.1820712903465903e-05
-24,-60,12,2.1240920599886358e-05
-20,-60,12,2.0822355121647724e-05
-16,-60,12,2.036613074107954e-05
-12,-60,12,2.0672334182727272e-05
-8,-60,12,2.0447873108465907e-05
-4,-60,12,1.915053611991477e-05
0,-60,12,1.867040562034091e-05
4,-60,12,1.8191023708835228e-05
8,-60,12,1.856870483625e-05
12,-60,12,1.815768014460227e-05
16,-60,12,1.696208627988636e-05
20,-60,12,1.6582712265056815e-05
24,-60,12,1.6264751549176132e-05
28,-60,12,1.596911424088068e-05
32,-60,12,1.5626517527670454e-05
36,-60,12,1.5276113751136366e-05
40,-60,12,1.4907954860340907e-05
-60,-56,12,3.0029130811193183e-05
-56,-56,12,2.875173298022727e-05
-52,-56,12,2.7741960728579544e-05
-48,-56,12,2.6595534545170455e-05
-44,-56,12,2.5725167633749996e-05
-40,-56,12,2.4894790486249997e-05
-36,-56,12,2.408242542556818e-05
-32,-56,12,2.342042517806818e-05
-28,-56,12,2.2776326643125e-05
-24,-56,12,2.2168189164999998e-05
-20,-56,12,2.1634513244999997e-05
-16,-56,12,2.118849369590909e-05
-12,-56,12,2.078696182903409e-05
-8,-56,12,2.120406043460227e-05
-4,-56,12,2.0793562724772726e-05
0,-56,12,2.0326705739204545e-05
4,-56,12,1.9769552152556817e-05
8,-56,12,1.9302390380767045e-05
12,-56,12,1.8032739944715908e-05
16,-56,12,1.759887013755682e-05
20,-56,12,1.723848645988636e-05
24,-56,12,1.691019158329545e-05
28,-56,12,1.658144555051136e-05
32,-56,12,1.6186612726818177e-05
36,-56,12,1.5926036439801138e-05
40,-56,12,1.5576312445369315e-05
-60,-52,12,3.202311677897727e-05
-56,-52,12,3.070833256903409e-05
-52,-52,12,2.9448338630511358e-05
-48,-52,12,2.8196358398579544e-05
-44,-52,12,2.728323937221591e-05
-40,-52,12,2.6250006304659094e-05
-36,-52,12,2.5401451152954543e-05
-32,-52,12,2.4638412209488633e-05
-28,-52,12,2.380813483732954e-05
-24,-52,12,2.322604660863636e-05
-20,-52,12,2.256095219073863e-05
-16,-52,12,2.2051961986022727e-05
-12,-52,12,2.1577731144147725e-05
-8,-52,12,2.1085688547329544e-05
-4,-52,12,2.1619547937954545e-05
0,-52,12,2.112928469869318e-05
4,-52,12,2.0567453385511363e-05
8,-52,12,1.990531675772727e-05
12,-52,12,1.879783078181818e-05
16,-52,12,1.833712968463068e-05
20,-52,12,1.7861909943948862e-05
24,-52,12,1.7529546551846588e-05
28,-52,12,1.7238909011619317e-05
32,-52,12,1.6844598198806818e-05
36,-52,12,1.64883513475e-05
40,-52,12,1.6702685656960225e-05
-60,-48,12,3.431350941420454e-05
-56,-48,12,3.2909236382102267e-05
-52,-48,12,3.1463293896875e-05
-48,-48,12,2.998548318784091e-05
-44,-48,12,2.8920234013181816e-05
-40,-48,12,2.7720712885511364e-05
-36,-48,12,2.6788415669034086e-05
-32,-48,12,2.5925152025284085e-05
-28,-48,12,2.5070624377102276e-05
-24,-48,12,2.4330338927954545e-05
-20,-48,12,2.3607156597954547e-05
-16,-48,12,2.299411140806818e-05
-12,-48,12,2.252653984363636e-05
-8,-48,12,2.1928364600397725e-05
-4,-48,12,2.146741756369318e-05
0,-48,12,2.0967865148579547e-05
4,-48,12,2.0466050086363632e-05
8,-48,12,2.0036606994602275e-05
12,-48,12,1.951020914715909e-05
16,-48,12,1.899617121465909e-05
20,-48,12,1.8589293621420452e-05
24,-48,12,1.823543352553977e-05
28,-48,12,1.7870890720113637e-05
32,-48,12,1.7564860053948862e-05
36,-48,12,1.72026924090625e-05
40,-48,12,1.751061834497159e-05
-60,-44,12,3.6850084834375e-05
-56,-44,12,3.536739572926136e-05
-52,-44,12,3.368019835113637e-05
-48,-44,12,3.216659178778409e-05
-44,-44,12,3.087531452130682e-05
-40,-44,12,2.9620960361249998e-05
-36,-44,12,2.8473337310340907e-05
-32,-44,12,2.7366897971363634e-05
-28,-44,12,2.646161151744318e-05
-24,-44,12,2.558521121886363e-05
-20,-44,12,2.4779266175795453e-05
-16,-44,12,2.4117819080681813e-05
-12,-44,12,2.3439666679090907e-05
-8,-44,12,2.284929431215909e-05
-4,-44,12,2.237910563931818e-05
0,-44,12,2.1879050526079545e-05
4,-44,12,2.131265750272727e-05
8,-44,12,2.0783152845795452e-05
12,-44,12,2.0337621436704547e-05
16,-44,12,1.985499737181818e-05
20,-44,12,1.9803751623920455e-05
24,-44,12,1.9761122486590907e-05
28,-44,12,1.9284099292357956e-05
32,-44,12,1.890884662431818e-05
36,-44,12,1.8586896967357954e-05
40,-44,12,1.817020915025568e-05
-60,-40,12,4.038232787130682e-05
-56,-40,12,3.830047706676136e-05
-52,-40,12,3.6426629367613635e-05
-48,-40,12,3.464302115142045e-05
-44,-40,12,3.306702318522727e-05
-40,-40,12,3.1624406835795454e-05
-36,-40,12,3.0343318452840904e-05
-32,-40,12,2.9019835490000004e-05
-28,-40,12,2.815230368619318e-05
-24,-40,12,2.7018255873124996e-05
-20,-40,12,2.617085207181818e-05
-16,-40,12,2.5432070383238632e-05
-12,-40,12,2.463858484931818e-05
-8,-40,12,2.400720313278409e-05
-4,-40,12,2.3381438435113635e-05
0,-40,12,2.2839649442443176e-05
4,-40,12,2.2283723187840907e-05
8,-40,12,2.1748987307613634e-05
12,-40,12,2.1263025317329545e-05
16,-40,12,2.0747748823238636e-05
20,-40,12,2.110592254471591e-05
24,-40,12,2.0615583872613633e-05
28,-40,12,2.0153591880113634e-05
32,-40,12,1.970879827565341e-05
36,-40,12,1.9341272450767046e-05
40,-40,12,1.8989776620113634e-05
-60,-36,12,4.39641718747159e-05
-56,-36,12,4.1408767380397725e-05
-52,-36,12,3.9372264108806814e-05
-48,-36,12,3.7528343691477266e-05
-44,-36,12,3.5565883576420454e-05
-40,-36,12,3.395844852357955e-05
-36,-36,12,3.237999940227273e-05
-32,-36,12,3.104855256164773e-05
-28,-36,12,2.9984828633522726e-05
-24,-36,12,2.8695325947784085e-05
-20,-36,12,2.7682685606363634e-05
-16,-36,12,2.681037570914772e-05
-12,-36,12,2.592252255414772e-05
-8,-36,12,2.520844212022727e-05
-4,-36,12,2.452100753664773e-05
0,-36,12,2.392629982886364e-05
4,-36,12,2.3298466439886362e-05
8,-36,12,2.2776770148750004e-05
12,-36,12,2.2273619238465906e-05
16,-36,12,2.1723653518068178e-05
20,-36,12,2.2183904574772723e-05
24,-36,12,2.1363153633011364e-05
28,-36,12,2.0229201951647725e-05
32,-36,12,2.030100150559659e-05
36,-36,12,2.0129016987613637e-05
40,-36,12,1.986967442502841e-05
-60,-32,12,4.8366804959659086e-05
-56,-32,12,4.5518446715624995e-05
-52,-32,12,4.3105991882670455e-05
-48,-32,12,4.0708081753409087e-05
-44,-32,12,3.8578315215625e-05
-40,-32,12,3.688448859460227e-05
-36,-32,12,3.502022500795454e-05
-32,-32,12,3.324490480823863e-05
-28,-32,12,3.192079134488636e-05
-24,-32,12,3.058578668068182e-05
-20,-32,12,2.9456307465340914e-05
-16,-32,12,2.8287918455113635e-05
-12,-32,12,2.7393636587329542e-05
-8,-32,12,2.6604275834431818e-05
-4,-32,12,2.582795341284091e-05
0,-32,12,2.521722159301136e-05
4,-32,12,2.4489690546249996e-05
8,-32,12,2.3919316565284094e-05
12,-32,12,2.3428313130568177e-05
16,-32,12,2.3025426661818178e-05
20,-32,12,2.327555401034091e-05
24,-32,12,2.2609534571193175e-05
28,-32,12,2.1141037402329545e-05
32,-32,12,2.1496405133977268e-05
36,-32,12,2.1045658245681817e-05
40,-32,12,2.0738247714715907e-05
-60,-28,12,5.355368625255681e-05
-56,-28,12,5.004101030113636e-05
-52,-28,12,4.721160796875e-05
-48,-28,12,4.442292429119318e-05
-44,-28,12,4.216663647897727e-05
-40,-28,12,3.990994040653409e-05
-36,-28,12,3.7724722378693186e-05
-32,-28,12,3.6000782838636364e-05
-28,-28,12,3.4337457061647726e-05
-24,-28,12,3.2776287309090906e-05
-20,-28,12,3.152847981193182e-05
-16,-28,12,3.0172813924999998e-05
-12,-28,12,2.9214437464772725e-05
-8,-28,12,2.817496464619318e-05
-4,-28,12,2.724333884369318e-05
0,-28,12,2.6507058127670458e-05
4,-28,12,2.5745785212727272e-05
8,-28,12,2.5132668113295454e-05
12,-28,12,2.459595133238636e-05
16,-28,12,2.394985754414772e-05
20,-28,12,2.4418533523465908e-05
24,-28,12,2.387079120284091e-05
28,-28,12,2.3237911355738632e-05
32,-28,12,2.2588303247613636e-05
36,-28,12,2.1996969797727276e-05
40,-28,12,2.1525785817073858e-05
-60,-24,12,6.0747491204261354e-05
-56,-24,12,5.569129560227273e-05
-52,-24,12,5.2491756264204536e-05
-48,-24,12,4.9002056322159084e-05
-44,-24,12,4.62323535497159e-05
-40,-24,12,4.338661992215909e-05
-36,-24,12,4.1305531379829534e-05
-32,-24,12,3.917833218352273e-05
-28,-24,12,3.718847940539773e-05
-24,-24,12,3.528278040482954e-05
-20,-24,12,3.370303191647727e-05
-16,-24,12,3.2327132159375e-05
-12,-24,12,3.111438737727272e-05
-8,-24,12,2.9929217231534086e-05
-4,-24,12,2.8940798159943182e-05
0,-24,12,2.799319911676136e-05
4,-24,12,2.7271938987272726e-05
8,-24,12,2.6511646863636366e-05
12,-24,12,2.5820255224545454e-05
16,-24,12,2.5214800257670446e-05
20,-24,12,2.5518040064318178e-05
24,-24,12,2.5097809289318184e-05
