x,y,z,Cmoy
-60,-60,7,3.359398619698863e-05
-56,-60,7,3.2302598218124996e-05
-52,-60,7,3.124934466278409e-05
-48,-60,7,3.0242527166590904e-05
-44,-60,7,2.9289961649659087e-05
-40,-60,7,2.8423036050795452e-05
-36,-60,7,2.750435716028409e-05
-32,-60,7,2.678464540011364e-05
-28,-60,7,2.6158195971249993e-05
-24,-60,7,2.5422202407670446e-05
-20,-60,7,2.4875520221590908e-05
-16,-60,7,2.427851470017045e-05
-12,-60,7,2.3808836687272728e-05
-8,-60,7,2.3840855111874998e-05
-4,-60,7,2.336996858767045e-05
0,-60,7,2.2670024772954543e-05
4,-60,7,2.2163996411193183e-05
8,-60,7,2.194234245306818e-05
12,-60,7,2.0884359379545452e-05
16,-60,7,2.033412786409091e-05
20,-60,7,1.9914799246022724e-05
24,-60,7,1.9580809472613636e-05
28,-60,7,1.929038795710227e-05
32,-60,7,1.8915027116534093e-05
36,-60,7,1.8425470236960228e-05
40,-60,7,1.788059985772727e-05
-60,-56,7,3.567822267017045e-05
-56,-56,7,3.4249782601988636e-05
-52,-56,7,3.3120699640056815e-05
-48,-56,7,3.181184875170454e-05
-44,-56,7,3.081517354147727e-05
-40,-56,7,2.9857476845284083e-05
-36,-56,7,2.8902350463238632e-05
-32,-56,7,2.8105013054375e-05
-28,-56,7,2.731563266306818e-05
-24,-56,7,2.6551083451249997e-05
-20,-56,7,2.5862181521590904e-05
-16,-56,7,2.5267667584374995e-05
-12,-56,7,2.468870208647727e-05
-8,-56,7,2.4649168908806813e-05
-4,-56,7,2.4258678719829536e-05
0,-56,7,2.3954767946363633e-05
4,-56,7,2.315390310460227e-05
8,-56,7,2.2608364311874997e-05
12,-56,7,2.1566976556079542e-05
16,-56,7,2.1064281601249996e-05
20,-56,7,2.067831402994318e-05
24,-56,7,2.0364812781079545e-05
28,-56,7,2.0041370644375e-05
32,-56,7,1.9590506153806815e-05
36,-56,7,1.9216912855369315e-05
40,-56,7,1.8635970857017044e-05
-60,-52,7,3.796346648352272e-05
-56,-52,7,3.649416392471591e-05
-52,-52,7,3.5084233484090905e-05
-48,-52,7,3.367776168011364e-05
-44,-52,7,3.2648361953124993e-05
-40,-52,7,3.14527395965909e-05
-36,-52,7,3.0471376105397725e-05
-32,-52,7,2.956708664346591e-05
-28,-52,7,2.856910147772727e-05
-24,-52,7,2.786484527278409e-05
-20,-52,7,2.7019064023181813e-05
-16,-52,7,2.6350016879034093e-05
-12,-52,7,2.5710640232102278e-05
-8,-52,7,2.5056078867954548e-05
-4,-52,7,2.4701971238522725e-05
0,-52,7,2.4579508082840912e-05
4,-52,7,2.402404965772727e-05
8,-52,7,2.2946214477215905e-05
12,-52,7,2.2444622183636362e-05
16,-52,7,2.1919004986647727e-05
20,-52,7,2.1416994528522727e-05
24,-52,7,2.1116401291761365e-05
28,-52,7,2.085094286875e-05
32,-52,7,2.037201360306818e-05
36,-52,7,1.98738577690625e-05
40,-52,7,1.931391456190341e-05
-60,-48,7,4.052468526818182e-05
-56,-48,7,3.898428813011363e-05
-52,-48,7,3.738060388068181e-05
-48,-48,7,3.5742849719602275e-05
-44,-48,7,3.455806124431818e-05
-40,-48,7,3.318939212017045e-05
-36,-48,7,3.212692484090909e-05
-32,-48,7,3.112362700340909e-05
-28,-48,7,3.0100408190909093e-05
-24,-48,7,2.9211254703409085e-05
-20,-48,7,2.8307411048124996e-05
-16,-48,7,2.7519282906477272e-05
-12,-48,7,2.6926938731931817e-05
-8,-48,7,2.6139668687159082e-05
-4,-48,7,2.554250258556818e-05
0,-48,7,2.493935121613636e-05
4,-48,7,2.4365623590170456e-05
8,-48,7,2.3867419367215908e-05
12,-48,7,2.325775312096591e-05
16,-48,7,2.2667322025397723e-05
20,-48,7,2.2241488073693175e-05
24,-48,7,2.1935173023181817e-05
28,-48,7,2.1627640266761364e-05
32,-48,7,2.1142000419204546e-05
36,-48,7,2.0631633594602273e-05
40,-48,7,2.0162786983522726e-05
-60,-44,7,4.333886150568181e-05
-56,-44,7,4.1735878459943174e-05
-52,-44,7,3.989510521931817e-05
-48,-44,7,3.822517626590909e-05
-44,-44,7,3.6798777480397726e-05
-40,-44,7,3.5393831731534094e-05
-36,-44,7,3.4093359296590906e-05
-32,-44,7,3.282851017357955e-05
-28,-44,7,3.176428000568181e-05
-24,-44,7,3.072317903380681e-05
-20,-44,7,2.9768954587499996e-05
-16,-44,7,2.893992829375e-05
-12,-44,7,2.807611325767045e-05
-8,-44,7,2.7325887087499997e-05
-4,-44,7,2.6726762417954546e-05
0,-44,7,2.6116122698352267e-05
4,-44,7,2.543623313994318e-05
8,-44,7,2.4801357302045452e-05
12,-44,7,2.4255672250795453e-05
16,-44,7,2.3661296991704544e-05
20,-44,7,2.3066060347840907e-05
24,-44,7,2.3630427076931815e-05
28,-44,7,2.3396394798863636e-05
32,-44,7,2.2744168845227274e-05
36,-44,7,2.1435657333352274e-05
40,-44,7,2.1000323682613636e-05
-60,-40,7,4.715636015397727e-05
-56,-40,7,4.49404720590909e-05
-52,-40,7,4.293245106931818e-05
-48,-40,7,4.0999418332954545e-05
-44,-40,7,3.927453896931818e-05
-40,-40,7,3.7701652071875e-05
-36,-40,7,3.6264356057386365e-05
-32,-40,7,3.476020505681818e-05
-28,-40,7,3.378040410625e-05
-24,-40,7,3.245425270823863e-05
-20,-40,7,3.145334423948864e-05
-16,-40,7,3.0548533996875e-05
-12,-40,7,2.9563554436647727e-05
-8,-40,7,2.879054154261364e-05
-4,-40,7,2.7999968484090902e-05
0,-40,7,2.7317110959943178e-05
4,-40,7,2.6643349961420454e-05
8,-40,7,2.6003294891704542e-05
12,-40,7,2.5397248671022726e-05
16,-40,7,2.473692167119318e-05
20,-40,7,2.4737425201988633e-05
24,-40,7,2.445176761238636e-05
28,-40,7,2.332816246625e-05
32,-40,7,2.3855019249204543e-05
36,-40,7,2.2945303266363632e-05
40,-40,7,2.2354209218863635e-05
-60,-36,7,5.086537240795453e-05
-56,-36,7,4.824779916931818e-05
-52,-36,7,4.6132269433522725e-05
-48,-36,7,4.418557012926136e-05
-44,-36,7,4.206871179857954e-05
-40,-36,7,4.031923391193182e-05
-36,-36,7,3.8586947866761364e-05
-32,-36,7,3.711007282017045e-05
-28,-36,7,3.591464680625e-05
-24,-36,7,3.443168049204545e-05
-20,-36,7,3.324661857670454e-05
-16,-36,7,3.222541629630682e-05
-12,-36,7,3.1156860186647725e-05
-8,-36,7,3.0272354880965906e-05
-4,-36,7,2.941494869318182e-05
0,-36,7,2.8660623355397726e-05
4,-36,7,2.789863164488636e-05
8,-36,7,2.724070676392045e-05
12,-36,7,2.6608001090340905e-05
16,-36,7,2.590911702198864e-05
20,-36,7,2.5905403968352266e-05
24,-36,7,2.536921795784091e-05
28,-36,7,2.4330526984886365e-05
36,-36,7,2.3684896046022725e-05
40,-36,7,2.3303501801193182e-05
-60,-32,7,5.507738202272726e-05
-56,-32,7,5.240616611903409e-05
-52,-32,7,5.0010411582954544e-05
-48,-32,7,4.7561118699431815e-05
-44,-32,7,4.5337738611931806e-05
-40,-32,7,4.3542622565909094e-05
-36,-32,7,4.154044168977272e-05
-32,-32,7,3.96110488872159e-05
-28,-32,7,3.813483319375e-05
-24,-32,7,3.6648686569886364e-05
-20,-32,7,3.535662978579545e-05
-16,-32,7,3.398385542499999e-05
-12,-32,7,3.2922920409375e-05
-8,-32,7,3.1955723554829544e-05
-4,-32,7,3.101453826363636e-05
0,-32,7,3.0241450875284086e-05
4,-32,7,2.9324685065624995e-05
8,-32,7,2.8592931132954544e-05
12,-32,7,2.7998842090625e-05
16,-32,7,2.714531136619318e-05
20,-32,7,2.7061137463352266e-05
24,-32,7,1.8046903040170453e-05
28,-32,7,2.5391541995738635e-05
32,-32,7,2.4793473516874993e-05
36,-32,7,2.460940428392045e-05
40,-32,7,2.441139947613636e-05
